seg_id,eco,dev_id,t_start,t_end,n_packets,n_unique_adva_in_seg,n_adv_tag_packets,CFO_Hz_mean,CFO_Hz_std,CFO_Hz__iqr,CFO_00_Hz_mean,CFO_00_Hz_std,CFO_00_Hz__iqr,CFO_11_Hz_mean,CFO_11_Hz_std,CFO_11_Hz__iqr,CFO_10_Hz_mean,CFO_10_Hz_std,CFO_10_Hz__iqr,CFO_01_Hz_mean,CFO_01_Hz_std,CFO_01_Hz__iqr,duration_obs,duration_est,cfo_std_norm,label,src_file
0,APPLE,4F:EB:6F:6C:7A:30,375.9910000000091,375.9910000000091,1,1,0,-17343.0,,0.0,71972.0,,0.0,-88546.0,,0.0,84573.0,,0.0,-101742.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,50:85:7B:CF:0A:63,602.025999999998,602.025999999998,1,1,0,-15735.0,,0.0,56301.0,,0.0,-104443.0,,0.0,83422.0,,0.0,-122523.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,50:C4:7B:CF:0A:63,176.94600000001083,176.94600000001083,1,1,0,-27940.0,,0.0,100411.0,,0.0,-85303.0,,0.0,81871.0,,0.0,-146120.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,53:1D:7A:CA:3C:23,46.85700000000361,46.85700000000361,1,1,0,-16552.0,,0.0,45633.0,,0.0,-106706.0,,0.0,57539.0,,0.0,-125288.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,53:1D:7A:CE:34:23,64.99100000000908,64.99100000000908,1,1,0,-24650.0,,0.0,52093.0,,0.0,-103881.0,,0.0,47351.0,,0.0,-133598.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,53:38:A4:3B:10:68,154.38900000001013,154.38900000001013,1,1,0,-36294.0,,0.0,51114.0,,0.0,-99166.0,,0.0,77145.0,,0.0,-109789.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,53:78:A4:3B:50:69,324.7280000000028,324.7280000000028,1,1,0,-33953.0,,0.0,78638.0,,0.0,-84647.0,,0.0,66949.0,,0.0,-114717.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,53:B8:A4:3B:10:69,176.70100000000093,176.70100000000093,1,1,0,-4098.0,,0.0,44496.0,,0.0,-90243.0,,0.0,62977.0,,0.0,-108923.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,54:8C:E3:F4:0E:A0,101.01200000000244,101.01200000000244,1,1,0,-52786.0,,0.0,46203.0,,0.0,-97829.0,,0.0,51394.0,,0.0,-108655.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,56:5E:B9:4A:46:5F,332.916000000012,332.916000000012,1,1,0,-26529.0,,0.0,61492.0,,0.0,-111778.0,,0.0,88048.0,,0.0,-114461.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,56:7E:B9:42:46:5F,168.69000000000233,422.3380000000034,2,1,0,-11034.0,6532.252444601326,4619.0,84001.5,10672.362648448561,7546.5,-82867.0,15508.26592498336,10966.0,90332.0,8359.416367187365,5911.0,-109725.5,6992.578959153769,4944.5,253.64800000000105,1800.0,22712.3746226589,Benign,controlled/Benign/airport.csv
0,APPLE,56:7E:B9:42:4E:5F,550.2600000000093,550.2600000000093,1,1,0,-12248.0,,0.0,105642.0,,0.0,-101019.0,,0.0,81458.0,,0.0,-136003.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
0,APPLE,56:7E:B9:4A:46:5F,324.7280000000028,646.5679999999993,3,1,0,-15372.666666666666,15531.875621873018,15529.5,74307.0,6426.56401197405,6357.5,-104358.0,5634.446556672625,5095.0,81261.66666666667,17107.748429683357,16816.0,-117347.33333333333,8252.008321210862,8181.0,321.8399999999965,1800.0,25981.87004432129,Benign,controlled/Benign/airport.csv
0,APPLE,59:B8:5B:21:62:28,545.2870000000112,545.2870000000112,1,1,0,-25653.0,,0.0,82616.0,,0.0,-71083.0,,0.0,80167.0,,0.0,-101597.0,,0.0,0.0,1800.0,0.0,Benign,controlled/Benign/airport.csv
