cluster_id,t_s,t_e,chunk_idx,mac,tag,n_keys,purity_cluster,entropy_cluster,is_quarantined,decision,d_best,n_rows_in_chunk_for_mac,seg_CFO_Hz,seg_CFO_00_Hz,seg_CFO_11_Hz,seg_CFO_10_Hz,seg_CFO_01_Hz
2,0.0,900.0,0,71:7D:47:FE:D1:71,GOOGLE,1,0.2,0.999999999996272,0,MATCH,-1000000000000.0,1,-2280.0,157812.0,-134761.0,130751.0,-132075.0
1,0.0,900.0,0,FA:07:91:BA:C6:8D,APPLE_FINDMY,1,0.038461538461538464,0.9999999999917131,0,MATCH,0.7368952858630636,2,-13999.5,126135.5,-119455.0,109964.5,-105207.5
1,0.0,900.0,0,F6:79:C9:8C:42:6A,APPLE_FINDMY,1,0.037037037037037035,0.9999999999915042,0,MATCH,11.57162463221642,1,-6112.0,143780.0,-138213.0,120308.0,-132412.0
1,0.0,900.0,0,E4:E7:54:3C:11:6C,APPLE_FINDMY,1,0.03571428571428571,0.999999999991297,0,MATCH,1.7464111240027085,1,5265.0,121275.0,-109872.0,106349.0,-100498.0
4,0.0,900.0,0,F5:00:0B:6F:0F:F5,APPLE_FINDMY,1,0.3333333333333333,0.9999999999963589,0,MATCH,12.394312295963939,1,1538.0,83394.0,-124835.0,95890.0,-96578.0
3,0.0,900.0,0,C2:66:34:14:1E:0C,TILE,1,0.5,0.999999999995672,0,MATCH,-1000000000000.0,1,3988.0,151058.0,-105889.0,135838.0,-118112.0
1,0.0,900.0,0,D2:F5:2B:0D:58:D2,APPLE_FINDMY,1,0.034482758620689655,0.999999999991091,0,MATCH,-1000000000000.0,1,18228.0,111439.0,-83881.0,112563.0,-106172.0
1,0.0,900.0,0,CC:1C:7F:E8:BC:6D,APPLE_FINDMY,1,0.03333333333333333,0.9999999999908853,0,MATCH,3.4696426925565573,1,-22079.0,135383.0,-149240.0,111855.0,-111249.0
1,0.0,900.0,0,DB:A7:0A:61:5D:2E,APPLE_FINDMY,1,0.03225806451612903,0.9999999999906812,0,MATCH,2.0320321762657607,1,-15050.0,127366.0,-142488.0,100586.0,-103927.0
5,0.0,900.0,0,F3:AB:4D:49:13:9B,APPLE_FINDMY,1,1.0,0.0,0,SPAWN,32.43067542705825,1,21994.0,128725.0,-50412.0,93230.0,-67591.0
4,0.0,900.0,0,F9:CA:66:DA:98:5F,APPLE_FINDMY,1,0.25,0.9999999999963932,0,MATCH,7.372812134547707,1,-24839.0,99691.0,-100055.0,115852.0,-115724.0
1,0.0,900.0,0,D0:EA:87:EE:9B:58,APPLE_FINDMY,1,0.03125,0.9999999999904783,0,MATCH,3.8532268085321797,1,-30045.0,132438.0,-141415.0,116472.0,-119565.0
4,0.0,900.0,0,D1:60:A0:28:56:76,APPLE_FINDMY,1,0.2,0.999999999996272,0,MATCH,3.560560281546176,1,-18973.0,82382.0,-105546.0,71172.0,-113935.0
4,0.0,900.0,0,C7:12:76:9F:D4:14,APPLE_FINDMY,1,0.16666666666666666,0.9999999999960932,0,MATCH,3.251990497222996,1,-2136.0,96921.0,-102641.0,91261.0,-104368.0
1,0.0,900.0,0,CF:FC:41:37:65:F2,APPLE_FINDMY,1,0.030303030303030304,0.999999999990276,0,MATCH,-1000000000000.0,1,-32601.0,112317.0,-109855.0,117425.0,-112526.0
1,0.0,900.0,0,E9:F5:C9:AA:CA:B4,APPLE_FINDMY,1,0.029411764705882353,0.9999999999900747,0,MATCH,2.316057214964329,1,-10366.0,120201.0,-127402.0,95833.0,-108569.0
1,0.0,900.0,0,F7:8F:7F:96:D8:15,APPLE_FINDMY,1,0.02857142857142857,0.9999999999898744,0,MATCH,3.907233590314609,1,-32946.0,139537.0,-147836.0,101850.0,-107311.0
1,0.0,900.0,0,F0:E4:7B:91:19:B3,APPLE_FINDMY,1,0.027777777777777776,0.999999999989675,0,MATCH,2.543009529704055,2,-32157.5,119071.5,-137002.0,94900.0,-101665.5
4,0.0,900.0,0,CB:16:D4:FC:5D:59,APPLE_FINDMY,1,0.14285714285714285,0.999999999995889,0,MATCH,1.8962339536148098,1,-37444.0,96990.0,-106557.0,81646.0,-105526.0
1,0.0,900.0,0,F0:2F:10:56:B0:5D,APPLE_FINDMY,1,0.02702702702702703,0.9999999999894764,0,MATCH,4.909446111562588,2,16983.0,133597.0,-108849.5,104872.5,-114332.5
