pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,_group
136584,1769130374.5898,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8374.591103,-400.808042,-8374.591087,362426.998225,282002.973553,0.929882,83.936834,0.5,20743.558949,22.371096,366666.666667,360.0,2297.299805,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,45064.871094,7509.869629,2018680473,2018681193,-4358.926157,-27806.510675,46593.213383,-35462.171072,
136585,1769130374.6313686,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8960.859097,-408.687261,-8960.859329,362547.527278,270065.390284,0.929617,84.672125,0.5,20553.499956,22.421243,366666.666667,360.0,2123.291016,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,45064.871094,7341.558105,2018680474,2018681194,-25465.948017,-1496.503509,46089.749912,-32708.735761,
136929,1769130378.457709,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8323.316182,-1678.956349,-8323.316921,336360.922037,257179.191957,0.993261,-47.883127,91.5,20391.806011,22.479818,366666.666667,360.0,2146.431885,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,12958.530273,9900.384766,2022697687,2022698407,-8029.216458,-27037.862191,50363.45492,-34342.724704,
136930,1769130378.4997356,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-8875.123416,-1633.09543,-8875.124543,336136.468281,255543.719899,0.995386,-46.982131,91.5,20207.449513,22.516141,366666.666667,360.0,1989.842041,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,12958.530273,9832.204102,2022697688,2022698408,-29781.953762,-1150.905044,49535.680207,-29206.035928,
137265,1769130382.5900762,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-6764.580735,2940.996628,-6764.580861,341411.614674,254053.317895,1.052413,28.552372,1.0,21494.458986,23.889735,366666.666667,360.0,3671.67627,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,14758.051758,-2953.570312,2026714849,2026715569,-2516.977483,-31140.314433,55204.829015,-36282.6926,
137415,1769130384.1803544,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-15571.46306,14183.439897,-15571.463513,345667.593184,281578.907428,0.976228,-86.873523,28.0,-14486.496419,18.003863,683510.638298,376.0,18012.443359,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-56714.996094,-33914.070312,2028350183,2028350935,-20773.874562,-63247.358413,-4547.7317,31379.27686,
137416,1769130384.2245035,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-14917.777415,14171.146308,-14917.776388,345643.011277,308306.655365,0.975212,-88.590946,28.0,-14227.059475,18.040875,683510.638298,376.0,18310.128906,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-56714.996094,-33764.390625,2028350184,2028350936,5709.554812,-71365.14332,-18884.739241,26186.216535,
137476,1769130384.602108,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19042.426583,15553.283184,-19042.427578,271819.337544,221911.999052,1.005614,-33.138967,87.5,-12815.993933,18.960255,444148.93617,376.0,19468.962891,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-82610.09375,-24415.152344,2028782409,2028783161,-14314.351024,-88303.024223,-1226.908909,28031.689459,
137477,1769130384.6722372,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-18494.809169,15562.554396,-18494.80963,271272.174952,248907.3698,1.005598,-34.436519,87.5,-12528.748604,19.094307,444148.93617,376.0,19863.404297,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-72565.0625,-24308.535156,2028782410,2028783162,4892.258808,-97658.344071,-7793.106732,26404.072056,
137520,1769130385.4572172,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21208.849247,13631.953275,-21208.849277,336226.11712,261924.266138,1.02293,-26.659058,22.0,-14673.281002,18.687581,593085.106383,376.0,18536.013672,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-66338.21875,-26328.541016,2029202574,2029203326,-18553.384989,-86463.790451,-3397.199286,24536.373481,
137521,1769130385.4968686,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20633.810051,13619.188888,-20633.808992,335008.4338,274271.031118,1.022096,-26.547771,22.0,-14386.892202,18.675115,593085.106383,376.0,18938.318359,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-66126.882812,-26224.824219,2029202575,2029203327,-4279.348847,-95711.7175,-8636.905273,27614.58705,
137540,1769130385.5757692,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21593.223475,13504.134257,-21593.221925,335534.363255,264581.196102,1.001212,43.904798,22.5,-14947.960595,18.542949,593085.106383,376.0,16725.490234,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-76719.40625,-34756.578125,2029422550,2029423302,-17325.951211,-86894.623669,-1009.082916,19474.924826,
137541,1769130385.619429,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21060.258684,13478.825803,-21060.258533,334822.512282,289105.528075,1.00101,44.043486,22.5,-14671.495962,18.557248,593085.106383,376.0,17107.064453,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-76719.40625,-34600.382812,2029422551,2029423303,-6565.18525,-94392.626143,-7128.193046,25491.437734,
137556,1769130385.988773,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-13571.300615,14608.871161,-13571.300448,345306.953526,282420.923226,1.014312,22.655821,26.5,-12179.542218,18.408364,683510.638298,376.0,15841.813477,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-11634.738281,-28124.011719,2029631271,2029632023,-14020.21807,-61464.203915,-5932.489922,31593.014202,
137564,1769130386.0700932,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19771.387779,12755.664402,-19771.38891,321742.926877,270305.392544,0.962628,-74.790793,22.0,-12844.302039,18.983371,593085.106383,376.0,20176.644531,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-31984.234375,-21359.923828,2029843745,2029844497,-5087.121097,-93865.702526,-5449.387701,28600.305539,
137581,1769130386.333674,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20002.518881,13826.974487,-20002.51975,338387.776006,280288.197022,1.036623,12.284622,23.5,-13034.9127,19.290431,593085.106383,376.0,16132.568359,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-34568.207031,-27499.996094,2030046226,2030046978,-7525.13475,-93073.178528,-6158.072485,29727.072124,
137598,1769130386.3982775,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-13885.142841,14421.444453,-13885.143445,260980.021406,224954.049816,1.033332,-2.92686,54.0,-13503.222953,18.036384,686170.212766,376.0,18089.9375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-25931.177734,-24111.765625,2030249735,2030250487,-19980.477591,-55392.975305,-3915.191554,24669.863523,
137599,1769130386.4414856,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-13197.107454,14402.002492,-13197.107241,261204.073387,242373.604034,1.034894,-3.505515,54.0,-13253.653266,17.94799,686170.212766,376.0,18464.654297,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-21947.673828,-24002.025391,2030249736,2030250488,-8893.813566,-66227.232632,-7733.057619,28876.682906,
137632,1769130387.0313954,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-10519.887344,-927.385566,-10519.887136,335978.117153,247414.260308,0.979561,-57.962459,1.0,18394.006298,22.464811,366666.666667,360.0,2924.946289,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,39620.054688,11354.001953,2030727516,2030728236,-16352.910988,-21112.626891,48833.910461,-35495.484741,
137633,1769130387.07596,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-11059.19978,-804.387156,-11059.200307,335386.953318,267418.062934,0.980403,-57.061004,1.0,18197.610948,22.50289,366666.666667,360.0,2793.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,39620.054688,11226.201172,2030727517,2030728237,-37563.835257,7049.975599,37283.301784,-23417.097094,
137721,1769130388.0254266,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-15200.567659,15164.192595,-15200.568208,282550.198993,230836.652324,1.005936,37.945922,106.5,-14192.392577,17.779073,686170.212766,376.0,16976.488281,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-74565.46875,-25567.414062,2031518891,2031519643,-24687.535755,-59491.316359,-4009.93248,31664.160532,
137722,1769130388.0761724,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-14499.054594,15182.148193,-14499.054994,282752.342191,257511.032372,1.006963,37.145764,105.0,-13930.101743,17.854048,686170.212766,376.0,17440.173828,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-73158.65625,-25417.388672,2031518892,2031519644,-1420.118015,-67303.339434,-14203.390873,27158.693909,
137739,1769130388.365628,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19832.397298,15704.734447,-19832.396356,333973.065714,267979.830743,1.009595,38.5187,23.0,-13501.053467,19.786444,593085.106383,376.0,18934.429688,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-62540.8125,-34879.195312,2031719116,2031719868,-15334.910643,-89304.290152,-869.202281,27000.557457,
137758,1769130388.4375331,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19615.671346,14415.405418,-19615.671126,340228.056375,269280.989219,1.042575,5.186586,20.0,-13538.580935,19.183396,593085.106383,376.0,19376.169922,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3144.474609,-22826.646484,2031935105,2031935857,-8385.358778,-92552.718401,-3476.836943,26359.132165,
137767,1769130388.4879138,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,3533.912638,520.028261,3533.913008,269261.911004,218425.999053,1.033178,35.781228,2.5,34792.583398,23.440826,223404.255319,376.0,-3619.610107,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-19882.939453,3939.54834,2031975367,2031976119,13049.119722,-46106.334057,-1077.749002,70456.117226,
137775,1769130388.8741353,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-13580.594849,17943.386948,-13580.595485,354136.95603,273616.691999,1.00695,-35.898605,25.5,-12562.580414,18.12722,686170.212766,376.0,19134.580078,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-43951.234375,-15899.25,2032140844,2032141596,-24665.089495,-55645.457798,-665.332369,31771.152346,
137776,1769130388.920372,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-12923.042601,17957.006793,-12923.042518,353759.360911,288209.420143,1.00816,-35.015738,25.5,-12300.583184,18.154345,686170.212766,376.0,19490.314453,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-43951.234375,-15864.451172,2032140845,2032141597,541.499805,-63393.154713,-14712.724413,27174.247728,
137791,1769130388.989106,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20943.998375,13811.474487,-20943.997958,315618.560617,245484.733622,1.021878,-25.967967,101.0,-13811.237815,19.101931,547872.340426,376.0,19172.501953,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-65271.84375,-33946.753906,2032354577,2032355329,-12283.466952,-93768.270751,-3259.35598,27525.385977,
137801,1769130389.3351617,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20689.007769,15711.188833,-20689.007917,334480.652865,287584.05167,0.980075,60.946995,23.5,-13654.436469,19.1611,593085.106383,376.0,21492.410156,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-47894.425781,-30086.828125,2032553801,2032554553,-2612.688532,-96499.956674,-9363.174114,27142.01905,
137848,1769130389.7051332,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19097.996576,16608.499974,-19097.997821,338921.854332,273061.177137,0.972205,-84.401569,24.0,-12431.422673,19.568209,593085.106383,376.0,19442.302734,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-12960.685547,-38324.828125,2032969754,2032970506,-11523.39499,-87171.096974,-6005.682522,30687.376235,
137880,1769130390.1241393,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21642.342176,14402.38665,-21642.341299,340215.805906,272983.802988,0.974045,73.032595,23.0,-14794.409367,19.076649,593085.106383,376.0,19445.820312,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-83202.28125,-29500.728516,2033172252,2033173004,-17473.541656,-87790.327988,-1900.801638,22131.734509,
137881,1769130390.1739075,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21084.131692,14385.90911,-21084.130597,340372.442847,284970.801982,0.975125,73.382729,23.0,-14508.951045,19.081365,593085.106383,376.0,19822.294922,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-83202.28125,-29436.560547,2033172253,2033173005,-3424.939027,-96108.222313,-9636.089977,26754.8157,
137904,1769130390.246112,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-15869.70197,15225.246436,-15869.702701,351414.890086,280054.162223,1.019207,13.155125,27.0,-14495.241321,18.529756,595744.680851,376.0,18118.994141,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-81806.609375,-23838.029297,2033380991,2033381743,-23858.754504,-57426.443119,-4871.290331,26989.429049,
137905,1769130390.2863688,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-15245.686531,15205.156491,-15245.684875,350170.546032,304676.681501,1.020378,13.780027,27.0,-14229.449252,18.585136,595744.680851,376.0,18499.201172,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-73756.757812,-23729.146484,2033380992,2033381744,-2074.002278,-66723.43729,-15697.181818,24986.304931,
137933,1769130390.6820443,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20319.70334,15201.988828,-20319.703012,337680.118208,270563.984085,0.975094,-64.427824,20.0,-13833.51915,19.701797,593085.106383,376.0,19446.103516,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5385.310547,-28707.998047,2033582216,2033582968,-11281.124767,-90169.659328,-6160.313021,29361.421713,
137974,1769130390.9706483,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-15200.731048,11776.938527,-15200.730253,360860.896561,283667.298062,1.010286,0.314274,26.5,-13236.708752,17.959501,683510.638298,376.0,18443.171875,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-71401.804688,-37202.128906,2034014454,2034015206,-23099.048123,-50978.198912,-7134.784787,23609.980437,
137975,1769130391.016282,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-14587.134562,11810.76825,-14587.134043,360274.962576,302025.329569,1.011735,2.449177,26.5,-12971.51492,17.938372,683510.638298,376.0,18807.296875,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-66853.546875,-37082.378906,2034014455,2034015207,-9002.30573,-63387.508483,-11970.8311,28102.093645,
137992,1769130391.0807319,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21441.101837,14428.170811,-21441.101556,337249.065109,251934.641729,1.012616,33.834745,20.5,-14378.726999,18.523048,593085.106383,376.0,18963.759766,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-111544.304688,-28261.613281,2034214438,2034215190,-17637.604349,-92448.973127,-2064.165476,28710.245972,
137993,1769130391.1283455,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20812.763533,14430.840045,-20812.762634,336507.463696,289036.559445,1.014304,32.756862,20.5,-14094.46415,18.592158,593085.106383,376.0,19334.183594,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-110673.0625,-28073.535156,2034214439,2034215191,2564.579262,-99876.251491,-12804.224568,28575.64002,
138006,1769130391.205265,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20064.025557,12464.237207,-20064.0254,325140.087074,254250.087059,0.97465,78.949136,22.5,-14302.315447,18.621283,595744.680851,376.0,19270.238281,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-75557.546875,-27303.269531,2034426915,2034427667,-15201.282422,-88857.128141,991.884605,23155.823418,
138007,1769130391.250522,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19483.212439,12488.779776,-19483.21323,325048.376506,272920.323983,0.973688,78.200593,22.5,-14015.669143,18.594606,595744.680851,376.0,19642.339844,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-75557.546875,-27156.414062,2034426916,2034427668,-3543.736021,-95279.880026,-3668.996194,25553.889632,
138045,1769130391.6511378,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-10205.960051,-1451.557292,-10205.959498,343618.693634,256400.939698,0.992746,-49.017775,1.0,18352.254589,22.667459,366666.666667,360.0,1836.592529,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-16854.072266,5099.703125,2034740297,2034741017,-14278.213716,-23353.026186,50255.882254,-37260.306523,
138046,1769130391.6957731,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-10775.145852,-1337.551145,-10775.146834,343429.891522,268171.500701,0.994233,-48.124339,1.0,18168.978402,22.683641,366666.666667,360.0,1712.368164,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-16854.072266,5058.833496,2034740298,2034741018,-34957.185028,5516.755697,40709.72018,-28812.109955,
138066,1769130392.151617,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21540.957272,16483.58169,-21540.956384,355800.975479,272917.619864,1.001,-44.431759,24.0,-14212.978015,19.07645,606382.978723,376.0,15794.663086,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-41758.433594,-31340.861328,2035038330,2035039082,-18132.711917,-90314.908272,-2371.103974,27554.91972,
138106,1769130392.3828938,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19093.452161,15698.752647,-19093.452277,342778.36167,289111.146893,1.014212,23.487732,23.5,-12755.350637,19.371042,420212.765957,376.0,20377.675781,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15089.936523,-28422.160156,2035458076,2035458828,-6551.759544,-94971.009994,-3970.738775,28841.620927,
138108,1769130392.430112,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-10691.502349,18732.920706,-10691.501804,333666.068756,261759.793101,0.964026,57.858308,3.0,2194.980852,23.252294,236702.12766,376.0,-1104.818604,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10263.294922,-4933.839844,2035482130,2035482882,17362.623771,-27850.508935,-42316.384406,15759.327439,
138114,1769130392.8088183,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,1785.799408,3310.954312,1785.800886,350069.620588,267587.961065,0.986964,51.917838,2.5,17687.506592,24.417805,175531.914894,376.0,-2963.573975,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5335.87207,1494.192627,2035529132,2035529884,21876.159272,-46836.171704,18007.33447,3060.357073,
138125,1769130392.9170487,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20081.626846,14578.010557,-20081.626597,286398.084547,234419.965742,0.979273,-73.731428,59.5,-14904.054479,19.412138,593085.106383,376.0,17526.416016,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-53156.355469,-29440.488281,2035678071,2035678823,-17002.170792,-87091.72961,340.974367,27781.098876,
138126,1769130392.965472,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-19494.990276,14595.074115,-19494.990257,286078.608692,245802.60956,0.979197,-72.138915,59.5,-14641.056772,19.470648,593085.106383,376.0,17838.597656,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-52606.078125,-29281.048828,2035678072,2035678824,1089.847012,-92102.322056,-3926.896332,21730.818651,
138139,1769130393.0840805,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,16922.489995,3948.079154,16922.49073,355028.991837,260235.666369,0.995266,46.465477,3.5,25560.263034,22.724229,79787.234043,376.0,7026.24707,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,29108.966797,20135.544922,2035773381,2035774133,-385.853722,25084.130046,20817.931662,38117.796495,
138149,1769130393.1424015,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-14431.742037,16129.07091,-14431.742905,346089.048665,294602.348518,0.997954,-51.089202,26.5,-13239.177513,17.693017,683510.638298,376.0,19415.537109,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15798.505859,-18405.806641,2035889810,2035890562,-8502.478298,-62521.68214,-11640.321518,26856.65742,
138163,1769130393.1995633,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,3226.521594,608.472053,3226.52081,360331.747196,265374.863352,1.100354,-12.894256,2.0,34372.152028,23.881591,164893.617021,376.0,-4007.571045,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,20836.302734,41401.363281,2035992658,2035993410,-1597.726391,-33319.281775,4299.710801,75797.293156,
138164,1769130393.2486815,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,3591.084982,470.758857,3591.085314,360364.004076,274019.773362,1.09989,-13.378494,2.0,34240.404565,23.846855,164893.617021,376.0,-3873.472412,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,20836.302734,41206.394531,2035992659,2035993411,24421.850283,-50769.424671,-8618.332603,64418.731225,
138177,1769130393.6374793,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-20211.945527,10049.829871,-20211.947224,336721.14589,278372.121451,1.039294,10.750271,23.0,-13991.360957,19.018458,489361.702128,376.0,18428.214844,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-13794.931641,-32665.404297,2036107292,2036108044,-8440.034557,-98025.470149,-2498.912131,29214.478028,
138189,1769130393.7031703,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-21039.872648,12575.748053,-21039.87473,326382.264716,259636.769242,1.018536,15.96336,20.0,-14249.640317,18.258339,595744.680851,376.0,16143.547852,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-110315.359375,-21559.070312,2036311793,2036312545,-18238.76912,-85584.851485,-2799.189619,24671.752365,
