pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,_group
148392,1769130537.6394932,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,31644.820035,14408.236682,31644.818783,353838.555784,248647.653693,0.925399,-82.966183,2.0,37118.393795,20.819358,226063.829787,376.0,16316.542969,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,107159.226562,28813.935547,2164564457,2164565209,19462.1434,3899.832303,51009.323954,52954.414642,
148393,1769130537.6866045,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32205.28795,14398.282661,32205.287827,353366.087756,277295.077741,0.923704,-83.242525,2.0,36980.866494,20.826189,226063.829787,376.0,16402.996094,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,108417.382812,28835.693359,2164564458,2164565210,23463.526097,28128.222602,48112.492441,27835.148552,
148433,1769130538.491907,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,8378.738911,7882.633658,8378.738988,330213.88382,245299.90485,1.099846,25.78513,3.5,20224.674988,26.672721,53191.489362,376.0,8424.273438,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-4961.313477,-1216.187012,2165291377,2165292129,-14078.645484,-3856.27345,37265.239016,2259.646127,
148434,1769130538.535272,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,8821.48762,8103.572391,8821.487698,329890.849212,252023.733806,1.098678,25.697694,3.5,20120.684829,26.699299,53191.489362,376.0,8929.382812,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-340.042023,-1082.91333,2165291378,2165292130,-10520.170976,20707.030604,4318.268217,12150.480508,
148441,1769130538.60122,37,2,e7:b3:11:fd:e3:9d,8E89BED6,APPLE,9de3fd11b3e71eff4c00121900d464d465899738acccd10c422142fbc5ad993a72a0560100,27294.619694,10029.409915,27294.618236,378594.048669,285886.374613,1.016101,27.820105,128.0,29959.448248,20.150825,369680.851064,376.0,2901.949951,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,52125.855469,13553.749023,2165473842,2165474594,39246.804082,1955.308936,33996.640994,36212.763583,
148536,1769130539.9564567,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-10862.24654,-868.988856,-10862.245707,361983.532513,300767.683306,1.031876,-29.41968,0.5,17734.164735,22.828235,366666.666667,360.0,2067.611572,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5951.739746,1023.487,2166906639,2166907359,-24000.315088,-9309.978385,46799.898053,-35478.032727,
148559,1769130540.418224,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,15776.216563,10953.975548,15776.217011,318650.946646,231103.435159,1.080673,-17.832452,3.0,37121.146588,23.322598,305851.06383,376.0,8361.955078,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,98502.59375,29077.892578,2167292815,2167293567,3127.305845,15582.140216,24314.484374,25937.031556,
148560,1769130540.461275,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,16243.873918,10948.620716,16243.87458,318307.402566,253811.342861,1.078622,-17.860855,3.0,37069.483961,23.279871,305851.06383,376.0,8661.018555,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,98687.992188,29027.566406,2167292816,2167293568,7229.888085,26601.499542,19446.22301,12033.8177,
148570,1769130540.7976089,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-9279.617598,19974.468728,-9279.617375,329552.915579,252867.093079,0.956101,-81.060725,2.5,2525.549846,23.177911,234042.553191,376.0,-129.931396,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9640.100586,-3122.748779,2167580318,2167581070,9629.642195,-11336.758423,-42141.04323,11988.878962,
148571,1769130540.9018514,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-9791.054809,20080.642854,-9791.054662,329601.998672,262238.378416,0.956427,-82.066257,2.5,2450.54916,23.090556,234042.553191,376.0,-93.691948,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7353.873047,-3150.393799,2167580319,2167581071,26206.051576,-30456.745986,-40409.620115,8688.201153,
148572,1769130540.9559171,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,2923.468544,3227.03105,2923.467789,352244.125287,264915.521387,0.915139,-79.930388,2.5,18907.78064,24.544105,242021.276596,376.0,-2603.77832,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,18538.761719,-7300.842285,2167584363,2167585115,29010.800944,-47956.86532,6890.427518,10572.475915,
148573,1769130541.0009906,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,2717.952777,3071.599901,2717.953436,350427.659237,267420.480355,0.916791,-79.669175,2.5,18818.034608,24.490061,242021.276596,376.0,-2437.039307,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,18538.761719,-7308.20459,2167584364,2167585116,18750.778764,-44450.957463,23550.567067,2633.114849,
148588,1769130541.2380195,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,20126.137742,4671.650699,20126.137443,339208.242551,255894.768225,0.997588,-46.327823,4.0,27762.059404,23.586435,164893.617021,376.0,7515.484375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,25472.898438,14630.763672,2167837179,2167837931,-2639.440927,32948.984707,24927.209583,40584.830425,
148589,1769130541.2826796,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,19611.672716,4843.396327,19611.672101,338643.579475,247946.087573,0.99868,-45.749034,4.0,27677.202357,23.573556,164893.617021,376.0,7172.414551,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,25472.898438,14633.038086,2167837180,2167837932,6302.164534,25220.043394,18182.953108,42852.509352,
148599,1769130541.6625872,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,55859.439118,5812.197502,55859.438243,361379.074032,267841.223748,0.995466,73.731232,2.5,61180.87645,21.539231,473404.255319,376.0,18279.113281,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,135166.609375,43607.960938,2168097254,2168098006,74003.399553,-32883.941484,65229.003506,98350.007026,
148600,1769130541.7441669,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,56225.73823,5579.544215,56225.738287,361149.259023,286308.519606,0.994808,70.364671,2.5,61077.939487,21.46971,473404.255319,376.0,18121.410156,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,135544.65625,43669.25,2168097255,2168098007,75350.557772,-28428.247531,85438.743451,73363.155774,
148603,1769130541.838745,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,2518.53639,445.258388,2518.537125,344612.56292,263994.282881,0.92011,71.783141,2.5,33189.814728,23.927532,164893.617021,376.0,-4084.281982,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-21713.220703,8640.077148,2168139009,2168139761,-2029.394129,-31761.481884,3929.855068,71301.775077,
148604,1769130541.884194,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,2840.721821,298.446526,2840.721501,344427.473145,266729.995208,0.920442,71.341635,2.5,33058.525713,23.923605,164893.617021,376.0,-3958.347656,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-20693.357422,8626.491211,2168139010,2168139762,20259.565922,-50161.920812,-8768.237454,67484.935957,
148618,1769130542.0394044,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-18239.054339,13343.143776,-18239.054097,352854.298288,282121.622072,0.98456,-55.747175,23.5,-11581.873488,18.749812,593085.106383,376.0,19738.779297,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-118398.21875,-32342.884766,2168479451,2168480203,-16753.42201,-82329.371543,1465.744208,28311.284108,
148619,1769130542.0848072,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-17652.049567,13332.85621,-17652.049218,351594.473246,287436.710428,0.985545,-55.470322,23.5,-11302.641829,18.819495,593085.106383,376.0,20083.839844,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-117584.46875,-32146.699219,2168479452,2168480204,-399.291398,-90210.51824,-7447.34088,30739.306534,
148626,1769130542.5275087,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32738.776052,16056.347181,32738.776336,357151.803457,286000.492109,0.957644,64.973668,2.0,38267.986393,21.222155,226063.829787,376.0,16908.013672,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,10268.848633,14482.404297,2168579181,2168579933,22724.885516,19255.810368,49507.420215,38585.151245,
148668,1769130543.4855049,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,7804.56547,8266.752899,7804.565607,336049.406487,234888.677642,1.107258,-16.65219,94.0,20182.38541,27.007583,53191.489362,376.0,8057.98291,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,11496.506836,3464.006104,2169298150,2169298902,-17586.63309,-8443.095712,44310.210915,2446.334271,
148669,1769130543.5290875,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,8243.795531,8497.223194,8243.794668,335140.201176,261171.191526,1.105015,-16.649334,94.0,20081.13033,27.057755,53191.489362,376.0,8545.976562,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,11496.506836,3485.647949,2169298151,2169298903,-13418.476943,15641.137376,11391.58808,11517.337713,
148750,1769130545.013941,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-14570.197725,-3460.975289,-14570.197174,305687.505976,232476.911733,0.963402,-61.170169,97.0,16539.19376,22.870574,366666.666667,360.0,-596.459351,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-12467.283203,-6382.097168,2170921159,2170921879,-33263.923835,-10546.00093,46455.062326,-33882.941176,
148759,1769130545.3765888,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,14437.477231,10939.40062,14437.476294,327262.483817,242915.260434,0.92992,-76.553817,3.0,36102.970412,23.115028,316489.361702,376.0,7365.899414,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2653.95874,14892.714844,2171295667,2171296419,3997.768902,17107.695948,20376.280551,20054.34559,
148769,1769130545.6874063,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-11461.286032,19436.96468,-11461.285675,343663.093739,263627.8815,0.995524,51.870779,2.5,1255.385687,22.57104,268617.021277,376.0,-677.648621,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-18354.234375,-7294.151855,2171592497,2171593249,23554.191999,-31281.946831,-45180.718529,11099.953475,
148770,1769130545.7404792,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,16662.917574,5607.057443,16662.917081,272728.119881,225044.578781,1.066453,-10.812501,0.0,19141.872682,24.678871,175531.914894,376.0,-1734.860596,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,48921.941406,19138.980469,2171593409,2171594161,34462.711967,-30788.94298,23402.187384,30932.061239,
148771,1769130545.7946744,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,16859.109062,5566.317908,16859.108248,272628.970728,224278.878454,1.066053,-11.044864,0.0,19005.716311,24.63623,175531.914894,376.0,-1721.536499,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,48921.941406,19008.070312,2171593410,2171594162,30643.786531,-25043.452488,40621.789551,12571.781428,
148783,1769130545.9998732,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,19267.888818,4708.483331,19267.888936,338811.677736,256923.087488,1.044808,-9.128865,4.0,27243.862257,23.852392,164893.617021,376.0,7074.36084,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15679.282227,14834.880859,2171842491,2171843243,-1170.637552,30378.812296,21861.573835,41414.141044,
148794,1769130546.2641723,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,55928.377492,7522.219776,55928.377053,349188.340408,268259.910517,0.99934,-49.516982,2.5,60337.863623,21.178869,470744.680851,376.0,20664.421875,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,106195.507812,29692.507812,2172102785,2172103537,73831.045277,-29202.259746,64448.323717,100191.626749,
148795,1769130546.3332944,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,56210.330154,7276.538769,56210.328531,348994.832681,289823.487122,0.998311,-53.446957,2.5,60227.369419,21.17592,470744.680851,376.0,20473.898438,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,110903.65625,29769.050781,2172102786,2172103538,74550.40048,-26257.987647,83907.522092,76924.274619,
148802,1769130546.4476428,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,4624.564324,-51.801706,4624.563985,262278.98963,217501.291332,0.909187,70.657622,116.5,33646.523244,23.436264,164893.617021,376.0,-4052.434814,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-49392.921875,-884.474792,2172142446,2172143198,683.965545,-33825.060728,5980.088203,79269.241972,
148803,1769130546.4940796,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,5091.075371,-189.17389,5091.076104,262110.984542,222089.933725,0.909297,70.378383,116.0,33535.079682,23.417786,164893.617021,376.0,-4084.345215,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-49103.273438,-796.036316,2172142447,2172143199,31539.569608,-48798.073624,-11513.605915,63208.832228,
148815,1769130546.6534464,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-12227.36686,18339.081623,-12227.367234,326989.762524,258168.687764,1.01955,1.343021,27.0,-11209.742678,18.298038,686170.212766,376.0,20381.449219,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-38516.109375,-26852.757812,2172486442,2172487194,-21942.559557,-54654.414142,-1333.230363,32688.029445,
148816,1769130546.6980708,37,0,fe:a2:61:99:d2:9a,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070346,-11618.220509,18343.745651,-11618.221928,326818.032968,258995.830591,1.018309,-0.21633,27.0,-10949.769915,18.337453,686170.212766,376.0,20705.904297,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-38516.109375,-26765.847656,2172486443,2172487195,1720.784096,-62229.257191,-12927.67769,27034.813902,
148831,1769130547.0551703,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,31559.327541,15232.184514,31559.326498,365482.621492,274541.387177,1.019475,38.129274,2.0,37430.918284,20.809309,226063.829787,376.0,16556.712891,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,46313.664062,-1670.518188,2172582541,2172583293,18941.428983,2555.524751,50517.113822,54690.997902,
148832,1769130547.096357,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32077.842333,15213.458828,32077.840828,364549.044664,268403.423851,1.020477,37.936759,2.0,37291.478563,20.849543,226063.829787,376.0,16645.925781,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,46313.664062,-1471.400146,2172582542,2172583294,23138.926651,24532.860865,45762.197466,33168.557808,
148864,1769130547.9405787,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,9367.646554,7275.198414,9367.647357,243809.053153,183811.283221,1.015351,-41.948264,3.5,21299.496634,26.969209,53191.489362,376.0,7436.350098,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5585.62207,11018.042969,2173300635,2173301387,-12609.961646,2840.709566,31166.202856,3342.932071,
148960,1769130549.292076,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-9014.123498,-42.776259,-9014.124083,346999.016141,270506.730535,1.061729,-0.855899,0.5,19868.256077,22.884601,366666.666667,360.0,2045.525757,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-12750.775391,-2659.21875,2174929697,2174930417,-19175.029285,-11394.734327,49278.977844,-34775.476927,
148977,1769130549.7760162,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,14085.149081,10720.943482,14085.147533,243134.022669,189131.016101,0.964004,56.875507,3.0,35860.673121,22.997785,316489.361702,376.0,7429.158203,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,49728.207031,17990.761719,2175306617,2175307369,3411.025385,11950.995733,24175.508605,23846.372687,
148978,1769130549.8222637,37,0,c0:8b:4d:ac:4e:a9,8E89BED6,APPLE,a94eac4d8bc01eff4c0012192017ecc5f6a44219fe38af72391ad8a8b95c73ddbc0c0603a9,14527.262256,10733.513865,14527.261841,241451.073122,206257.141007,0.963814,57.190425,3.0,35806.922238,23.044623,316489.361702,376.0,7683.598145,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,49728.207031,17988.955078,2175306618,2175307370,6767.168429,22513.757003,16964.935551,13776.076882,
148988,1769130550.2028356,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-9486.186056,19795.090818,-9486.186366,260153.661563,193659.921969,0.990683,51.503742,2.5,2682.323064,22.449306,268617.021277,376.0,-1303.853394,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-22198.794922,-12594.071289,2175594487,2175595239,15060.401035,-17845.24967,-42313.064813,12792.126437,
148989,1769130550.2749574,37,0,f7:09:25:31:d7:7f,8E89BED6,APPLE,7fd7312509f71eff4c00121920b52d3e0bda19b8be0cb8959167cb921996fe2d963d21017f,-10023.755036,19915.612155,-10023.756156,260058.841252,224893.476485,0.991963,50.828559,2.5,2618.44898,22.417213,268617.021277,376.0,-1248.233032,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-22198.794922,-12550.702148,2175594488,2175595240,32302.74087,-37240.684165,-38635.374955,6456.591494,
148990,1769130550.3216968,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,4451.552759,2034.946887,4451.553364,358864.986,259668.816899,0.99978,-45.067561,3.0,19866.229307,24.084834,242021.276596,376.0,-2524.457764,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1633.590576,-14842.267578,2175603865,2175604617,28870.690562,-45270.674652,11432.848961,10842.618622,
148991,1769130550.3631747,37,0,db:95:0f:6b:22:cb,8E89BED6,APPLE,cb226b0f95db1eff4c00121920e92545efc96b437f3bf5e55d03b83f8507cf2109f5ac03cb,4001.071536,1943.332409,4001.071645,358537.271334,291294.393578,1.001334,-44.587562,3.0,19774.565924,24.084752,242021.276596,376.0,-2378.190674,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1633.590576,-14833.388672,2175603866,2175604618,15304.611439,-39651.151344,34034.382356,-3613.496426,
149006,1769130550.5100017,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,20295.009958,4996.137539,20295.0082,350203.266762,255092.864855,1.051135,11.20717,4.0,28105.301579,22.762532,239361.702128,376.0,7794.687988,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,63608.324219,19578.083984,2175859600,2175860352,-87.948096,33117.13394,25181.432589,37395.505904,
149007,1769130550.5539932,37,0,c1:74:7d:14:59:eb,8E89BED6,APPLE,eb59147d74c11eff4c00121920f8893d8c62eca4720926c09faaf0032ad22359acb33c03eb,19807.40087,5128.263448,19807.399309,348972.199983,262095.913194,1.049448,12.050596,4.0,28016.81272,22.710855,257978.723404,376.0,7467.533691,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,62544.738281,19518.998047,2175859601,2175860353,7058.542889,25574.039868,20605.366066,40343.071543,
149018,1769130550.8300536,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,56403.090924,6788.856905,56403.091696,382246.981884,279875.585494,0.986185,-66.693568,2.5,61069.702917,21.297901,470744.680851,376.0,19761.199219,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,68070.09375,18487.892578,2176114459,2176115211,72787.818792,-29126.8172,67561.813135,98776.377593,
149019,1769130550.9327924,37,0,c3:25:d0:59:1e:50,8E89BED6,APPLE,501e59d025c31eff4c001219104bfc148c626a4ea13fe51467678ff4221427c5a84ef00050,56623.098604,6527.02011,56623.099862,381421.008029,289697.86191,0.984572,-68.934441,2.5,60963.330097,21.32678,470744.680851,376.0,19551.542969,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,68070.09375,18684.865234,2176114460,2176115212,73431.860935,-28955.677856,86805.395035,79159.815056,
149023,1769130551.0351667,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,831.840748,236.807721,831.840606,350977.02732,240932.350205,0.944404,62.255289,2.5,32483.25607,24.200587,164893.617021,376.0,-4447.085938,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2995.156494,16340.3125,2176147899,2176148651,-2224.009474,-37775.072898,2348.759906,72147.34268,
149024,1769130551.0780754,37,0,f7:e9:76:e8:37:c6,8E89BED6,APPLE,c637e876e9f71eff4c00121910c239799eb60c37771c90306e538fbdc45ff9f91dc27a02c6,1236.027982,140.481511,1236.028226,350993.515397,270282.457166,0.945356,61.774779,2.5,32353.546626,24.158438,164893.617021,376.0,-4292.715332,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-532.359009,16237.078125,2176147900,2176148652,23525.351646,-56144.751986,-10492.25649,61333.566315,
149042,1769130551.600367,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32271.709147,15194.050508,32271.708396,360087.73025,251834.577836,0.9316,-83.666072,2.5,37599.995073,20.986729,226063.829787,376.0,16540.416016,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,50826.40625,14459.881836,2176589006,2176589758,20701.250244,5412.237941,50310.721704,52458.327332,
149043,1769130551.6432931,37,0,fb:50:ed:b6:ca:8e,8E89BED6,APPLE,8ecab6ed50fb1eff4c00121910daa9ce4b52c60e45ef0160fb4614d10bdf1c852987c2038e,32808.815182,15204.346584,32808.813754,360131.258839,278222.14059,0.929815,-83.781621,2.5,37461.627102,21.056444,226063.829787,376.0,16632.660156,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,50826.40625,14533.793945,2176589007,2176589759,24202.201846,31657.349868,48401.740067,25634.912466,
149089,1769130552.4255457,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,8595.319855,7869.281547,8595.319881,327736.636208,252225.279721,0.965178,-51.836385,61.0,20719.638093,26.737057,53191.489362,376.0,6411.079102,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,21301.574219,12314.293945,2177309605,2177310357,-14885.924796,-12729.105396,49652.450539,-812.749169,
149090,1769130552.4790504,37,0,e6:3e:fd:f1:0b:c9,8E89BED6,APPLE,c90bf1fd3ee61eff4c001219209540803aa61a89c2187947ac1ac75643370ae241191800c9,9161.171457,8102.889884,9161.171885,326563.655394,260341.072039,0.965802,-51.819435,61.0,20619.592025,26.765544,53191.489362,376.0,6914.568848,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,21301.574219,12279.335938,2177309606,2177310358,-15568.536668,10818.560176,24776.128769,8636.987933,
149186,1769130554.0542786,37,0,54:98:d5:fa:52:af,8E89BED6,GOOGLE,af52fad598540201061916aafe403e99e872706b40f0908d732c674352783d7c0ce4cc,-6748.650249,-590.9746,-6748.649347,357506.351875,278584.837581,0.968231,58.749522,1.0,21984.943029,23.050169,366666.666667,360.0,2188.64917,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-26862.677734,-6739.180176,2178947008,2178947728,-6865.704754,-25705.943526,52141.253434,-31648.714446,
