timestamp,mobile_timestamp,source_file,mobile_lat,mobile_lon,mobile_accuracy_m,AdvA,payload,CFO_Hz,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,CFO_from_transitions_Hz,nprod_00,nprod_11,nprod_10,nprod_01,nprod_total,crc_ok,is_tag_ecosystem,pdu_type,pdu_type_name,length,channel,phase,polarity,slip,window_start,window_end,aa_pos,aa_corr,pre_corr,cfo_window,eco
17.730151653289795,1769642019.610488,stroll.csv,42.3469396,-71.0800118,22.74,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-40781.035440232525,151657.59014351826,-211244.2383225332,127025.3945793012,-186390.41529571844,-37838.0809511715,503,540,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,15794757,15795391,55,32,8,pre_aa_hdr_payload,APPLE
23.42875862121582,1769642025.309095,stroll.csv,42.3469122,-71.0799737,20.1,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-37107.96247033695,132513.9496142663,-186949.30937770763,124903.18712728668,-180050.007963931,-31179.136422396703,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,16493944,16494579,56,32,8,pre_aa_hdr_payload,APPLE
23.778706789016724,1769642025.659043,stroll.csv,42.3469122,-71.0799737,20.1,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-13292.911514554184,169255.32417097923,-187582.02851702724,131272.9726225922,-188368.23098024217,-17862.468139897854,509,474,468,468,1919,1,1,0,ADV_IND,34,37,1,-1,0,16554034,16554668,56,32,8,pre_aa_hdr_payload,GOOGLE
27.58927631378174,1769642029.4696126,stroll.csv,42.3469737,-71.0799184,12.23,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-41780.12491996337,117373.22920798008,-162429.49488398666,108294.823315185,-170610.40091902955,-40402.00147232318,503,624,468,468,2063,1,1,2,ADV_NONCONN_IND,37,37,2,-1,0,16982636,16983270,56,32,8,pre_aa_hdr_payload,APPLE
31.02016806602478,1769642032.9005044,stroll.csv,42.3469737,-71.0799184,12.23,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-14887.807823562,87118.1990591491,-151946.49005743334,113067.39375991166,-127693.16989055734,-19890.254677531702,527,516,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,17405278,17405913,55,32,8,pre_aa_hdr_payload,APPLE
31.436076641082764,1769642033.316413,stroll.csv,42.3469737,-71.0799184,12.23,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-33021.8764984483,174814.83370035162,-225910.07480294752,116866.49531252624,-176029.61865377202,-30300.624267399464,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,3,-1,0,17469348,17469982,55,30,8,pre_aa_hdr_payload,APPLE
32.931013107299805,1769642034.8113494,stroll.csv,42.3469737,-71.0799184,12.23,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-19288.4631384932,143501.49006832158,-201687.07289484667,132851.41843636543,-174769.33474018206,-19741.01012120934,539,504,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,1,-1,0,17645708,17646342,56,32,8,pre_aa_hdr_payload,APPLE
33.63587760925293,1769642035.516214,stroll.csv,42.3469813,-71.0799192,11.564,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-35050.00868337751,127236.95566656112,-178905.81071208412,119958.95255873485,-177408.16009874796,-30082.29363717188,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,17777942,17778577,56,32,8,pre_aa_hdr_payload,APPLE
35.05736780166626,1769642036.937704,stroll.csv,42.3469813,-71.0799192,11.564,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-17566.49951965386,146923.99051009942,-178651.4559155615,127547.25060775604,-164441.27552982865,-17891.761745847787,509,552,498,504,2063,1,1,2,ADV_NONCONN_IND,37,37,1,-1,0,17967143,17967778,56,32,8,pre_aa_hdr_payload,APPLE
37.0477786064148,1769642038.928115,stroll.csv,42.3469813,-71.0799192,11.564,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-20912.07025444189,119867.63483541957,-189791.3820402793,133414.69711220844,-157940.13055747768,-19909.15736363377,539,504,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,18285966,18286601,56,31,8,pre_aa_hdr_payload,APPLE
37.451674699783325,1769642039.332011,stroll.csv,42.3469813,-71.0799192,11.564,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-39075.92495745642,99347.25152197598,-140012.94336319118,92234.31643848176,-156926.7936978143,-29201.50910519745,491,564,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,18414536,18415170,56,32,8,pre_aa_hdr_payload,APPLE
38.72309231758118,1769642040.6034286,stroll.csv,42.3469813,-71.0799192,11.564,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-12279.217169365273,111118.14551438556,-173324.93090284575,130349.22828770612,-153542.0838091162,-15856.766709032912,545,498,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,2,-1,0,18610361,18610996,56,32,8,pre_aa_hdr_payload,APPLE
40.123018980026245,1769642042.0033553,stroll.csv,42.3469635,-71.0799083,20.994,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-10935.63802698367,139626.44207718907,-142481.99233707177,117231.39299869211,-175161.78895841687,-12938.577710393873,503,480,468,468,1919,1,1,0,ADV_IND,34,37,5,-1,0,18850902,18851537,55,32,8,pre_aa_hdr_payload,GOOGLE
41.52885246276856,1769642043.4091887,stroll.csv,42.3469635,-71.0799083,20.994,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-34840.24361295957,153576.10444513804,-202166.6048526708,125441.495254103,-183144.0373671424,-29720.946095861585,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,19111478,19112112,55,32,8,pre_aa_hdr_payload,APPLE
42.94185256958008,1769642044.8221889,stroll.csv,42.3469635,-71.0799083,20.994,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-19187.579109866834,128603.07485261896,-192811.7899888179,136959.71222516615,-168399.24361420263,-19289.6510079704,545,498,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,19370933,19371568,56,32,7,pre_aa_hdr_payload,APPLE
43.71689200401306,1769642045.5972283,stroll.csv,42.3469635,-71.0799083,20.994,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-39665.01454469194,149206.2410203124,-204253.06499892595,125880.97606163008,-184341.9917221996,-37068.61167273586,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,19468455,19469090,56,32,8,pre_aa_hdr_payload,APPLE
45.568387031555176,1769642047.4487233,stroll.csv,42.3469635,-71.0799083,20.994,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-38774.68159809575,138061.66012832662,-191347.3222086743,123175.0897019869,-183407.8009091792,-33777.27227404226,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,19842501,19843135,55,32,8,pre_aa_hdr_payload,APPLE
46.441550731658936,1769642048.321887,stroll.csv,42.3469635,-71.0799083,20.994,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-5826.271432669929,169479.3881143354,-187406.2687960528,132861.0149405291,-181897.52880290712,-14159.307372934887,503,468,474,474,1919,1,1,0,ADV_IND,34,37,4,-1,0,19933470,19934105,55,32,8,pre_aa_hdr_payload,GOOGLE
46.947481870651245,1769642048.8278182,stroll.csv,42.3469635,-71.0799083,20.994,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-17856.046180043362,131682.6727674541,-203413.28297770687,135281.48188571798,-163915.37617246123,-20120.571775870063,533,498,516,516,2063,1,1,2,ADV_NONCONN_IND,37,37,1,-1,0,20017730,20018364,56,32,8,pre_aa_hdr_payload,APPLE
47.4469838142395,1769642049.32732,stroll.csv,42.3469542,-71.0799125,11.947,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-33814.26737811191,143124.22415569748,-189564.702721238,123760.76387408738,-178446.97087869231,-26675.281979825773,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,1,-1,0,20100070,20100704,56,32,8,pre_aa_hdr_payload,APPLE
48.050257205963135,1769642049.9305935,stroll.csv,42.3469542,-71.0799125,11.947,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-13785.754131286489,171563.30994838293,-194328.46110705665,136442.85938692087,-183036.9041404721,-18393.38132012457,491,468,480,480,1919,1,1,0,ADV_IND,34,37,1,-1,0,20174039,20174673,56,32,8,pre_aa_hdr_payload,GOOGLE
48.8820960521698,1769642050.7624323,stroll.csv,42.3469542,-71.0799125,11.947,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-18041.87001442846,172768.5009173377,-228743.9228622001,120642.43149543444,-169096.21391777613,-18428.213433285327,545,498,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,20288765,20289400,56,32,8,pre_aa_hdr_payload,APPLE
50.30564308166504,1769642052.1859794,stroll.csv,42.3469542,-71.0799125,11.947,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-16547.39438397372,129123.0997308428,-141289.20161251788,109447.49615750225,-182049.6369416664,-22881.30247459852,503,468,474,474,1919,1,1,0,ADV_IND,34,37,0,-1,0,20468635,20469269,56,30,8,pre_aa_hdr_payload,GOOGLE
53.09486961364746,1769642054.975206,stroll.csv,42.3469542,-71.0799125,11.947,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-18122.807756214388,156844.09750665547,-215949.9943487016,134422.30752079663,-171347.80799945406,-17025.23649751252,527,504,516,516,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,20907530,20908165,55,32,8,pre_aa_hdr_payload,APPLE
54.72145462036133,1769642056.601791,stroll.csv,42.3469659,-71.0798999,11.096,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-15561.33918192852,174700.80558768546,-187783.61746045933,119788.67576953284,-181269.6274279841,-22696.57291070373,497,474,474,474,1919,1,1,0,ADV_IND,34,37,0,-1,0,21194654,21195288,56,32,8,pre_aa_hdr_payload,GOOGLE
55.1560378074646,1769642057.036374,stroll.csv,42.3469659,-71.0798999,11.096,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-14769.903461533084,150814.7463368321,-206308.25175471988,132398.33634804533,-168694.93167817252,-12963.100899981904,545,498,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,21290544,21291179,56,32,8,pre_aa_hdr_payload,APPLE
57.7968270778656,1769642059.6771634,stroll.csv,42.3469659,-71.0798999,11.096,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-35128.28193990511,150907.51728157763,-193466.9600672417,124133.8780948736,-181205.7772943844,-21398.18826424648,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,1,-1,0,21696592,21697227,56,32,8,pre_aa_hdr_payload,APPLE
59.01854968070984,1769642060.898886,stroll.csv,42.3469659,-71.0798999,11.096,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-23058.724008599384,133707.01297179156,-199450.6036532762,134587.88894511145,-174111.19902268774,-22053.997002716496,557,498,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,21927774,21928409,56,32,8,pre_aa_hdr_payload,APPLE
61.24231243133545,1769642063.1226487,stroll.csv,42.3469324,-71.0799015,14.002,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-18095.41051560414,133457.3337012317,-192419.20577251184,133912.5535252033,-169042.3139053714,-19841.03740943619,539,504,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,22232286,22232920,56,32,8,pre_aa_hdr_payload,APPLE
61.60370135307312,1769642063.4840376,stroll.csv,42.3469324,-71.0799015,14.002,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-25865.474637040475,160393.19657585962,-188994.96245569497,135049.42909716498,-181906.25928277223,5464.836020777724,503,564,498,498,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,22311786,22312420,56,32,8,pre_aa_hdr_payload,APPLE
62.33021402359009,1769642064.2105503,stroll.csv,42.3469324,-71.0799015,14.002,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-9408.196950911191,168099.74579766358,-179824.4667370304,124664.34980010812,-183028.84760401372,-16917.373550310807,503,468,474,474,1919,1,1,0,ADV_IND,34,37,2,-1,0,22458331,22458966,56,32,8,pre_aa_hdr_payload,GOOGLE
63.59313631057739,1769642065.4734726,stroll.csv,42.3469324,-71.0799015,14.002,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-32291.57986469157,152887.54176985726,-196791.3896758107,121916.26438364047,-166415.6115963431,-18492.32230653928,509,546,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,22581235,22581869,56,32,8,pre_aa_hdr_payload,APPLE
66.82377362251282,1769642068.70411,stroll.csv,42.3469324,-71.0799015,14.002,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-20281.58153877662,128411.16579048004,-193500.74402785127,133503.05218164195,-163708.20860040188,-19027.473280312694,539,504,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,23067726,23068360,55,32,8,pre_aa_hdr_payload,APPLE
68.58309721946716,1769642070.4634335,stroll.csv,42.3469269,-71.0799619,28.26,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-15656.869338306828,178127.50595357537,-205308.6206955223,127367.38252020022,-179795.22210359373,-22046.215681714933,503,468,474,474,1919,1,1,0,ADV_IND,34,37,4,-1,0,23306111,23306746,55,32,8,pre_aa_hdr_payload,GOOGLE
69.80493021011353,1769642071.6852665,stroll.csv,42.3469269,-71.0799619,28.26,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-36927.23281871545,146970.83105135767,-196555.53691743783,125375.41664959311,-185304.6528188598,-28916.487790868152,497,546,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,23478300,23478934,55,32,8,pre_aa_hdr_payload,APPLE
71.71648859977722,1769642073.596825,stroll.csv,42.3469269,-71.0799619,28.26,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-42096.68995890702,115678.50055175518,-169009.8943280242,114248.35020307626,-173051.2028815129,-30914.726370998746,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,23685067,23685702,56,32,8,pre_aa_hdr_payload,APPLE
72.98594498634338,1769642074.8662813,stroll.csv,42.3469269,-71.0799619,28.26,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-15646.50843935502,108908.45116722792,-164133.99604702115,127190.83613493905,-135334.19662139358,-15167.17219215726,503,540,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,1,-1,0,23840947,23841581,56,32,8,pre_aa_hdr_payload,APPLE
73.5146131515503,1769642075.3949494,stroll.csv,42.3469269,-71.0799619,28.26,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-44215.02688708808,149353.2668639657,-199985.08852046635,128910.41799631226,-184516.71983113216,-31884.477626180866,503,564,498,498,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,23902005,23902640,55,32,8,pre_aa_hdr_payload,APPLE
75.53390526771545,1769642077.4142416,stroll.csv,42.3469097,-71.0799549,33.917,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-33269.14713372423,171785.6871896015,-226101.82601895835,122544.60128627536,-182274.26968604827,-27288.491100547435,509,546,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,24163196,24163831,56,32,8,pre_aa_hdr_payload,APPLE
76.49162721633911,1769642078.3719635,stroll.csv,42.3469097,-71.0799549,33.917,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-15163.622957787047,133937.4153408137,-150632.8234149376,92499.00621604377,-161722.6793686495,-21770.887418726543,503,468,474,474,1919,1,1,0,ADV_IND,34,37,0,-1,0,24307337,24307971,56,32,8,pre_aa_hdr_payload,GOOGLE
79.06780457496643,1769642080.9481409,stroll.csv,42.3469097,-71.0799549,33.917,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-19726.399216213773,115235.2159802994,-180548.7984819945,125572.8605140583,-156281.86309390282,-18965.766677550226,545,498,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,24675253,24675888,56,32,7,pre_aa_hdr_payload,APPLE
80.84474539756775,1769642082.7250817,stroll.csv,42.3469097,-71.0799549,33.917,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-19940.42959747917,139663.44697019548,-126165.8745753881,106096.2273672604,-170653.25114496727,-24310.54129596597,461,588,432,438,1919,1,1,0,ADV_IND,34,37,1,-1,0,25010918,25011552,56,32,8,pre_aa_hdr_payload,GOOGLE
81.20748281478882,1769642083.087819,stroll.csv,42.3469097,-71.0799549,33.917,e7:ce:6a:33:01:78,7801336acee71eff4c00121900ae541886d92eb52d49bd8e67963f07fbfa075021608c0300,-23444.24727783705,138163.83526403463,-200371.3097360204,133111.99434569175,-175288.16034266326,-20550.192532028104,539,504,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,25073413,25074048,55,32,8,pre_aa_hdr_payload,APPLE
81.8891339302063,1769642083.7694702,stroll.csv,42.3469442,-71.0799474,14.046,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-32846.4331286611,135841.93692195055,-179801.742806083,126514.2632987704,-172335.23630267178,-13866.948944149244,503,540,510,510,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,25178478,25179113,55,32,8,pre_aa_hdr_payload,APPLE
82.78368020057678,1769642084.6640165,stroll.csv,42.3469442,-71.0799474,14.046,ef:aa:11:f2:b3:7e,7eb3f211aaef1eff4c001219004bb86b54e87f385607e9d8a321a918e43a23375464e20000,-31781.055239979883,143464.69418840163,-202940.2054501419,129613.14725197513,-180709.8857449141,-26969.14837214537,551,552,480,480,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,25331790,25332424,55,32,8,pre_aa_hdr_payload,APPLE
83.88222098350525,1769642085.7625573,stroll.csv,42.3469442,-71.0799474,14.046,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-35582.998227189855,153763.62069157313,-214678.80436381223,127249.48688159672,-188446.68708149955,-40933.9494293328,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,25521059,25521694,56,32,8,pre_aa_hdr_payload,APPLE
85.724529504776,1769642087.6048658,stroll.csv,42.3469442,-71.0799474,14.046,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-41488.21615248236,151797.51140016835,-206633.6799927528,125391.29962596735,-188267.70034083296,-36262.64470138672,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,2,-1,0,25878724,25879359,56,32,8,pre_aa_hdr_payload,APPLE
86.79560375213623,1769642088.67594,stroll.csv,42.3469442,-71.0799474,14.046,6d:e4:9c:49:d5:66,66d5499ce46d0201021816aafe404c24d1bc36d0e7f1984261830bdd21a841d73303,-17551.889318110483,156013.32778270397,-170257.5403604524,129774.91564416712,-190076.27619393152,-18972.66484814066,503,480,468,468,1919,1,1,0,ADV_IND,34,37,0,-1,0,26076777,26077412,56,32,8,pre_aa_hdr_payload,GOOGLE
87.22091174125671,1769642089.101248,stroll.csv,42.3469442,-71.0799474,14.046,ef:aa:11:f2:b3:7e,7eb3f211aaef1eff4c001219004bb86b54e87f385607e9d8a321a918e43a23375464e20000,-25644.78660001944,165025.2577838972,-219157.00405495672,122416.5312852923,-180282.75431602565,-25713.03415041175,551,552,480,480,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,26088963,26089597,55,32,8,pre_aa_hdr_payload,APPLE
87.93407678604126,1769642089.814413,stroll.csv,42.3469442,-71.0799474,14.046,e3:20:45:1e:0f:a6,a60f1e4520e31eff4c00121900332c996dc0837d2a21ec853d7ad3c552da93fada59410300,-46134.47368668661,127096.43854366888,-193798.10424733072,114619.55345072852,-184516.0715143985,-47358.32264573821,503,552,504,504,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,26224289,26224923,56,32,8,pre_aa_hdr_payload,APPLE
