timestamp,mobile_timestamp,mobile_lat,mobile_lon,mobile_accuracy_m,AdvA,payload,CFO_Hz,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,CFO_from_transitions_Hz,nprod_00,nprod_11,nprod_10,nprod_01,nprod_total,crc_ok,is_tag_ecosystem,pdu_type,pdu_type_name,length,channel,phase,polarity,slip,window_start,window_end,aa_pos,aa_corr,pre_corr,cfo_window
0.01264190673828125,1769650743.1616418,42.3694986,-71.0196953,13.767,76:67:6D:06:61:93,9361066d67760201021816aafe4045034cdc754353b915a7fee8d149447e60a6cd3e,-4437.2999913612675,137124.1244075696,-139324.85135831102,117222.93738926054,-190225.97353285734,-16148.236176599028,587,546,390,396,1919,1,1,0,ADV_IND,34,37,5,-1,0,16917,17551,55,32,8,pre_aa_hdr_payload
1.3980023860931396,1769650744.5470023,42.3694986,-71.0196953,13.767,C5:7A:70:BC:3F:A6,a63fbc707ac50201060303edfe0d16edfe020086bde7f72770df96,-75108.68758477535,142773.4880853146,-223854.9243236453,103823.65504857078,-191350.9554427094,-51009.823946909826,311,444,414,414,1583,1,1,0,ADV_IND,27,37,5,-1,0,205945,206580,55,32,8,pre_aa_hdr_payload
2.0081520080566406,1769650745.157152,42.3694986,-71.0196953,13.767,76:67:6D:06:61:93,9361066d67760201021816aafe4045034cdc754353b915a7fee8d149447e60a6cd3e,2952.265007481477,158194.36693125605,-184605.84148093822,127196.90114615545,-182621.48083638083,-13146.564464717852,599,492,414,414,1919,1,1,0,ADV_IND,34,37,1,-1,0,298564,299198,56,32,8,pre_aa_hdr_payload
2.846492052078247,1769650745.995492,42.3694986,-71.0196953,13.767,E1:AC:1B:D1:6B:A4,a46bd11bace11eff4c001219ff124a3707096ba151e7f4761de59f172ddbe718a10fd601ff,-71499.8006062231,127983.66736104379,-219823.82220739446,98379.46660100587,-180074.39220318905,-58137.1382172134,407,594,528,534,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,440846,441481,55,32,8,pre_aa_hdr_payload
3.3605809211730957,1769650746.5095809,42.3694986,-71.0196953,13.767,C5:7A:70:BC:3F:A6,a63fbc707ac50201060303edfe0d16edfe020086bde7f72770df96,-80488.72799513042,118937.36863234316,-213604.28123434455,100227.08803008111,-192416.63985926562,-62762.802715377264,311,456,408,408,1583,1,1,0,ADV_IND,27,37,0,-1,0,475586,476221,56,32,8,pre_aa_hdr_payload
3.8585171699523926,1769650747.007517,42.3694986,-71.0196953,13.767,D2:92:63:5A:1B:B7,b71b5a6392d20201060303edfe0d16edfe0200dbe8d5e99a71e7c1,-4423.8139251204775,192562.69695099018,-203068.66026343626,138470.46946229012,-171680.54754345035,-6564.6223347363575,407,348,414,414,1583,1,1,0,ADV_IND,27,37,1,-1,0,527595,528230,56,32,8,pre_aa_hdr_payload
5.1971025466918945,1769650748.3461025,42.3694986,-71.0196953,13.767,C3:80:5C:95:6C:85,856c955c80c30201060303edfe0d16edfe02004019795ea54b4b88,-33177.92141948556,165243.5839767139,-202897.3324037543,131176.82140039816,-181923.21161352645,-18566.170542038613,347,384,426,426,1583,1,1,0,ADV_IND,27,37,0,-1,0,762626,763260,56,32,8,pre_aa_hdr_payload
5.7410547733306885,1769650748.8900547,42.3694986,-71.0196953,13.767,D2:92:63:5A:1B:B7,b71b5a6392d20201060303edfe0d16edfe0200dbe8d5e99a71e7c1,7050.404529045538,150145.2345496748,-146435.16010293696,128194.3482849537,-151861.9169366068,2934.069291230895,407,360,408,408,1583,1,1,0,ADV_IND,27,37,5,-1,0,805248,805883,55,29,8,pre_aa_hdr_payload
6.797161817550659,1769650749.9461617,42.3694986,-71.0196953,13.767,CE:2F:45:5C:51:A4,a4515c452fce1eff4c001219ff5f35b49a6fe665e047abda10c261ec2494e77a54541801ff,-71162.62404847196,125149.50751909993,-215059.4195237159,108225.19519189563,-190225.69442803453,-52644.645413695725,491,630,468,474,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,975443,976078,55,32,8,pre_aa_hdr_payload
7.86840033531189,1769650751.0174003,42.3694986,-71.0196953,13.767,76:67:6D:06:61:93,9361066d67760201021816aafe4045034cdc754353b915a7fee8d149447e60a6cd3e,-5746.095861733933,141612.60667298795,-169229.29582399072,132308.75056046838,-188044.22879361946,-15805.123849021815,599,492,414,414,1919,1,1,0,ADV_IND,34,37,0,-1,0,1110868,1111502,56,32,8,pre_aa_hdr_payload
8.840760469436646,1769650751.9897604,42.3694986,-71.0196953,13.767,C8:38:B7:B8:14:4C,4c14b8b738c81eff4c001219ff37bc9b899845d57552d37d05e784b256a0afdb8b28f203ff,-46529.54321252074,142235.6653097168,-221362.34014332131,95925.33187145823,-177211.9261794967,-41459.777777734285,491,522,522,528,2063,1,1,2,ADV_NONCONN_IND,37,37,5,-1,0,1230327,1230961,55,32,8,pre_aa_hdr_payload
9.881061792373657,1769650753.0300617,42.3694986,-71.0196953,13.767,D2:92:63:5A:1B:B7,b71b5a6392d20201060303edfe0d16edfe0200dbe8d5e99a71e7c1,1615.1483090683982,150443.37963705373,-165163.31541448756,137069.5747722313,-171883.3446865511,-10856.378489733004,407,348,414,414,1583,1,1,0,ADV_IND,27,37,2,-1,0,1312071,1312706,56,32,8,pre_aa_hdr_payload
9.920907497406006,1769650753.0699074,42.3694986,-71.0196953,13.767,76:67:6D:06:61:93,9361066d67760201021816aafe4045034cdc754353b915a7fee8d149447e60a6cd3e,-2655.187129705823,170299.38167971338,-201137.67985404938,134040.72128561258,-199861.23784075456,-14918.452174910519,599,480,420,420,1919,1,1,0,ADV_IND,34,37,2,-1,0,1365629,1366263,56,32,8,pre_aa_hdr_payload
11.964273691177368,1769650755.1132736,42.3694986,-71.0196953,13.767,76:67:6D:06:61:93,9361066d67760201021816aafe4045034cdc754353b915a7fee8d149447e60a6cd3e,1243.990893134873,178192.41654340972,-216601.19328949662,135317.37371143865,-188486.57123699746,-16624.510535146303,587,492,420,420,1919,1,1,0,ADV_IND,34,37,4,-1,0,1616168,1616803,55,32,8,pre_aa_hdr_payload
13.112163066864014,1769650756.261163,42.3694986,-71.0196953,13.767,C3:16:36:81:6A:CA,ca6a813616c31eff4c001219fff888f4c1bbbf617756dcc9b72078f3461ccf156eed7001ff,-63563.17058223878,148548.16159318638,-218600.6797885369,98199.61911523195,-188363.22280326558,-49620.714765110504,449,576,516,522,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,1728274,1728908,55,32,8,pre_aa_hdr_payload
13.13156771659851,1769650756.2805676,42.3694986,-71.0196953,13.767,C3:80:5C:95:6C:85,856c955c80c30201060303edfe0d16edfe02004019795ea54b4b88,-35501.092875270064,140479.1822386189,-182808.79082084054,132514.74462343156,-174227.73946584022,-21497.676204597516,347,396,420,420,1583,1,1,0,ADV_IND,27,37,2,-1,0,1754355,1754989,56,32,8,pre_aa_hdr_payload
15.413188457489014,1769650758.5621884,42.3694986,-71.0196953,13.767,C3:80:5C:95:6C:85,856c955c80c30201060303edfe0d16edfe02004019795ea54b4b88,-30131.70684855814,137295.9064095747,-191555.756879498,123099.64937764876,-139576.55252985712,-12500.344523140055,347,384,426,426,1583,1,1,0,ADV_IND,27,37,1,-1,0,1987763,1988398,56,32,8,pre_aa_hdr_payload
