pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764713881.914819002,37,0,F4:33:56:44:36:ED,8E89BED6,11980.391271,-6373.168499,11980.391555,319637.192641,241655.568990,1.021435,16.358416,0.000000,-18825.984214,21.246078,406250.000000,192.000000,-21737.830078,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,74175.929688,-6127.126465,61937,62321,82018.405296,-27351.352839,-4240.333245,-47966.199420
1,1764713881.923839331,37,0,F4:33:56:44:36:ED,8E89BED6,11393.768556,-6856.429716,11393.770396,319897.189918,261136.700097,1.018368,20.060667,0.000000,-18303.165067,21.317772,406250.000000,192.000000,-21822.806641,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,74175.929688,-6219.144531,61938,62322,67022.363941,-47015.606711,7913.305842,-12724.573892
3,1764713882.331804752,37,0,F4:33:56:44:36:ED,8E89BED6,12222.956573,-5947.303014,12222.957392,285325.858163,219847.528198,0.965329,79.057594,0.000000,-18013.353257,21.025297,406250.000000,192.000000,-21403.970703,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,39651.203125,6982.310059,4067598,4067982,82975.556490,-35593.428621,283.057798,-40581.737402
4,1764713882.340387106,37,0,F4:33:56:44:36:ED,8E89BED6,12047.124508,-6210.740174,12047.124218,288341.363582,241231.998842,0.964280,81.594850,0.000000,-17476.724100,21.141460,406250.000000,192.000000,-21291.062500,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,39651.203125,7147.742188,4067599,4067983,63222.200601,-59423.013309,8301.027182,10756.274379
5,1764713882.745512247,37,0,F4:33:56:44:36:ED,8E89BED6,11675.961121,-5629.909102,11675.959534,296283.468464,222992.879390,1.029576,-29.874680,0.000000,-18985.191248,21.285380,442708.333333,192.000000,-20779.642578,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,43978.617188,678.934753,8070567,8070951,84503.760970,-29139.339808,-8808.572455,-45885.397389
6,1764713882.754461288,37,0,F4:33:56:44:36:ED,8E89BED6,10869.702548,-6224.536574,10869.703488,296080.155740,230852.341001,1.032824,-28.767518,0.000000,-18465.575029,21.249569,442708.333333,192.000000,-20948.689453,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,43978.617188,594.128052,8070568,8070952,72441.565869,-47174.551566,1687.931644,-17335.533382
7,1764713883.159469843,37,0,F4:33:56:44:36:ED,8E89BED6,12158.926544,-2766.965329,12158.929220,322134.899121,243509.426178,1.043289,28.924343,0.000000,-18487.907290,20.271954,442708.333333,192.000000,-20153.726562,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,2410.606689,12540.874023,12072468,12072852,78495.242615,-38681.181504,3760.271489,-37003.307075
8,1764713883.563520432,37,0,F4:33:56:44:36:ED,8E89BED6,13108.346477,-3975.299550,13108.346736,309511.143095,233028.772827,0.969963,61.180327,0.000000,-17413.977628,20.786019,442708.333333,192.000000,-21450.357422,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,91745.570312,15649.792969,16081057,16081441,84558.810057,-30780.830924,3665.181671,-49309.722375
9,1764713883.572189808,37,0,F4:33:56:44:36:ED,8E89BED6,12707.688372,-4207.665029,12707.687941,309489.914016,254611.752335,0.967744,62.828082,0.000000,-16878.339847,20.829496,442708.333333,192.000000,-21364.552734,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,90922.023438,15890.162109,16081058,16081442,65427.434026,-54415.830362,9089.730632,2420.903391
10,1764713883.992019415,37,0,F4:33:56:44:36:ED,8E89BED6,10255.854879,-5415.768559,10255.855571,294313.900118,232650.492041,1.033289,-10.031270,0.000000,-20042.955508,20.795160,442708.333333,192.000000,-21891.908203,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-5960.343750,5943.261719,20083065,20083449,76186.815928,-42993.246440,1628.977888,-31693.523608
11,1764713884.399893284,37,0,F4:33:56:44:36:ED,8E89BED6,12206.640276,-4727.443949,12206.640277,292240.780972,230708.893209,1.037697,-6.928137,0.000000,-18546.409085,20.614492,442708.333333,192.000000,-19414.003906,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,81838.390625,-781.208374,24091313,24091697,81603.203097,-27709.759260,-1532.982755,-47261.247854
12,1764713884.408669710,37,0,F4:33:56:44:36:ED,8E89BED6,11726.396116,-5162.690788,11726.397725,294185.468760,247891.906923,1.038753,-4.458149,0.000000,-18022.051901,20.533700,442708.333333,192.000000,-19399.683594,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,81838.390625,-835.601868,24091314,24091698,66922.083276,-50356.208915,1134.614559,-407.037939
13,1764713884.815548658,37,0,F4:33:56:44:36:ED,8E89BED6,10842.174486,-5734.402390,10842.174585,323444.778679,240697.003121,0.939769,83.232509,0.000000,-19926.322661,21.165055,442708.333333,192.000000,-21099.335938,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,91825.820312,-2227.543213,28094971,28095355,82387.820014,-31580.965050,-5282.746888,-48040.144357
14,1764713884.824938059,37,0,F4:33:56:44:36:ED,8E89BED6,10210.372180,-6237.602984,10210.374156,323337.345250,261990.875325,0.937272,84.348435,0.000000,-19400.073600,21.180992,442708.333333,192.000000,-21206.113281,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,91377.328125,-2352.897217,28094972,28095356,68536.319339,-51079.703730,5623.663496,-14729.171843
15,1764713885.229912758,37,0,F4:33:56:44:36:ED,8E89BED6,9730.161749,-7143.708296,9730.161700,318919.153171,250294.429875,0.973991,69.256071,0.000000,-19702.735116,21.332629,406250.000000,192.000000,-21748.449219,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,25123.683594,10262.033203,32109755,32110139,73577.258205,-42572.972024,3055.547291,-29972.268366
16,1764713885.635709524,37,0,F4:33:56:44:36:ED,8E89BED6,10781.564492,-4328.399396,10781.564239,284646.040482,213810.562475,0.989827,-49.626198,0.000000,-20585.051258,21.641593,442708.333333,192.000000,-20190.128906,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,62154.625000,10501.850586,36121785,36122169,82543.934186,-31886.602094,-3222.891590,-51364.509731
17,1764713885.644477129,37,0,F4:33:56:44:36:ED,8E89BED6,10011.786192,-4915.628473,10011.785963,285102.772936,212484.054720,0.991519,-48.708686,0.000000,-20058.560392,21.630845,442708.333333,192.000000,-20319.248047,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,62154.625000,10706.329102,36121786,36122170,69044.781903,-47813.644489,5230.638604,-19224.216844
18,1764713886.054434538,37,0,F4:33:56:44:36:ED,8E89BED6,11733.161554,-6577.753353,11733.161511,275133.484850,207388.975271,1.031387,31.440790,0.000000,-18720.076266,21.377563,406250.000000,192.000000,-21281.017578,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,82552.046875,7413.272949,40132607,40132991,84013.471873,-30490.349393,-3240.063378,-50969.305635
19,1764713886.062929153,37,0,F4:33:56:44:36:ED,8E89BED6,11010.450697,-7181.921625,11010.449592,275393.275747,217007.492834,1.028449,32.935557,0.000000,-18196.078388,21.507353,406250.000000,192.000000,-21352.595703,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,82552.046875,7578.373535,40132608,40132992,68715.930408,-47910.761482,8412.680778,-16419.857703
21,1764713886.472864628,37,0,F4:33:56:44:36:ED,8E89BED6,9768.233321,-5117.185093,9768.234673,302866.072870,234596.297468,1.012188,39.832227,0.000000,-20466.965691,20.209777,442708.333333,192.000000,-21988.222656,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,347.564056,12533.993164,44144370,44144754,75370.424553,-39587.216403,1367.912834,-36285.683228
24,1764713886.882540703,37,0,F4:33:56:44:36:ED,8E89BED6,12547.384199,-3849.887094,12547.383275,303165.474018,236617.386301,0.948758,80.096925,0.000000,-17475.043412,21.230118,442708.333333,192.000000,-20998.951172,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,115626.937500,18649.492188,48156618,48157002,82656.441475,-28023.759299,675.763017,-49702.144803
