pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
34,1764395528.248453140,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-23470.700407,914.019989,-23470.700707,347638.548705,267189.039861,1.020415,-11.379049,96.000000,-36200.543656,21.188095,2659.574468,376.000000,11841.326172,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-9465.625000,-23850.843750,138192050,138192802,20739.310715,-32412.242976,-52430.882899,51037.300263
35,1764395532.334127665,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-16278.691324,781.875647,-16278.691471,353959.042604,287306.419108,0.986687,67.379038,27.000000,-34265.234947,19.253883,162234.042553,376.000000,6400.103027,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-64387.746094,-29440.597656,146190817,146191569,17849.747485,-16945.886096,-77573.762794,9581.245579
36,1764395532.377302170,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-15577.435523,787.309874,-15577.433918,353806.745354,305164.159008,0.987317,68.673079,27.000000,-34022.735749,19.320614,162234.042553,376.000000,6754.512207,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-64387.746094,-29273.884766,146190818,146191570,3002.722017,-53690.795605,-65137.291321,23945.336892
37,1764395534.332505941,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-21930.358166,-556.013513,-21930.358936,353895.226311,282816.753619,0.981935,-82.227498,27.500000,-33100.435193,20.927709,2659.574468,376.000000,12296.403320,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-23199.480469,-26509.068359,150203160,150203912,4230.308702,-43146.074919,-74908.595639,59069.799782
38,1764395540.309701204,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22732.508311,-94.382073,-22732.509883,362407.855362,291610.145950,0.983783,62.567989,96.500000,-36314.044486,21.702643,5319.148936,376.000000,12856.971680,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,27317.500000,-15305.542969,162116658,162117410,16737.438595,-23520.483524,-55981.998149,24263.210190
39,1764395540.350644588,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-22077.355388,-93.038960,-22077.356865,361340.113690,275213.179494,0.983573,61.831868,96.500000,-36000.494575,21.706177,5319.148936,376.000000,13308.167969,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,36741.175781,-15291.983398,162116659,162117411,10044.416767,-65187.814968,-35596.331807,32314.902269
40,1764395542.414646387,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-20302.608974,1203.399848,-20302.611439,350369.486190,280490.620064,0.997377,58.372026,66.500000,-33643.389586,20.899053,13297.872340,376.000000,14589.652344,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-19257.486328,-34005.304688,166133738,166134490,13231.464751,-23820.797031,-41469.991905,35019.221724
41,1764395546.434241772,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-21185.988079,417.094236,-21185.988104,344829.439152,276974.536203,0.984953,72.804706,96.000000,-35126.736844,21.309372,2659.574468,376.000000,11358.466797,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-14802.583008,-21376.869141,174058389,174059141,15839.636961,-22908.445040,-65107.365794,42287.207200
42,1764395548.386922598,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-21889.089284,-997.812842,-21889.089395,329728.261075,264024.740774,1.027438,-1.476525,100.000000,-33202.779040,20.633185,143617.021277,376.000000,9781.216797,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-12284.324219,-22896.962891,178058166,178058918,20205.174771,-32785.754613,-74625.187573,51542.765446
43,1764395550.356652021,37,0,DC:E0:AD:45:8A:C7,8E89BED6,-14721.599551,-569.324506,-14721.597534,359269.486623,288150.474766,1.022616,3.096173,27.000000,-34213.178880,19.352213,146276.595745,376.000000,11667.795898,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-60222.308594,-31963.574219,182067814,182068566,26165.489075,-8831.599184,-73929.598740,15932.879605
