pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end
67,1763953292.381023884,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-10229.799480,-10229.799480,-10229.799480,246745.873055,246745.873055,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-10229.799805,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2303.606201,-987.215454,149231283,149231667
68,1763953292.840357065,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9782.471061,-9782.471061,-9782.471061,271620.318184,271620.318184,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9782.470703,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,65261.339844,-6328.681641,153232623,153233007
69,1763953292.840635300,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-10441.425197,-10441.425197,-10441.425197,272615.291171,272615.291171,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-10441.424805,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61319.750000,-6136.856934,153232624,153233008
70,1763953293.287787199,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9296.888133,-9296.888133,-9296.888133,241812.051857,241812.051857,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9296.887695,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,30319.001953,-8990.914062,157237164,157237548
71,1763953293.288040161,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9733.096060,-9733.096060,-9733.096060,241751.568985,241751.568985,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9733.095703,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,26955.851562,-8915.101562,157237165,157237549
72,1763953293.748320341,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9954.717685,-9954.717685,-9954.717685,250517.705980,250517.705980,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9954.717773,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-10514.375000,-10670.047852,161249004,161249388
73,1763953294.193300962,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9943.989231,-9943.989231,-9943.989231,235512.195355,235512.195355,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9943.989258,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,2945.046875,-10179.795898,165259000,165259384
74,1763953294.193495274,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-10291.127212,-10291.127212,-10291.127212,236436.831209,236436.831209,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-10291.126953,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,2945.046875,-10095.740234,165259001,165259385
75,1763953294.648971796,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-8607.660490,-8607.660490,-8607.660490,239871.883616,239871.883616,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-8607.660156,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,56049.078125,-4736.476074,169267920,169268304
76,1763953294.649228811,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9220.635560,-9220.635560,-9220.635560,239775.624800,239775.624800,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9220.635742,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,56007.765625,-4536.995117,169267921,169268305
77,1763953295.077693701,37,0,FE:EB:63:B2:F1:A7,8E89BED6,-9642.593380,-9642.593380,-9642.593380,227372.274453,227372.274453,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-9642.593750,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,31711.685547,-5495.500000,173273918,173274302
