pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end
52,1763945741.596235991,37,0,D4:B9:4D:DA:91:01,8E89BED6,17680.023659,17680.023659,17680.023659,351416.915959,351416.915959,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,17680.023438,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61745.222656,14025.037109,8392660,8393412
53,1763945741.600339890,37,0,FA:39:B2:6A:89:4F,8E89BED6,6488.877624,6488.877624,6488.877624,199118.068863,199118.068863,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,6488.877441,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-25116.222656,834.262207,8441965,8442349
54,1763945741.600528240,37,0,FA:39:B2:6A:89:4F,8E89BED6,5724.370849,5724.370849,5724.370849,199094.359551,199094.359551,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,5724.370605,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-25116.222656,810.931885,8441966,8442350
55,1763945741.665050268,37,0,FC:D8:16:AD:AF:F2,8E89BED6,-12502.772826,-12502.772826,-12502.772826,206852.840729,206852.840729,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-12502.772461,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-35532.992188,-15573.159180,8968343,8968727
56,1763945741.665322781,37,0,FC:D8:16:AD:AF:F2,8E89BED6,-13627.605438,-13627.605438,-13627.605438,206464.852836,206464.852836,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-13627.605469,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-35789.187500,-15570.006836,8968344,8968728
57,1763945741.684175730,37,0,C7:51:E6:62:48:91,8E89BED6,15315.571220,15315.571220,15315.571220,339978.189335,339978.189335,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,15315.571289,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-82884.039062,153.982727,9017550,9017934
58,1763945741.684470415,37,0,C7:51:E6:62:48:91,8E89BED6,14633.762452,14633.762452,14633.762452,341657.284462,341657.284462,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,14633.762695,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-112763.796875,-236.043243,9017551,9017935
59,1763945741.724631786,37,0,FF:F2:20:71:BB:4E,8E89BED6,-18132.457248,-18132.457248,-18132.457248,202839.539733,202839.539733,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-18132.457031,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-27594.771484,-14739.073242,9457084,9457468
60,1763945741.725022793,37,0,FF:F2:20:71:BB:4E,8E89BED6,-19278.661922,-19278.661922,-19278.661922,202390.019789,202390.019789,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-19278.662109,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-27594.771484,-14729.756836,9457085,9457469
61,1763945741.835389376,37,0,C5:D8:92:67:D4:68,8E89BED6,17539.562535,17539.562535,17539.562535,186321.014721,186321.014721,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,17539.562500,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,43879.503906,-2697.524414,10255425,10255809
