pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764714123.023574591,37,0,FB:AE:24:D0:26:AD,8E89BED6,-37405.399030,13104.309838,-37405.401112,234161.532894,210205.050143,0.965211,-59.555779,0.000000,-24506.741294,20.412170,583333.333333,192.000000,-5686.176758,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-173263.703125,-55753.773438,6501225,6501609,-77992.082310,37768.739103,-56327.003728,-24635.349019
1,1764714123.032124996,37,0,FB:AE:24:D0:26:AD,8E89BED6,-38338.734607,13499.395585,-38338.734297,239701.932879,224903.117431,0.963072,-60.798113,0.000000,-24906.378127,20.323146,583333.333333,192.000000,-5329.604004,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-173263.703125,-56566.933594,6501226,6501610,-81364.839578,2583.604989,-36609.658253,-1047.129051
2,1764714123.842497587,37,0,FB:AE:24:D0:26:AD,8E89BED6,-42688.534921,12201.814170,-42688.536662,236474.877348,214630.149926,0.959638,58.696013,0.000000,-25499.097935,20.192577,583333.333333,192.000000,-8397.239258,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-163002.312500,-57695.156250,14522418,14522802,-88091.488216,28408.722493,-52805.490968,-21886.997880
3,1764714123.851165295,37,0,FB:AE:24:D0:26:AD,8E89BED6,-43217.494339,12785.906654,-43217.494328,237528.761214,231037.620089,0.960962,57.873489,0.000000,-25956.462551,20.273785,583333.333333,192.000000,-7702.510254,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-166310.546875,-58549.152344,14522419,14522803,-92955.031407,-20509.509308,-22821.953382,8649.339272
4,1764714124.273114204,37,0,FB:AE:24:D0:26:AD,8E89BED6,-37358.101609,11870.630066,-37358.100981,236009.730940,212382.928499,0.986444,-50.122309,0.000000,-24824.620883,19.925049,697916.666667,192.000000,-596.306030,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-182145.593750,-56293.183594,18541207,18541591,-78676.128402,22796.855126,-47869.311937,-11757.508524
5,1764714124.683541775,37,0,FB:AE:24:D0:26:AD,8E89BED6,-36814.755348,10478.150162,-36814.754197,234876.550063,209717.737951,0.978721,-53.169393,0.000000,-23957.492856,19.734592,583333.333333,192.000000,-3403.334473,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-175390.343750,-55474.949219,22552492,22552876,-76138.321545,23703.762079,-49127.768585,-14885.057563
6,1764714125.491328239,37,0,FB:AE:24:D0:26:AD,8E89BED6,-38010.353379,14171.831781,-38010.352913,233096.092000,210959.091991,0.923749,83.075421,0.000000,-24535.177514,20.272476,442708.333333,192.000000,-3647.935303,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-166709.781250,-55690.046875,30562413,30562797,-78397.743077,26580.347939,-51771.780385,-15777.530106
7,1764714125.500010967,37,0,FB:AE:24:D0:26:AD,8E89BED6,-38489.051192,14761.609806,-38489.053155,233731.320420,226570.755266,0.923287,81.962890,0.000000,-24939.710581,20.258405,442708.333333,192.000000,-2999.045654,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-166709.781250,-56428.664062,30562414,30562798,-83126.453460,-19862.940702,-21185.858489,12243.156236
8,1764714125.907520771,37,0,FB:AE:24:D0:26:AD,8E89BED6,-37125.092633,15007.800020,-37125.093153,235333.960437,211507.611698,1.086536,-14.561006,0.000000,-24556.480737,20.391211,583333.333333,192.000000,990.034851,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-164739.375000,-55345.058594,34564049,34564433,-76971.781838,36997.745319,-55053.367422,-24761.154254
9,1764714125.915961266,37,0,FB:AE:24:D0:26:AD,8E89BED6,-38094.647046,15282.225308,-38094.648403,234970.665762,227231.935928,1.083804,-15.474975,0.000000,-24958.393123,20.444473,583333.333333,192.000000,1376.192871,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-164739.375000,-56099.871094,34564050,34564434,-81640.284132,1875.091199,-33121.430608,-956.457265
