file,cfo_hz,cfo_std_hz,iq_gain_alpha,iq_phase_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,mag_mean,i_std,q_std,cfo_std_hz_sym
pkt_000000.fc32,-39921.13234957284,575853.875,0.9743724465370178,-57.26900110178147,1.0,494592.2061919094,13.070034092137494,962500.0,0.8915717601776123,0.6978696584701538,0.716224730014801,574011.0330681364
pkt_000001.fc32,-35280.308142951515,578923.0625,0.9714977741241455,-58.28317167189408,1.0,494002.4593139951,13.293845196503625,961693.5483870967,0.8911452889442444,0.6968111991882324,0.7172545194625854,575340.6432265656
pkt_000002.fc32,-5002.759606710165,549499.4375,0.9669077396392822,-72.20282535824074,0.0,455588.4577154364,13.005653945476574,2083.333333333334,0.88490229845047,0.6951116919517517,0.7189017534255981,529363.3766106063
pkt_000003.fc32,-5002.759606710165,549499.4375,0.9669077396392822,-72.20282535824074,0.0,455588.4577154364,13.005653945476574,2083.333333333334,0.88490229845047,0.6951116919517517,0.7189017534255981,529363.3766106063
pkt_000004.fc32,-6215.17273103705,552597.875,0.97042316198349,-70.59549703461684,0.0,452296.8605709472,13.606636248179838,2016.1290322580644,0.8846233487129211,0.6964144110679626,0.7176399230957031,533621.9616126139
pkt_000005.fc32,-34534.02934194992,565943.5625,0.9964392781257629,51.83283703095146,1.5,478251.75277674047,8.05753039896636,1000000.0000000001,0.8970707058906555,0.705844521522522,0.7083668112754822,574297.4836128277
pkt_000006.fc32,-45569.98812757573,555494.1875,0.9680654406547546,76.51980630573655,0.5,491836.1914857631,10.63791096211155,943877.5510204083,0.8849202394485474,0.6955413818359375,0.718485951423645,541591.8057911387
pkt_000007.fc32,-45569.98812757573,555494.1875,0.9680654406547546,76.51980630573655,0.5,491836.1914857631,10.63791096211155,943877.5510204083,0.8849202394485474,0.6955413818359375,0.718485951423645,541591.8057911387
pkt_000008.fc32,-45569.98812757573,555494.1875,0.9680654406547546,76.51980630573655,0.5,491836.1914857631,10.63791096211155,943877.5510204083,0.8849202394485474,0.6955413818359375,0.718485951423645,541591.8057911387
pkt_000009.fc32,-97316.76296731402,565773.375,0.9513623714447021,82.80770271132303,0.5,510739.7630777563,9.221957195574737,939024.3902439023,0.8805397748947144,0.689268171787262,0.7245064377784729,547566.1722581488
pkt_000010.fc32,-45569.98812757573,555494.1875,0.9680654406547546,76.51980630573655,0.5,491836.1914857631,10.63791096211155,943877.5510204083,0.8849202394485474,0.6955413818359375,0.718485951423645,541591.8057911387
pkt_000011.fc32,-97316.76296731402,565773.375,0.9513623714447021,82.80770271132303,0.5,510739.7630777563,9.221957195574737,939024.3902439023,0.8805397748947144,0.689268171787262,0.7245064377784729,547566.1722581488
pkt_000012.fc32,-45569.98812757573,555494.1875,0.9680654406547546,76.51980630573655,0.5,491836.1914857631,10.63791096211155,943877.5510204083,0.8849202394485474,0.6955413818359375,0.718485951423645,541591.8057911387
pkt_000013.fc32,-97316.76296731402,565773.375,0.9513623714447021,82.80770271132303,0.5,510739.7630777563,9.221957195574737,939024.3902439023,0.8805397748947144,0.689268171787262,0.7245064377784729,547566.1722581488
pkt_000014.fc32,-41593.57057246739,543826.9375,0.9710544347763062,88.98313321544721,1.0,484410.4681305118,10.914254732432521,941666.6666666667,0.8857564926147461,0.6966475248336792,0.7174134850502014,540686.9954535889
pkt_000015.fc32,-41053.83858924175,545846.0625,0.977881669998169,-83.15639464881109,0.0,481660.9537835974,11.224384283359992,941532.2580645161,0.8849019408226013,0.6991556286811829,0.7149695158004761,542398.4131866217
pkt_000016.fc32,-26127.347134133604,551348.5625,1.0221220254898071,-34.64151439123774,0.0,486929.8137904178,10.70524617850839,5102.040816326531,0.890806257724762,0.7147997617721558,0.6993291974067688,551122.424086002
pkt_000017.fc32,-26127.347134133604,551348.5625,1.0221220254898071,-34.64151439123774,0.0,486929.8137904178,10.70524617850839,5102.040816326531,0.890806257724762,0.7147997617721558,0.6993291974067688,551122.424086002
