pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764713323.061163187,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18217.590927,-623.726013,-18217.590237,201253.746596,181156.265090,1.009186,-30.709277,0.000000,7318.195263,21.029580,505208.333333,192.000000,-4592.268066,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-13167.379883,-8077.145996,3534536,3534920,66335.656808,-52339.211134,-95853.848841,-28532.305089
1,1764713323.070253134,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18551.709908,-458.928736,-18551.709656,201222.723672,192115.931159,1.006073,-36.056581,0.000000,7635.357916,21.008223,505208.333333,192.000000,-4169.923828,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-13167.379883,-7920.411621,3534537,3534921,66480.836066,-81277.817221,-48075.604875,-29079.855266
2,1764713323.483938217,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18042.455519,-404.437615,-18042.453787,200369.248369,183147.727657,1.018064,-20.929714,0.000000,7305.557082,21.253061,505208.333333,192.000000,-4701.616211,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-15237.174805,-8026.739258,7535449,7535833,65875.786874,-55761.164995,-92432.261688,-25796.366859
3,1764713323.492944241,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18382.888796,-206.482144,-18382.889923,200339.845566,189553.562047,1.015651,-25.253481,0.000000,7620.836360,20.978611,505208.333333,192.000000,-4289.797363,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-15237.174805,-7869.733887,7535450,7535834,65788.215758,-83057.311416,-43656.953698,-29722.401132
4,1764713323.909736872,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18208.448289,-556.700917,-18208.449243,199974.557171,180549.259829,0.957848,-78.874311,0.000000,7166.376345,21.140359,505208.333333,192.000000,-4927.656738,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-12973.262695,-8057.280273,11550632,11551016,64763.481938,-52303.993222,-94130.146229,-27343.061813
5,1764713323.918905020,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18604.707191,-354.927839,-18604.706894,199927.441254,192013.095074,0.954938,-80.681653,0.000000,7484.813215,21.069845,505208.333333,192.000000,-4512.874023,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-15039.406250,-7900.176270,11550633,11551017,65112.832141,-80381.501758,-46779.580469,-29840.195690
6,1764713324.332373619,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18499.086755,-1584.444014,-18499.086580,198234.978855,185641.997570,1.018441,-24.038106,0.000000,7298.189940,21.268344,505208.333333,192.000000,-6219.132324,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-5697.056152,-8003.383789,15564407,15564791,65982.717659,-59780.242474,-86808.231521,-27676.441063
7,1764713324.741832733,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-17574.347335,-2109.843794,-17574.349459,200499.533916,176964.520904,1.034222,-11.537957,0.000000,7007.924062,21.530508,505208.333333,192.000000,-5742.500488,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-18418.656250,-8105.372559,19580232,19580616,55774.885156,-42461.287079,-106555.380012,-17153.050328
8,1764713324.750240803,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-18531.990562,-1718.747699,-18531.988251,200225.148634,194195.481020,1.032952,-14.378488,0.000000,7324.441848,21.392162,505208.333333,192.000000,-5410.909668,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-18418.656250,-7953.139160,19580233,19580617,66497.790735,-68867.236179,-70522.178683,-28887.678666
9,1764713325.157011271,37,0,C1:1A:A7:FF:3B:07,8E89BED6,-17995.524163,257.154228,-17995.525494,200190.080722,177688.053246,1.011405,-38.466358,0.000000,6852.418677,21.714563,505208.333333,192.000000,-4420.209473,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-19018.810547,-8094.169922,23590745,23591129,64061.768829,-50504.135308,-99924.133279,-25375.569568
