src_file,cluster,dev_type,segments,duration_cov,duration_span,persistence_s,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,dur_ok,unique_ok,churn_ok,rate_ok,dens_ok,decision_ok,churn_reason,k_chosen,homogeneous,homo_mac_share,homo_key_share,win_entropy_norm,uniform_ok,homo_block
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-30s.csv,0,TAG_APPLE,11,5400.0,2475.176966905594,2475.176966905594,10,0.5,0.9,0.1111111111111111,0.4159884941290261,0.046341463414634146,1.0,True,False,False,False,False,False,,2,False,0.18181818181818182,0.18181818181818182,0.546294702277771,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-5min.csv,1,TAG_APPLE,9,5400.0,2476.100318670273,2476.100318670273,8,0.9285714285714286,0.875,0.08888888888888889,0.8667510150361267,0.9423076923076923,1.0,True,False,False,False,False,False,,4,False,0.2222222222222222,0.1111111111111111,0.6223659728717186,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-5min.csv,0,TAG_APPLE,11,5400.0,2475.176966905594,2475.176966905594,10,0.5,0.9,0.1111111111111111,0.5117143601387142,0.05326231691078562,0.6363636363636364,True,False,False,False,False,False,,4,False,0.18181818181818182,0.18181818181818182,0.546294702277771,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-10s.csv,1,TAG_APPLE,6,3600.0,2277.526515007019,2277.526515007019,5,0.8,0.8,0.08333333333333333,0.5271488676788807,0.8571428571428571,1.0,True,False,False,False,False,False,,4,False,0.3333333333333333,0.16666666666666666,0.6500224216454689,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,19,3600.0,2388.134105205536,2388.134105205536,15,0.7333333333333334,0.7333333333333333,0.25,0.7967162941350051,0.8346456692913385,1.0,True,True,False,False,False,False,,4,False,0.10526315789473684,0.10526315789473684,0.8314743880068438,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-10s.csv,0,TAG_APPLE,10,5400.0,2475.176966905594,2475.176966905594,9,0.5,0.8888888888888888,0.1,0.41402221434703834,0.03424657534246575,1.0,True,False,False,False,False,False,,4,False,0.2,0.2,0.581671865715156,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-15min.csv,5,TAG_APPLE,3,3600.0,2405.9362785816193,2405.9362785816193,3,1.0,1.0,0.05,1.2466336713275066,1.0,1.0,True,False,False,False,True,True,,8,False,0.3333333333333333,0.3333333333333333,0.9182958340516042,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-15min.csv,2,TAG_APPLE,3,1800.0,229.21850275993347,229.21850275993347,3,,1.0,0.1,0.3609452267905762,0.0,0.3333333333333333,False,False,False,False,False,False,,8,False,0.3333333333333333,0.3333333333333333,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-15min.csv,0,TAG_APPLE,7,5400.0,2474.8889949321747,2474.8889949321747,6,0.5,0.8333333333333334,0.06666666666666667,0.5146441896203074,0.006593406593406593,0.2857142857142857,True,False,False,False,False,False,,8,False,0.2857142857142857,0.2857142857142857,0.7248340915030292,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-15s_rot-1min.csv,1,TAG_APPLE,2,3600.0,2422.2967495918274,2422.2967495918274,2,1.0,1.0,0.03333333333333333,0.1727587464751836,0.0,1.0,True,False,False,False,False,False,,4,False,0.5,0.5,0.9999999999971146,True,False
