pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764713402.487205982,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24700.390234,11315.252966,24700.390255,276668.572240,216856.086704,0.963298,58.802167,3.000000,9644.498328,21.963695,414893.617021,376.000000,10164.833984,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,87938.195312,9415.590820,2465668,2466420,56005.720780,-8825.830379,32302.895021,33090.683379
1,1764713402.519363403,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24132.495255,10878.027470,24132.497754,275728.311559,220824.893877,0.961689,59.343167,3.000000,9612.577973,21.980402,414893.617021,376.000000,9851.924805,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,87938.195312,9511.793945,2465669,2466421,57976.263577,-7425.562972,34851.651790,23411.742050
2,1764713402.950219631,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24011.286206,12182.540241,24011.286324,348159.762912,250251.579155,1.063611,-15.459394,3.000000,8836.664722,22.119045,414893.617021,376.000000,11407.394531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,43842.238281,16047.071289,6471860,6472612,56709.622392,-9853.963971,33079.092948,29415.208977
3,1764713402.981868982,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23481.635470,11757.953901,23481.635140,348009.734990,274390.226110,1.065169,-15.405285,3.000000,8804.927113,22.097614,414893.617021,376.000000,11112.561523,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,43741.777344,16121.555664,6471861,6472613,56429.977677,-6788.981802,32668.241961,23981.266188
4,1764713403.415161610,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24688.802576,12863.181485,24688.802439,339812.303496,262104.342066,1.064543,-18.158590,3.000000,9477.689028,22.322600,412234.042553,376.000000,10989.396484,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,85803.570312,17187.697266,10485619,10486371,57154.396194,-9526.320183,34794.644131,30171.981493
5,1764713403.446863174,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24155.939758,12450.738120,24155.938381,338814.158450,264164.997917,1.066291,-17.713725,3.000000,9445.376561,22.308322,412234.042553,376.000000,10671.916016,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,85418.906250,17180.091797,10485620,10486372,56936.554161,-7365.521994,31950.609747,28247.426457
6,1764713403.889011621,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22571.772069,12268.848722,22571.771648,332828.535979,250436.583960,1.032432,34.882407,2.500000,7864.144095,22.020122,414893.617021,376.000000,10719.713867,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,18122.472656,8884.205078,14498190,14498942,55822.537925,-11362.558898,33360.459963,25181.239334
9,1764713404.355934381,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22609.996989,12009.134431,22609.997637,329191.448111,262673.466707,0.909714,-80.939538,2.500000,7906.077237,22.294801,414893.617021,376.000000,9823.405273,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,12573.119141,18684.964844,18509862,18510614,55110.992740,-11554.789855,35124.306651,25635.631190
10,1764713404.791764975,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22673.090325,12088.699588,22673.091472,345967.086540,277486.690538,1.044031,-27.535187,2.500000,7780.895279,22.509117,414893.617021,376.000000,10700.610352,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,44204.347656,13098.960938,22519032,22519784,56069.226765,-9459.480993,33098.737103,24542.864760
12,1764713405.223575354,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24364.325227,11967.566446,24364.323941,346000.729118,266022.925659,1.100751,-3.306431,2.500000,9423.417001,22.251080,414893.617021,376.000000,10206.516602,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,60271.835938,18970.824219,26521146,26521898,56741.845519,-11274.985366,36266.249168,29524.926131
13,1764713405.256647587,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23825.953578,11557.476124,23825.953078,345033.058468,267368.107674,1.101401,-2.831124,2.500000,9391.223364,22.237851,414893.617021,376.000000,9902.559570,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,60271.835938,19030.738281,26521147,26521899,57150.832515,-7842.736110,36260.311044,22312.583345
16,1764713405.687461138,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23967.674137,11738.705013,23967.672977,327496.401773,253753.530732,0.941676,76.868578,3.000000,8698.984715,21.588730,414893.617021,376.000000,11459.696289,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,99584.203125,21384.291016,30523454,30524206,53733.301605,-9218.154058,30332.226387,36081.372047
17,1764713405.719302654,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23376.751990,11307.222135,23376.750816,327648.514811,259744.727656,0.940274,77.444056,3.000000,8666.671749,21.607843,414893.617021,376.000000,11130.593750,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,99453.195312,21400.449219,30523455,30524207,56543.420442,-9170.669654,33285.930860,26566.993440
19,1764713406.156391382,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22391.883188,12306.862986,22391.884504,336811.275529,258153.291152,0.951670,-75.111384,2.500000,7712.134269,21.627614,414893.617021,376.000000,9758.864258,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,8648.532227,20962.183594,34528382,34529134,54687.594401,-12031.728473,33495.090881,27041.685346
20,1764713406.588599920,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24427.880583,13143.177579,24427.880667,353467.793646,253846.299683,1.020649,-34.999627,3.000000,9338.029279,21.901041,414893.617021,376.000000,10921.987305,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61454.261719,12670.756836,38540784,38541536,56376.502107,-10386.266502,35365.037752,29479.933310
21,1764713406.620838165,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23886.057173,12700.123473,23886.057669,352315.551794,267282.701812,1.022320,-34.342926,3.000000,9306.887869,21.919871,414893.617021,376.000000,10643.505859,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61351.171875,12746.454102,38540785,38541537,57037.264260,-7262.603545,32885.817493,24715.211975
22,1764713407.050382614,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23030.285331,12302.449844,23030.286011,349413.314663,260717.035266,0.938991,63.157500,2.500000,7618.893499,22.522397,412234.042553,376.000000,10557.116211,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,45143.574219,21785.091797,42554981,42555733,52325.190268,-9302.568370,30906.906486,32780.655049
23,1764713407.081781149,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22447.664635,11887.609913,22447.664858,349543.196565,263425.373573,0.938137,63.612666,2.500000,7586.001575,22.461289,412234.042553,376.000000,10242.160156,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,45143.574219,21828.400391,42554982,42555734,55483.332161,-10280.694092,37101.652170,20466.123472
24,1764713407.511651754,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23141.868286,12591.870320,23141.869502,337412.243561,252441.523239,1.067056,-6.294304,2.500000,7863.157805,21.729353,414893.617021,376.000000,10877.038086,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,49076.332031,9806.549805,46565020,46565772,52575.675960,-9750.058168,30594.536047,34381.421969
25,1764713407.543005943,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22552.539697,12173.741654,22552.538515,337488.613294,238045.657353,1.067148,-5.534901,2.500000,7831.954564,21.645104,414893.617021,376.000000,10550.805664,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,48037.582031,9936.148438,46565021,46565773,56675.003049,-10928.897700,31802.736983,25708.916608
26,1764713407.977871180,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24471.148017,12798.732663,24471.148247,341495.390734,266418.890236,1.053681,19.878100,3.000000,9145.046270,22.477141,414893.617021,376.000000,10054.565430,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,87945.195312,12594.919922,50570519,50571271,55543.968628,-10090.104561,34803.705853,32073.557174
27,1764713408.009536982,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23964.282709,12369.804468,23964.282689,341594.252864,264301.479782,1.053860,20.348483,3.000000,9113.842233,22.418833,414893.617021,376.000000,9750.903320,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,87696.492188,12702.454102,50570520,50571272,56890.731681,-6861.312430,33297.723263,25489.377928
28,1764713408.442315102,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24456.404335,12171.294187,24456.404619,324398.831228,233392.369202,1.007842,41.717865,3.000000,8858.630507,22.357585,414893.617021,376.000000,10817.132812,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,99600.390625,23991.578125,54583310,54584062,55786.446623,-9154.089271,34087.291670,31679.632076
29,1764713408.473700285,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23899.163991,11776.011572,23899.163946,324570.944209,262781.973059,1.006806,42.200348,3.000000,8826.075761,22.310678,414893.617021,376.000000,10501.317383,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,99600.390625,24019.681641,54583311,54584063,56816.846816,-8734.476573,37855.941048,23134.665566
30,1764713408.902519464,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23406.509235,11470.573318,23406.508539,352326.530651,278812.292487,0.997382,-45.806613,2.500000,8156.903650,22.616341,414893.617021,376.000000,10211.112305,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,53324.628906,-1036.248535,58593740,58594492,54140.940571,-9270.879667,30335.544730,33452.741208
31,1764713408.933737993,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22858.979865,11057.281942,22858.979395,352365.324920,268055.748461,0.998988,-45.309786,2.500000,8124.914815,22.586828,414893.617021,376.000000,9867.196289,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,52679.085938,-848.628723,58593741,58594493,56410.200534,-10469.301389,33858.026307,25278.164921
34,1764713409.362871885,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23860.827125,12377.815070,23860.826729,346737.503096,270797.728717,0.943105,-77.462054,3.000000,8517.552980,21.637015,414893.617021,376.000000,10302.593750,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,99075.117188,10540.374023,62600205,62600957,54224.380984,-9819.851528,36746.755174,28779.710284
35,1764713409.394852161,37,0,C0:BF:A6:FA:3F:44,8E89BED6,23318.714953,11947.478031,23318.714784,346822.389067,269745.828401,0.942442,-76.997966,3.000000,8486.554042,21.597294,414893.617021,376.000000,9984.677734,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,99075.117188,10613.661133,62600206,62600958,56955.649544,-7417.368042,33435.725280,22705.910074
38,1764713409.828707695,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24812.675937,12267.073766,24812.673813,343134.055461,258191.066652,1.066889,-21.641982,3.000000,9564.749124,22.352494,414893.617021,376.000000,10525.320312,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,76732.343750,14539.995117,66617215,66617967,57581.123959,-10632.979950,33271.653193,32306.120183
39,1764713409.860194445,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24248.727757,11866.179855,24248.726370,342329.445502,270349.466125,1.068626,-21.296349,3.000000,9531.610647,22.343383,414893.617021,376.000000,10223.753906,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,73248.164062,14647.669922,66617216,66617968,58409.830739,-7019.467565,35659.749967,22148.030830
40,1764713410.292763710,37,0,C0:BF:A6:FA:3F:44,8E89BED6,25026.696985,11627.525976,25026.696615,339567.018908,258177.274646,0.962699,-58.977006,3.000000,9534.858889,22.151250,414893.617021,376.000000,11603.365234,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,92168.710938,7950.364746,70631623,70632375,55955.430025,-8974.150265,36375.724745,30854.468803
41,1764713410.324223757,37,0,C0:BF:A6:FA:3F:44,8E89BED6,24441.030203,11209.972961,24441.029702,339461.293780,263193.025529,0.963749,-58.434543,3.000000,9502.812964,22.134606,414893.617021,376.000000,11304.385742,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,92168.710938,8072.817871,70631624,70632376,57476.374359,-6242.908009,38169.833104,21201.407560
42,1764713410.761034250,37,0,C0:BF:A6:FA:3F:44,8E89BED6,22791.631621,12267.187880,22791.632222,329266.087529,258107.569478,0.997226,45.888143,2.500000,7979.499049,22.104034,414893.617021,376.000000,9657.413086,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2201.677490,6524.413086,74647133,74647885,55832.386625,-12332.976521,33371.878264,27543.358765
