pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764714282.865852833,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,36608.385902,-5065.623575,36608.385903,197879.075808,168497.781655,1.011966,-35.928670,0.000000,13023.349716,24.441213,385416.666667,192.000000,2517.967041,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,78948.476562,28633.673828,2645009,2645393,102088.982185,-64318.435741,55543.668347,27804.775193
1,1764714282.874941111,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,35862.647173,-6038.762738,35862.648141,197644.385347,183304.988483,1.015487,-33.487293,0.000000,13724.007445,24.431866,385416.666667,192.000000,1978.075317,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,78948.476562,28774.207031,2645010,2645394,92038.753212,-71231.863395,48103.524450,59894.949517
2,1764714283.288198471,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,35841.029548,-4715.504882,35841.029631,191112.128780,173153.874686,1.026205,-24.028017,0.000000,13119.330477,24.139677,385416.666667,192.000000,3555.017578,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,16127.466797,28629.402344,6652715,6653099,94474.435372,-67487.570071,48119.782910,49747.823060
3,1764714283.699337959,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,36278.198129,-6551.606423,36278.197114,188945.842689,167317.219078,1.032081,14.471986,0.000000,13096.946932,24.409877,359375.000000,192.000000,3042.260742,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,71218.062500,28624.541016,10655186,10655570,96987.910675,-62881.409851,48522.156145,40553.332167
4,1764714283.708215237,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,35550.362246,-7384.714652,35550.361803,188723.370026,178603.379019,1.029763,17.134651,0.000000,13794.830864,24.522026,359375.000000,192.000000,2592.639648,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,71068.515625,28764.730469,10655187,10655571,91072.162870,-71849.688470,40651.408163,68438.730756
5,1764714284.116058826,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,37030.793805,-5390.066533,37030.793693,197351.392104,171616.599414,0.974857,78.472518,0.000000,13143.446712,24.223971,385416.666667,192.000000,3479.933594,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61899.601562,28761.220703,14664979,14665363,103663.409616,-63083.898495,57484.836065,24630.696757
6,1764714284.124835491,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,36310.201886,-6375.910987,36310.200031,197327.963772,182560.731499,0.975061,81.788080,0.000000,13838.599163,24.245936,359375.000000,192.000000,2943.345947,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,59963.539062,28891.794922,14664980,14665364,93735.388875,-71034.019002,48948.748208,57108.101369
7,1764714284.531494856,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,35818.394659,-6013.762875,35818.395991,194209.982054,167995.076798,1.004939,-38.804702,0.000000,12808.664325,24.736841,359375.000000,192.000000,803.392883,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,59357.035156,28570.416016,18675037,18675421,96849.516930,-64147.137166,48045.264148,43398.599287
8,1764714284.540242195,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,35123.731959,-6771.564707,35123.732820,194084.990985,179701.352388,1.007610,-34.739415,0.000000,13508.641209,24.764610,359375.000000,192.000000,324.747864,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,55209.050781,28703.996094,18675038,18675422,89014.913047,-73911.610266,47279.801685,66922.592993
9,1764714284.944646358,37,0,CF:6E:5F:C8:2B:2E,8E89BED6,36969.104254,-7257.048230,36969.103202,198960.561224,167295.626753,0.969276,-77.519076,0.000000,13321.025201,24.591030,359375.000000,192.000000,3762.470215,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,100194.882812,28696.476562,22677708,22678092,100507.137331,-58555.824667,54102.714691,27775.419716
