timestamp,mobile_timestamp,mobile_lat,mobile_lon,mobile_accuracy_m,AdvA,payload,CFO_Hz,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,CFO_from_transitions_Hz,nprod_00,nprod_11,nprod_10,nprod_01,nprod_total,crc_ok,is_tag_ecosystem,pdu_type,pdu_type_name,length,channel,phase,polarity,slip,window_start,window_end,aa_pos,aa_corr,pre_corr,cfo_window
0.42881274223327637,1769646128.4138126,42.3688889,-71.0257724,35.435,DA:98:88:8D:2B:14,142b8d8898da1eff4c001219906d03cb9a93066c4037f34ed871fabfa223e5b3e2af7a03ce,-59399.71848832305,120526.35093386193,-208624.5171988272,87777.65033157053,-152510.21491179703,-45644.87567865349,425,552,540,546,2063,1,1,0,ADV_IND,37,37,0,-1,0,66553,67187,56,32,8,pre_aa_hdr_payload
4.133181571960449,1769646132.1181815,42.3688889,-71.0257724,35.435,4F:5F:CE:61:32:07,073261ce5f4f0201021816aafe40499eb14b39bbc8f8c31219d61622a998a8d63deb,-18645.393712392546,148103.60739594614,-175445.61785319567,131678.49670948685,-176875.07780714778,-19957.27192214422,515,498,450,456,1919,1,1,0,ADV_IND,34,37,0,-1,0,667626,668260,56,32,8,pre_aa_hdr_payload
4.158260107040405,1769646132.14326,42.3688889,-71.0257724,35.435,F1:D0:34:B6:1E:27,271eb634d0f11eff4c001219006c764cf7ec94085183c01d19966910132f95a61a85b80100,-58494.42315855387,127719.9269940174,-211681.98548079655,110750.49847615996,-190606.40250734735,-48501.65279281727,455,564,522,522,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,701334,701968,55,31,8,pre_aa_hdr_payload
13.436368942260742,1769646141.4213688,42.3688889,-71.0257724,35.435,DF:6D:FA:08:2C:E9,e92c08fa6ddf1eff4c001219fff07116e7d10a5c9818ae6cc107ceb957fa132042556900ff,-40185.64215756607,84728.32586431308,-145925.17193686662,79882.85580204501,-147202.50540880376,-42104.02855215547,479,582,498,504,2063,1,1,2,ADV_NONCONN_IND,37,37,2,-1,0,1090663,1091298,56,32,8,pre_aa_hdr_payload
15.085182905197144,1769646143.0701828,42.3688889,-71.0257724,35.435,4F:5F:CE:61:32:07,073261ce5f4f0201021816aafe40499eb14b39bbc8f8c31219d61622a998a8d63deb,-8294.270468849705,137926.3761395203,-172992.05804142577,127646.88526407607,-160862.04238705142,-15914.44729981639,521,492,450,456,1919,1,1,0,ADV_IND,34,37,5,-1,0,1119659,1120294,55,31,8,pre_aa_hdr_payload
15.087652206420898,1769646143.072652,42.3688889,-71.0257724,35.435,C2:4E:DD:9A:3E:A6,a63e9add4ec21eff4c001219ff0aad5994482a88d7a5c43b370784c913002f7bc75e2002ff,-104767.49632474653,116535.32224542703,-225535.025751629,101138.30042365156,-171904.4850320645,-72080.31403446734,395,738,462,468,2063,1,1,2,ADV_NONCONN_IND,37,37,4,-1,0,1122978,1123613,55,31,8,pre_aa_hdr_payload
36.73619031906128,1769646164.7211902,42.3688889,-71.0257724,35.435,ED:11:3B:26:80:08,0880263b11ed0201060d16edfe020051ce438be39847ed0303edfe,-20564.14859959756,153071.48007388998,-179561.20428639743,118029.59645069882,-148260.99742082978,-21454.31717770925,383,420,390,390,1583,1,1,0,ADV_IND,27,37,5,-1,0,3611381,3612015,55,32,8,pre_aa_hdr_payload
78.34417247772217,1769646206.3291724,42.3688889,-71.0257724,35.435,D4:6F:B0:7A:51:35,35517ab06fd41eff4c001219ff74722569b3771248647831d61de5fa74e2679590cccd01ff,-23985.333441740146,138264.1277031887,-213934.6064465504,54265.768860244774,-115792.25755521869,-18628.959245445734,569,504,492,498,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,9401374,9402009,56,32,8,pre_aa_hdr_payload
93.15955233573914,1769646221.1445522,42.3688889,-71.0257724,35.435,F5:96:FC:B7:6D:13,136db7fc96f51eff4c00121900a170a410ab75accb64ad82de139e47ad6895dcc2dc880100,-64732.2784117048,102787.59141249435,-213357.71149620475,60831.93639253405,-12012.037009923273,-10794.46933122278,438,587,522,516,2063,1,1,2,ADV_NONCONN_IND,37,37,0,-1,0,11622044,11622679,56,29,8,pre_aa_hdr_payload
96.15594339370728,1769646224.1409433,42.3688889,-71.0257724,35.435,D9:DE:F3:9B:7F:FC,fc7f9bf3ded91eff4c001219ffe906c80fa7806cc68fe223cc82888ef8dec137632ad400ff,-50920.49396699167,150009.03248018917,-165178.3699423131,94950.70312968311,-123499.05187478564,-42256.2267662779,359,774,462,468,2063,1,1,2,ADV_NONCONN_IND,37,37,3,-1,0,11902189,11902823,55,32,8,pre_aa_hdr_payload
