pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end
41,1763944140.585201979,37,0,D3:AA:11:C3:69:90,8E89BED6,6040.348922,6040.348922,6040.348922,356101.458495,356101.458495,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,6040.349121,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,13533.010742,22693.960938,103534516,103535268
42,1763944140.585469723,37,0,D3:AA:11:C3:69:90,8E89BED6,5519.978180,5519.978180,5519.978180,354642.458695,354642.458695,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5519.978027,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,11670.657227,22558.677734,103534517,103535269
43,1763944141.027053833,37,0,D3:AA:11:C3:69:90,8E89BED6,5489.859304,5489.859304,5489.859304,347717.794087,347717.794087,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5489.859375,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-1042.454468,17326.193359,107537824,107538576
44,1763944141.488535881,37,0,D3:AA:11:C3:69:90,8E89BED6,6335.859348,6335.859348,6335.859348,333313.842686,333313.842686,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,6335.859375,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-4960.562500,26478.353516,111544879,111545631
45,1763944141.488789797,37,0,D3:AA:11:C3:69:90,8E89BED6,5775.072274,5775.072274,5775.072274,333273.902385,333273.902385,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5775.072266,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-6385.797852,26360.556641,111544880,111545632
46,1763944141.918615818,37,0,D3:AA:11:C3:69:90,8E89BED6,5900.813112,5900.813112,5900.813112,355050.489179,355050.489179,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5900.812988,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,14106.431641,21785.033203,115549821,115550573
47,1763944141.918929100,37,0,D3:AA:11:C3:69:90,8E89BED6,5368.695793,5368.695793,5368.695793,354922.114438,354922.114438,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5368.695801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,14106.431641,21685.912109,115549822,115550574
48,1763944142.348935127,37,0,D3:AA:11:C3:69:90,8E89BED6,6158.944866,6158.944866,6158.944866,348262.374232,348262.374232,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,6158.944824,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,1945.378662,12810.993164,119552268,119553020
49,1763944142.349168539,37,0,D3:AA:11:C3:69:90,8E89BED6,5616.499903,5616.499903,5616.499903,346527.724371,346527.724371,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5616.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,1945.378662,12777.907227,119552269,119553021
50,1763944142.772209644,37,0,D3:AA:11:C3:69:90,8E89BED6,5448.318724,5448.318724,5448.318724,364255.885150,364255.885150,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5448.318848,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-3962.025146,5856.331055,123568955,123569707
51,1763944143.200275660,37,0,D3:AA:11:C3:69:90,8E89BED6,5829.891241,5829.891241,5829.891241,354657.847762,354657.847762,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5829.891113,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,101.701424,21483.113281,127569320,127570072
52,1763944143.639489651,37,0,D3:AA:11:C3:69:90,8E89BED6,5748.901087,5748.901087,5748.901087,338357.002860,338357.002860,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5748.900879,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,6953.724121,13581.128906,131569719,131570471
53,1763944143.639742136,37,0,D3:AA:11:C3:69:90,8E89BED6,5288.902962,5288.902962,5288.902962,338233.741701,338233.741701,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5288.902832,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,5855.331543,13473.819336,131569720,131570472
54,1763944144.082210302,37,0,D3:AA:11:C3:69:90,8E89BED6,5842.984399,5842.984399,5842.984399,363565.610485,363565.610485,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5842.984375,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20561.244141,-1102.999390,135577158,135577910
55,1763944144.082577944,37,0,D3:AA:11:C3:69:90,8E89BED6,5287.794458,5287.794458,5287.794458,363019.657807,363019.657807,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5287.794434,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-20561.244141,-1025.316284,135577159,135577911
56,1763944144.516507387,37,0,D3:AA:11:C3:69:90,8E89BED6,5828.556869,5828.556869,5828.556869,350578.238760,350578.238760,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5828.556641,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,415.084442,12933.393555,139595891,139596643
57,1763944144.952817202,37,0,D3:AA:11:C3:69:90,8E89BED6,5549.071091,5549.071091,5549.071091,363378.954878,363378.954878,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5549.071289,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2712.937256,26528.082031,143596130,143596882
58,1763944145.390290260,37,0,D3:AA:11:C3:69:90,8E89BED6,6476.221741,6476.221741,6476.221741,344042.782033,344042.782033,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,6476.221680,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61083.843750,40327.039062,147609262,147610014
59,1763944145.390626192,37,0,D3:AA:11:C3:69:90,8E89BED6,5883.864440,5883.864440,5883.864440,344258.943077,344258.943077,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,376.000000,5883.864258,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61066.445312,40074.148438,147609263,147610015
