src_file,cluster,dev_type,segments,duration_cov,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,tx_s,rot_s,tx_tok,rot_tok,pass_dens_ge_0.5,pass_dens_ge_0.7,pass_dens_ge_0.9,pass_dens_ge_1.1,pass_dens_ge_1.3,pass_dens_ge_1.5,pass_dens_ge_1.8,pass_dens_ge_2.0
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219fe__20260130_040914/scenario_tx-30s_rot-2s.csv,2,TAG_APPLE,3,1800.0,3,,,,0.992931358911699,1.0,1.0,30.0,2.0,30s,2s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-10s_rot-1min.csv,0,TAG_APPLE,7,1800.0,7,,,,0.6957016094112957,0.8571428571428571,0.8571428571428571,10.0,60.0,10s,1min,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-10s_rot-30s.csv,1,TAG_APPLE,4,1800.0,4,,,,0.5700091759638989,1.0,1.0,10.0,30.0,10s,30s,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,5,1800.0,5,,,,0.9619186139272813,1.0,1.0,10.0,10.0,10s,10s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219fe__20260130_040914/scenario_tx-30s_rot-30s.csv,1,TAG_APPLE,3,1800.0,3,,,,1.023539567247459,1.0,1.0,30.0,30.0,30s,30s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-10s_rot-15min.csv,0,TAG_APPLE,3,1800.0,3,,,,0.4925420981761047,0.6666666666666666,0.6666666666666666,10.0,900.0,10s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-10s_rot-2s.csv,0,TAG_APPLE,8,1800.0,8,,,,0.9602967424931189,1.0,1.0,10.0,2.0,10s,2s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-15s_rot-10s.csv,3,TAG_APPLE,6,1800.0,6,,,,0.8479653410661073,1.0,1.0,15.0,10.0,15s,10s,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-10s_rot-5min.csv,0,TAG_APPLE,2,1800.0,2,,,,0.0,0.5,0.5,10.0,300.0,10s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-15s_rot-15min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,0.5,0.5,15.0,900.0,15s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-1min_rot-1min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,60.0,1min,1min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-15s_rot-30s.csv,2,TAG_APPLE,3,1800.0,3,,,,1.134151876252397,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-15s_rot-5min.csv,0,TAG_APPLE,3,1800.0,3,,,,0.34759340152739915,0.6666666666666666,0.6666666666666666,15.0,300.0,15s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-15s_rot-2s.csv,0,TAG_APPLE,8,3600.0,8,,,,1.1548297488222092,1.0,1.0,15.0,2.0,15s,2s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-1min_rot-10s.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,10.0,1min,10s,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-1min_rot-2s.csv,0,TAG_APPLE,3,1800.0,3,,,,0.2875059217890919,1.0,1.0,60.0,2.0,1min,2s,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-1min_rot-30s.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,30.0,1min,30s,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,300.0,1min,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-15s_rot-1min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,60.0,15s,1min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-30s_rot-1min.csv,1,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,60.0,30s,1min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-2s_rot-30s.csv,2,TAG_APPLE,11,1800.0,11,,,,1.7357233866331634,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-30s_rot-15min.csv,0,TAG_APPLE,2,1800.0,2,,,,0.0,0.5,0.5,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-30s_rot-2s.csv,1,TAG_APPLE,3,1800.0,3,,,,0.5175012474762276,1.0,1.0,30.0,2.0,30s,2s,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-30s_rot-30s.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,30.0,30s,30s,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-2s_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,2.5144070705944133,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-2s_rot-15min.csv,2,TAG_APPLE,3,1800.0,3,,,,0.6434449672422081,0.6666666666666666,0.6666666666666666,2.0,900.0,2s,15min,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-10s_rot-1min.csv,2,TAG_APPLE,7,1800.0,7,,,,0.8360603586424786,1.0,1.0,10.0,60.0,10s,1min,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-2s_rot-10s.csv,1,TAG_APPLE,19,3600.0,18,,,,1.7467102557101821,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-2s_rot-5min.csv,1,TAG_APPLE,4,1800.0,4,,,,0.6028056910140162,0.25,0.25,2.0,300.0,2s,5min,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-10s_rot-15min.csv,3,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,10.0,900.0,10s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,0.5,0.5,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,10.0,30s,10s,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_040718/scenario_tx-2s_rot-2s.csv,1,TAG_APPLE,25,1800.0,25,,,,1.2038643208277775,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,9,1800.0,9,,,,1.0665865488811432,1.0,1.0,10.0,10.0,10s,10s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-10s_rot-2s.csv,0,TAG_APPLE,25,1800.0,25,,,,1.0909448987931332,1.0,1.0,10.0,2.0,10s,2s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,8,1800.0,8,,,,0.6878846282244973,1.0,1.0,15.0,10.0,15s,10s,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-10s_rot-5min.csv,1,TAG_APPLE,4,1800.0,4,,,,1.014611124659433,1.0,1.0,10.0,300.0,10s,5min,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-10s_rot-30s.csv,1,TAG_APPLE,6,3600.0,6,,,,1.4414943260681155,1.0,1.0,10.0,30.0,10s,30s,True,True,True,True,True,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-15s_rot-15min.csv,1,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,15.0,900.0,15s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-15s_rot-5min.csv,3,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,300.0,15s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-15s_rot-1min.csv,0,TAG_APPLE,11,3600.0,11,,,,0.9999507647106738,1.0,1.0,15.0,60.0,15s,1min,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-15s_rot-2s.csv,2,TAG_APPLE,7,1800.0,7,,,,0.7204859009623455,1.0,1.0,15.0,2.0,15s,2s,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-2s_rot-15min.csv,3,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,2.0,900.0,2s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-15s_rot-30s.csv,0,TAG_APPLE,9,1800.0,9,,,,1.2316737126634643,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-1min_rot-10s.csv,1,TAG_APPLE,5,1800.0,5,,,,0.5844990010097076,1.0,1.0,60.0,10.0,1min,10s,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,300.0,1min,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,4,1800.0,4,,,,0.6923198428819317,1.0,1.0,30.0,10.0,30s,10s,True,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-1min_rot-2s.csv,2,TAG_APPLE,4,1800.0,4,,,,0.7376593258819891,1.0,1.0,60.0,2.0,1min,2s,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-2s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,2.0,300.0,2s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-1min_rot-30s.csv,1,TAG_APPLE,5,1800.0,5,,,,0.9425703533067801,1.0,1.0,60.0,30.0,1min,30s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-2s_rot-30s.csv,2,TAG_APPLE,22,1800.0,22,,,,1.1353491710808994,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-2s_rot-10s.csv,2,TAG_APPLE,23,1800.0,23,,,,1.1918291557668321,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-30s_rot-1min.csv,3,TAG_APPLE,5,1800.0,5,,,,0.7865306792039555,1.0,1.0,30.0,60.0,30s,1min,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-2s_rot-1min.csv,1,TAG_APPLE,11,1800.0,11,,,,2.225891894758221,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-1min_rot-1min.csv,2,TAG_APPLE,5,1800.0,5,,,,0.7295393031443812,1.0,1.0,60.0,60.0,1min,1min,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-30s_rot-15min.csv,1,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-30s_rot-30s.csv,0,TAG_APPLE,6,1800.0,6,,,,0.7718591042595428,1.0,1.0,30.0,30.0,30s,30s,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,9,3600.0,9,,,,3.6177164761157194,1.0,1.0,10.0,10.0,10s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-10s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,10.0,900.0,10s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-2s_rot-2s.csv,2,TAG_APPLE,38,1800.0,38,,,,1.1423393305254514,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv2_apple0_google0_samsung0_tile0__advtag-4c001219ff-4c001219fe__20260130_041026/scenario_tx-30s_rot-2s.csv,0,TAG_APPLE,9,1800.0,9,,,,0.9665960170404292,1.0,1.0,30.0,2.0,30s,2s,True,True,True,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-10s_rot-1min.csv,2,TAG_APPLE,4,1800.0,4,,,,6.666666622222222,1.0,1.0,10.0,60.0,10s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-10s_rot-2s.csv,2,TAG_APPLE,9,1800.0,9,,,,3.4438039431444034,1.0,1.0,10.0,2.0,10s,2s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-10s_rot-5min.csv,0,TAG_APPLE,4,1800.0,4,,,,0.8159131525775686,1.0,1.0,10.0,300.0,10s,5min,True,True,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-15s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,900.0,15s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-10s_rot-30s.csv,2,TAG_APPLE,7,1800.0,7,,,,3.214840541681199,1.0,1.0,10.0,30.0,10s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-15s_rot-1min.csv,2,TAG_APPLE,5,1800.0,5,,,,2.8313239413725424,1.0,1.0,15.0,60.0,15s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,5,1800.0,5,,,,2.3539227706532526,1.0,1.0,15.0,10.0,15s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-1min_rot-10s.csv,2,TAG_APPLE,4,1800.0,4,,,,2.3866450316876424,1.0,1.0,60.0,10.0,1min,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-15s_rot-30s.csv,2,TAG_APPLE,6,1800.0,6,,,,2.3804372037211365,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-15s_rot-2s.csv,2,TAG_APPLE,6,1800.0,6,,,,2.982624100186555,1.0,1.0,15.0,2.0,15s,2s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-15s_rot-5min.csv,1,TAG_APPLE,3,3600.0,3,,,,1.1750283421038716,1.0,1.0,15.0,300.0,15s,5min,True,True,True,True,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-1min_rot-1min.csv,1,TAG_APPLE,4,1800.0,4,,,,1.787822286022471,1.0,1.0,60.0,60.0,1min,1min,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-1min_rot-30s.csv,2,TAG_APPLE,3,1800.0,3,,,,2.316099528282965,1.0,1.0,60.0,30.0,1min,30s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,60.0,300.0,1min,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-1min_rot-2s.csv,2,TAG_APPLE,3,1800.0,3,,,,1.7160023836645735,1.0,1.0,60.0,2.0,1min,2s,True,True,True,True,True,True,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-2s_rot-1min.csv,1,TAG_APPLE,5,1800.0,5,,,,5.225563684713002,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-30s_rot-1min.csv,2,TAG_APPLE,6,3600.0,6,,,,2.304094015344566,1.0,1.0,30.0,60.0,30s,1min,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-2s_rot-15min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,2.0,900.0,2s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-2s_rot-10s.csv,2,TAG_APPLE,12,3600.0,12,,,,6.666666622222222,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,7,1800.0,7,,,,3.7123546562950573,1.0,1.0,30.0,10.0,30s,10s,True,True,True,True,True,True,True,True
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-2s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,2.0,300.0,2s,5min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-30s_rot-15min.csv,1,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/Car_Trip/scenarios_car_trip_final__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_041055/scenario_tx-30s_rot-2s.csv,0,TAG_APPLE,11,1800.0,11,,,,2.2488295609590874,1.0,1.0,30.0,2.0,30s,2s,True,True,True,True,True,True,True,True
