file,adv_addr,pdu_type,access_address,pcap_ts,bw_3db_hz,cfo_centroid_hz,cfo_hz,cfo_preaa_hz,cfo_std_hz,cfo_std_hz_sym,cfo_two_stage_coarse_hz,cfo_two_stage_hz,cfo_two_stage_score,gated_len_us,i_std,iq_gain_alpha,iq_phase_deg,mag_mean,psd_centroid_hz,psd_pnr_db,q_std,rise_time_us
pkt_000010.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613511.010376,1086734.6938775512,-16624.28524312915,10593.19533006992,95318.96109420682,559088.625,400796.19829301524,-9750.284177560534,nan,0.4499999999998576,392.0,0.6965959072113037,0.9709144830703735,87.20334515458116,0.8858871459960938,-8562.223080776075,11.621330454233632,0.7174637317657471,0.0
pkt_000011.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613511.010556,1086734.6938775512,-16624.28524312915,10593.19533006992,95318.96109420682,559088.625,400796.19829301524,-9750.284177560534,nan,0.4499999999998576,392.0,0.6965959072113037,0.9709144830703735,87.20334515458116,0.8858871459960938,-8562.223080776075,11.621330454233632,0.7174637317657471,0.0
pkt_000012.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613511.493171,1599489.7959183673,-10232.250944605928,16696.587153573113,3613.198530058287,579195.4375,393233.7088702126,-10263.219283971075,nan,0.39999999999987346,392.0,0.6838497519493103,0.9372646808624268,-71.03521116682677,0.890472948551178,24508.04385710516,11.29397328913802,0.7296228408813477,0.0
pkt_000013.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613512.033636,1686224.4897959186,nan,nan,nan,nan,nan,nan,nan,nan,392.0,0.7038068771362305,0.9907312989234924,-64.49041758165048,0.892399251461029,-63244.42491656087,9.393146790139253,0.7103912830352783,0.0
pkt_000014.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613512.033769,1686224.4897959186,nan,nan,nan,nan,nan,nan,nan,nan,392.0,0.7038068771362305,0.9907312989234924,-64.49041758165048,0.892399251461029,-63244.42491656087,9.393146790139253,0.7103912830352783,0.0
pkt_000015.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613512.617867,821428.5714285715,-16942.14138973323,-9581.555379236213,nan,570894.1875,388765.128538731,-19531.938453750554,4572.842208223898,0.549999999999826,392.0,0.7202146649360657,1.0381454229354858,1.4537706733841242,0.8905512094497681,-31928.563225247704,14.04323452486819,0.6937511563301086,0.0
pkt_000016.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613512.618050,821428.5714285715,-16942.14138973323,-9581.555379236213,nan,570894.1875,388765.128538731,-19531.938453750554,4572.842208223898,0.549999999999826,392.0,0.7202146649360657,1.0381454229354858,1.4537706733841242,0.8905512094497681,-31928.563225247704,14.04323452486819,0.6937511563301086,0.0
pkt_000017.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613513.191621,1910714.285714286,15186.373349709676,7290.122369333773,114483.13432655015,577829.0,410414.68046486337,13132.913876445453,nan,0.4999999999998418,392.0,0.7037355303764343,0.9905323386192322,-50.846845586918086,0.8881426453590393,-37592.73290484376,11.193934492242366,0.7104619741439819,0.0
pkt_000018.fc32,df:62:ef:89:f6:2f,4,8E89BED6,1761613513.191833,1923780.487804878,14346.294077821358,-6955.208905148796,37405.00686741977,578221.0625,413394.31039402005,15594.29679933876,nan,0.39999999999987346,328.0,0.6985204815864563,0.9761461019515991,-59.22782774266813,0.8907424211502075,-39012.623565029986,10.407108406514505,0.7155900597572327,0.0
pkt_000019.fc32,df:62:ef:89:f6:2f,4,8E89BED6,1761613513.191870,1923780.487804878,14346.294077821358,-6955.208905148796,37405.00686741977,578221.0625,413394.31039402005,15594.29679933876,nan,0.39999999999987346,328.0,0.6985204815864563,0.9761461019515991,-59.22782774266813,0.8907424211502075,-39012.623565029986,10.407108406514505,0.7155900597572327,0.0
pkt_000020.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613513.684340,1923469.3877551022,-119.56528269610953,22604.23358172217,nan,570795.625,401555.43356525316,8538.393436126578,35407.28591290963,0.549999999999826,392.0,0.6845033764839172,0.9389496445655823,80.80220406579937,0.8850265145301819,16295.231735655294,10.395623349790785,0.7290096879005432,0.0
pkt_000021.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613513.684454,1923469.3877551022,-119.56528269610953,22604.23358172217,nan,570795.625,401555.43356525316,8538.393436126578,35407.28591290963,0.549999999999826,392.0,0.6845033764839172,0.9389496445655823,80.80220406579937,0.8850265145301819,16295.231735655294,10.395623349790785,0.7290096879005432,0.0
pkt_000022.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613514.171788,10204.081632653062,-123.21115963261366,11683.60182875399,60916.512500705045,568968.3125,399306.68856243085,-12722.378833816854,nan,0.4499999999998576,392.0,0.7087745070457458,1.0047340393066406,-29.924985896103173,0.8866007328033447,6891.005886848715,12.184992050815307,0.7054349184036255,0.5
pkt_000023.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613514.660146,1887755.1020408166,851.6403283437762,-44693.33809079151,-32407.900546624194,571158.0625,381670.2812595695,7557.701994684663,nan,0.3499999999998893,392.0,0.7005914449691772,0.9818218350410461,-75.28513439935665,0.8951929807662964,-55131.12076516323,10.467696239596194,0.7135627269744873,0.5
pkt_000024.fc32,df:62:ef:89:f6:2f,4,8E89BED6,1761613514.660338,1887195.1219512194,nan,nan,nan,nan,nan,nan,nan,nan,328.0,0.7000547647476196,0.9803464412689209,-69.9836415938419,0.8956429362297058,-55022.80445293678,9.687961345121412,0.7140891551971436,0.0
pkt_000025.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613515.130930,1823979.591836735,-7807.53543742711,-26028.90228953387,-112122.01382146751,567598.875,399031.8211798089,-10991.013406626065,nan,0.39999999999987346,392.0,0.7064434289932251,0.9981263875961304,47.35962464137551,0.8888770937919617,43007.677618289665,10.604382359659695,0.707769513130188,1.0
pkt_000026.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613515.131042,1823979.591836735,-7807.53543742711,-26028.90228953387,-112122.01382146751,567598.875,399031.8211798089,-10991.013406626065,nan,0.39999999999987346,392.0,0.7064434289932251,0.9981263875961304,47.35962464137551,0.8888770937919617,43007.677618289665,10.604382359659695,0.707769513130188,1.0
pkt_000027.fc32,df:62:ef:89:f6:2f,0,8E89BED6,1761613515.609894,1153061.224489796,8697.91759960139,-26201.827026801744,71423.61068753415,561611.0,401353.0361100189,9273.638847625569,nan,0.4999999999998418,392.0,0.7090964317321777,1.0056514739990234,21.271847068749263,0.8837979435920715,25587.744661618082,10.481348466369898,0.7051115036010742,0.5
