src_file,cluster,dev_type,segments,duration_cov,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,tx_s,rot_s,tx_tok,rot_tok,pass_dens_ge_0.5,pass_dens_ge_0.7,pass_dens_ge_0.9,pass_dens_ge_1.1,pass_dens_ge_1.3,pass_dens_ge_1.5,pass_dens_ge_1.8,pass_dens_ge_2.0
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219fe__20260130_042621/scenario_tx-2s_rot-2s.csv,4,TAG_APPLE,14,1800.0,14,,,,1.3289052128881922,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,True,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219fe__20260130_042621/scenario_tx-30s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,9,1800.0,9,,,,0.717934314124005,1.0,1.0,10.0,10.0,10s,10s,True,True,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219fe__20260130_042621/scenario_tx-30s_rot-2s.csv,5,TAG_APPLE,5,1800.0,5,,,,0.994650199995534,1.0,1.0,30.0,2.0,30s,2s,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-10s_rot-30s.csv,2,TAG_APPLE,5,1800.0,5,,,,0.40475579626364816,1.0,1.0,10.0,30.0,10s,30s,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219fe__20260130_042621/scenario_tx-30s_rot-30s.csv,2,TAG_APPLE,5,1800.0,5,,,,0.9607068555691268,1.0,1.0,30.0,30.0,30s,30s,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-10s_rot-2s.csv,2,TAG_APPLE,5,1800.0,5,,,,0.5519907293817313,1.0,1.0,10.0,2.0,10s,2s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-15s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,900.0,15s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-10s_rot-5min.csv,1,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,10.0,300.0,10s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-15s_rot-5min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,300.0,15s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-1min_rot-10s.csv,0,TAG_APPLE,4,1800.0,4,,,,0.5139125870056706,1.0,1.0,60.0,10.0,1min,10s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-15s_rot-1min.csv,0,TAG_APPLE,4,1800.0,4,,,,0.583764198221222,1.0,1.0,15.0,60.0,15s,1min,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-1min_rot-1min.csv,0,TAG_APPLE,4,1800.0,4,,,,0.5139125870056706,1.0,1.0,60.0,60.0,1min,1min,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,5,1800.0,5,,,,0.5962742524502794,1.0,1.0,15.0,10.0,15s,10s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-1min_rot-15min.csv,6,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-15s_rot-2s.csv,5,TAG_APPLE,4,3600.0,4,,,,0.5099871604827008,1.0,1.0,15.0,2.0,15s,2s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-1min_rot-30s.csv,0,TAG_APPLE,4,1800.0,4,,,,0.5139125870056706,1.0,1.0,60.0,30.0,1min,30s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-15s_rot-30s.csv,4,TAG_APPLE,5,1800.0,5,,,,0.6892852774266596,1.0,1.0,15.0,30.0,15s,30s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-1min_rot-5min.csv,0,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,300.0,1min,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-1min_rot-2s.csv,0,TAG_APPLE,4,1800.0,4,,,,0.5139125870056706,1.0,1.0,60.0,2.0,1min,2s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-2s_rot-15min.csv,1,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,2.0,900.0,2s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-2s_rot-1min.csv,8,TAG_APPLE,5,1800.0,5,,,,1.5163309724830065,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-2s_rot-30s.csv,0,TAG_APPLE,7,1800.0,7,,,,0.8049675221233584,1.0,1.0,2.0,30.0,2s,30s,True,True,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-30s_rot-1min.csv,0,TAG_APPLE,4,1800.0,4,,,,0.5844597523446942,1.0,1.0,30.0,60.0,30s,1min,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-30s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-2s_rot-5min.csv,1,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,2.0,300.0,2s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-2s_rot-10s.csv,3,TAG_APPLE,3,1800.0,3,,,,0.7508255255214633,1.0,1.0,2.0,10.0,2s,10s,True,True,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-10s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,10.0,900.0,10s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,4,1800.0,4,,,,0.7488270400709669,1.0,1.0,30.0,10.0,30s,10s,True,True,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-30s_rot-30s.csv,1,TAG_APPLE,4,1800.0,4,,,,0.6671915602994127,1.0,1.0,30.0,30.0,30s,30s,True,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-30s_rot-2s.csv,2,TAG_APPLE,4,1800.0,4,,,,0.748827040070967,1.0,1.0,30.0,2.0,30s,2s,True,True,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-10s_rot-1min.csv,0,TAG_APPLE,5,1800.0,5,,,,5.358304765096693,1.0,1.0,10.0,60.0,10s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-10s_rot-2s.csv,4,TAG_APPLE,23,1800.0,23,,,,5.5070891501006285,1.0,1.0,10.0,2.0,10s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-10s_rot-5min.csv,2,TAG_APPLE,3,1800.0,3,,,,1.38125694236148,1.0,1.0,10.0,300.0,10s,5min,True,True,True,True,True,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,19,1800.0,19,,,,4.696213991401164,1.0,1.0,10.0,10.0,10s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-10s_rot-30s.csv,2,TAG_APPLE,12,1800.0,12,,,,5.8805699883337965,1.0,1.0,10.0,30.0,10s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv1_apple0_google0_samsung0_tile0__advtag-4c001219ff__20260130_042605/scenario_tx-2s_rot-2s.csv,0,TAG_APPLE,11,1800.0,11,,,,1.0415263958607308,1.0,1.0,2.0,2.0,2s,2s,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-15s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,900.0,15s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,21,1800.0,21,,,,4.789081886324208,1.0,1.0,15.0,10.0,15s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-15s_rot-1min.csv,1,TAG_APPLE,6,1800.0,6,,,,4.764554303437749,1.0,1.0,15.0,60.0,15s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-15s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,15.0,300.0,15s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-1min_rot-10s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.8574612758012314,1.0,1.0,60.0,10.0,1min,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-15s_rot-30s.csv,0,TAG_APPLE,8,1800.0,8,,,,6.411993429453714,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-1min_rot-2s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.8574612758012297,1.0,1.0,60.0,2.0,1min,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-1min_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,3.881258024897295,1.0,1.0,60.0,60.0,1min,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-1min_rot-30s.csv,0,TAG_APPLE,5,1800.0,5,,,,2.4264311683032367,1.0,1.0,60.0,30.0,1min,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-15s_rot-2s.csv,2,TAG_APPLE,15,1800.0,15,,,,5.139691790864328,1.0,1.0,15.0,2.0,15s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-2s_rot-15min.csv,1,TAG_APPLE,3,3600.0,2,,,,1.400008882067272,1.0,1.0,2.0,900.0,2s,15min,True,True,True,True,True,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-1min_rot-5min.csv,2,TAG_APPLE,3,1800.0,3,,,,1.2616121986570532,1.0,1.0,60.0,300.0,1min,5min,True,True,True,True,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-30s_rot-1min.csv,1,TAG_APPLE,4,1800.0,4,,,,3.4674032819399256,1.0,1.0,30.0,60.0,30s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-2s_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,6.666666622222222,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-2s_rot-5min.csv,2,TAG_APPLE,4,3600.0,3,,,,1.729578990193009,1.0,1.0,2.0,300.0,2s,5min,True,True,True,True,True,True,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-30s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,8,1800.0,8,,,,5.089836221287889,1.0,1.0,30.0,10.0,30s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-2s_rot-10s.csv,1,TAG_APPLE,9,1800.0,9,,,,6.492110269729385,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-2s_rot-30s.csv,2,TAG_APPLE,11,1800.0,11,,,,6.666666622222222,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-10s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,10.0,900.0,10s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-30s_rot-2s.csv,2,TAG_APPLE,9,1800.0,9,,,,5.226861192505543,1.0,1.0,30.0,2.0,30s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-30s_rot-30s.csv,2,TAG_APPLE,8,1800.0,8,,,,5.904770724391263,1.0,1.0,30.0,30.0,30s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-10s_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,4.703498749576271,1.0,1.0,10.0,60.0,10s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-15s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,15.0,900.0,15s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-10s_rot-5min.csv,2,TAG_APPLE,3,3600.0,3,,,,1.2212670589631822,1.0,1.0,10.0,300.0,10s,5min,True,True,True,True,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv2_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd__20260130_042717/scenario_tx-2s_rot-2s.csv,2,TAG_APPLE,13,1800.0,13,,,,6.666666622222222,1.0,1.0,2.0,2.0,2s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-10s_rot-30s.csv,2,TAG_APPLE,12,3600.0,12,,,,4.395895806477126,1.0,1.0,10.0,30.0,10s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-10s_rot-2s.csv,2,TAG_APPLE,16,1800.0,16,,,,4.963723529932441,1.0,1.0,10.0,2.0,10s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,15,1800.0,15,,,,5.108831388557637,1.0,1.0,10.0,10.0,10s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-15s_rot-10s.csv,2,TAG_APPLE,13,1800.0,13,,,,5.7437628066207855,1.0,1.0,15.0,10.0,15s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-15s_rot-30s.csv,2,TAG_APPLE,12,1800.0,12,,,,5.209899806347476,1.0,1.0,15.0,30.0,15s,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-15s_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,4.393409954608611,1.0,1.0,15.0,60.0,15s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-1min_rot-2s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.55824621647266,1.0,1.0,60.0,2.0,1min,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-15s_rot-2s.csv,2,TAG_APPLE,13,1800.0,13,,,,5.3024478367758245,1.0,1.0,15.0,2.0,15s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-1min_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,60.0,900.0,1min,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-15s_rot-5min.csv,2,TAG_APPLE,3,1800.0,3,,,,1.4321818038408534,1.0,1.0,15.0,300.0,15s,5min,True,True,True,True,True,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-1min_rot-10s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.534205960718352,1.0,1.0,60.0,10.0,1min,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-1min_rot-30s.csv,2,TAG_APPLE,6,1800.0,6,,,,3.534205960718353,1.0,1.0,60.0,30.0,1min,30s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-2s_rot-15min.csv,1,TAG_APPLE,3,3600.0,2,,,,1.390401436866201,1.0,1.0,2.0,900.0,2s,15min,True,True,True,True,True,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-1min_rot-5min.csv,0,TAG_APPLE,3,1800.0,3,,,,1.0738102440074586,1.0,1.0,60.0,300.0,1min,5min,True,True,True,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-1min_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,2.7044349604560036,1.0,1.0,60.0,60.0,1min,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-2s_rot-5min.csv,2,TAG_APPLE,4,3600.0,3,,,,1.7154890455610883,1.0,1.0,2.0,300.0,2s,5min,True,True,True,True,True,True,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-2s_rot-1min.csv,4,TAG_APPLE,6,1800.0,6,,,,6.666666622222222,1.0,1.0,2.0,60.0,2s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-30s_rot-10s.csv,2,TAG_APPLE,9,1800.0,9,,,,4.777728794473353,1.0,1.0,30.0,10.0,30s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-30s_rot-15min.csv,2,TAG_APPLE,1,1800.0,1,,,,0.0,1.0,1.0,30.0,900.0,30s,15min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-30s_rot-1min.csv,2,TAG_APPLE,6,1800.0,6,,,,3.694998857145002,1.0,1.0,30.0,60.0,30s,1min,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-2s_rot-10s.csv,9,TAG_APPLE,13,1800.0,13,,,,5.843930429034886,1.0,1.0,2.0,10.0,2s,10s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-30s_rot-5min.csv,2,TAG_APPLE,2,1800.0,2,,,,0.0,1.0,1.0,30.0,300.0,30s,5min,False,False,False,False,False,False,False,False
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-30s_rot-2s.csv,2,TAG_APPLE,11,1800.0,11,,,,3.717177283739508,1.0,1.0,30.0,2.0,30s,2s,True,True,True,True,True,True,True,True
controlled/WtoH/scenarios_Work_to_home__adv3_apple0_google0_samsung0_tile0__advtag-4c001219fc-4c001219fd-4c001219fe__20260130_042745/scenario_tx-2s_rot-30s.csv,2,TAG_APPLE,9,1800.0,9,,,,6.666666622222222,1.0,1.0,2.0,30.0,2s,30s,True,True,True,True,True,True,True,True
