pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz
92017,1769215616.349099159,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-16340.159807,3763.116756,-16340.161093,361729.034899,280132.131558,0.995968,48.765107,1.000000,5599.404846,22.943957,372222.222222,360.000000,5763.536621,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,20220.113281,31802.937500,1451604962,1451605682,-14032.454728,21316.311670,-34187.221306,-36543.186882
92046,1769215616.615517139,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c00d2,-5420.572572,3905.532497,-5420.572363,368694.878380,286588.072016,1.044580,-33.197566,2.500000,17155.573203,21.941543,329787.234043,376.000000,3533.390137,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-26253.726562,8169.416016,1451999195,1451999947,12220.108010,-39035.286002,-15886.307035,32839.809356
92047,1769215616.650992632,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c00d2,-5855.694977,3546.674757,-5855.693550,368286.118474,277790.706516,1.043381,-33.285556,2.500000,17015.882445,21.875278,329787.234043,376.000000,3551.313232,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-26253.726562,8088.851562,1451999196,1451999948,3263.641485,-44480.761967,34665.616137,-4994.761676
92048,1769215616.684950590,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0174,6098.895982,2478.088688,6098.895075,333867.068468,265321.099110,1.068196,-23.838631,3.000000,5404.655838,24.112746,228723.404255,376.000000,2403.313477,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-828.039246,8350.173828,1452018085,1452018837,7711.593728,-7242.708338,-21627.349779,18097.087131
92055,1769215616.728240967,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,5311.672633,3656.352205,5311.672668,330549.874351,242821.122034,1.011763,41.497411,3.000000,23810.365939,24.043225,167553.191489,376.000000,-735.603577,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,8141.385742,1328.657837,1452154275,1452155027,18859.502650,-14995.572730,-7892.803623,-3432.716575
92056,1769215616.762812376,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,5069.131926,3622.657459,5069.132299,330071.126255,253690.210033,1.009697,42.105501,3.000000,23727.428340,24.036858,167553.191489,376.000000,-380.370331,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,4038.810547,1350.203735,1452154276,1452155028,17261.094727,-15622.965826,-6083.408746,-1701.448355
92061,1769215616.812317133,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7039.808871,10512.948789,7039.809831,333938.273149,244511.668973,1.014175,-36.475536,3.500000,24362.157596,22.804067,223404.255319,376.000000,3863.549316,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,90576.031250,30455.777344,1452322222,1452322974,50003.685323,-1266.785467,-32894.931086,17267.403577
92062,1769215616.844115973,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7317.109288,10553.299364,7317.111914,333844.285847,263650.329397,1.013744,-36.394364,3.500000,24300.290641,22.784237,223404.255319,376.000000,3596.937988,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,90576.031250,30286.707031,1452322223,1452322975,49646.864880,1972.699682,402.600825,-21478.727526
92071,1769215616.884777546,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe02005b24f1eebad162410303edfe,19110.340280,1966.600721,19110.339345,294381.506144,208136.364890,0.995046,-68.165550,35.000000,3437.267479,22.967767,351351.351351,296.000000,11400.842773,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,19825.468750,3910.137939,1452394247,1452394839,-7669.930435,42327.827724,13467.626034,30944.273682
92072,1769215616.906499863,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe02005b24f1eebad162410303edfe,19529.695412,1651.933445,19529.695358,292255.499629,241512.761720,0.996724,-62.420690,35.000000,3146.434472,22.995627,351351.351351,296.000000,11169.374023,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,24653.695312,3940.023682,1452394248,1452394840,-17322.314237,46532.835987,42093.807817,13534.408395
92076,1769215617.137862206,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-39070.140068,-4473.509798,-39070.140855,319203.549413,239642.858845,0.977033,-71.954635,1.000000,-35449.709581,21.098149,400000.000000,360.000000,-12948.137695,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-30874.814453,-25928.166016,1452527482,1452528202,-34674.760393,-63341.649552,-5977.475756,-37530.211897
92081,1769215617.183732271,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe416ceeb2282295bdcb574e7864e8a886321c9645386f,-17377.029477,8761.142421,-17377.030185,356433.462463,275458.483628,0.991490,56.876314,0.500000,-11410.910554,22.002609,413888.888889,360.000000,6162.057617,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-19763.919922,-24791.855469,1452636281,1452637001,-14598.824524,-2033.953464,-41406.408252,-17861.863426
92086,1769215617.217852592,37,0,7C:FA:1A:B4:51:B2,8E89BED6,SAMSUNG,b251b41afa7c02010403025afd17165afd1320f9026916370c7f287488a70000001dbece01,16159.054791,4702.237689,16159.054554,361317.639981,260314.558563,0.886114,-74.856381,2.500000,27686.422722,23.014904,242021.276596,376.000000,14772.178711,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,83592.179688,14176.200195,1452686762,1452687514,5977.511591,25188.597746,-18554.080939,40144.160215
92087,1769215617.249564648,37,0,7C:FA:1A:B4:51:B2,8E89BED6,SAMSUNG,b251b41afa7c02010403025afd17165afd1320f9026916370c7f287488a70000001dbece01,16514.447687,4824.998852,16514.449139,360565.853035,270558.019500,0.885344,-74.679402,2.500000,27498.910683,23.034468,242021.276596,376.000000,14586.520508,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,83592.179688,14075.588867,1452686763,1452687515,5178.932509,3632.004442,17334.039345,34124.032267
92105,1769215617.558861017,37,0,EE:D4:8A:27:EA:99,8E89BED6,APPLE,99ea278ad4ee1eff4c00121960839bf948c739a2645808f21fedb7edfc3df340a9b51f03a7,-18715.144739,9569.828301,-18715.145871,320471.156833,264678.811661,0.995726,-67.855853,26.500000,-8703.166173,18.390848,327127.659574,376.000000,6122.206055,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-21210.269531,-26021.611328,1453183862,1453184614,-66527.773641,5006.558011,-35038.445514,18041.850749
92119,1769215617.622324467,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe41af4c0acac3db560680984461c6fc0e8607ff9362b4,-39665.563592,4981.325370,-39665.564344,221608.970578,194004.930146,0.984786,78.127906,102.000000,-28566.506461,20.569833,436111.111111,360.000000,-1910.030273,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-25129.890625,-31994.845703,1453488845,1453489565,-10989.624144,-59601.580185,-41683.981852,-20833.823965
92125,1769215617.872067690,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070335,-18593.702361,11811.327258,-18593.701187,353335.710606,277110.261545,0.993317,-48.704858,23.500000,-12247.946307,18.894195,593085.106383,376.000000,17176.417969,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-67152.289062,-17381.656250,1453636757,1453637509,-16072.892325,-79035.308779,-13302.983402,38081.560223
92126,1769215617.906489611,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070335,-18044.372177,11811.960313,-18044.372772,353466.457055,281439.527947,0.992712,-49.157652,23.500000,-11961.059194,18.892446,593085.106383,376.000000,17535.976562,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-67152.289062,-17388.312500,1453636758,1453637510,7263.055281,-96189.690771,-17517.385691,38596.213452
92131,1769215617.953396559,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe418fb4664c8d15d1b755646afcf5cf6156297bb88b8e,9687.256796,5040.284052,9687.256444,348525.642593,276118.934195,0.989932,57.331395,0.500000,10715.107409,21.844191,330555.555556,360.000000,9169.247070,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,2978.575928,20634.738281,1453795149,1453795869,-29082.014192,35443.952317,-8373.780126,20898.724301
92135,1769215617.985544205,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe4135056078b02095618c56afc74e99e4f9d860776b6d,13481.772443,9868.030963,13481.772667,350443.088334,269137.123821,1.024370,30.769775,0.500000,29416.191297,22.678625,302777.777778,360.000000,14620.739258,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,67987.320312,2439.146240,1453806230,1453806950,21409.584693,19426.011670,8539.798373,7319.706936
92136,1769215618.016215324,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe4135056078b02095618c56afc74e99e4f9d860776b6d,13967.337065,9895.900813,13967.336993,350513.063229,279481.654408,1.022361,31.610703,0.500000,29236.189176,22.707918,302777.777778,360.000000,15050.258789,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,68166.648438,2540.103516,1453806231,1453806951,10630.873400,25998.720406,16340.439946,5490.488886
92144,1769215618.052123308,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe0200ee1d99f12647c3560303edfe,17324.162947,17640.863862,17324.163427,285674.326710,235964.423443,0.946856,70.648144,0.000000,11022.684017,23.242430,97972.972973,296.000000,25582.312500,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,10673.289062,7504.273438,1453880398,1453880990,9876.511059,39340.928979,-12191.324393,22465.084825
92154,1769215618.288705587,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee12005e,12733.198812,11916.437635,12733.197473,351998.150365,257357.362826,1.114105,3.294654,2.500000,34776.508879,23.578025,77127.659574,376.000000,4810.664062,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,4738.527344,23211.929688,1454005213,1454005965,49362.404927,-20161.975712,27371.681196,-5280.200932
92156,1769215618.338627100,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f025f,4213.030378,480.786005,4213.029477,303975.714133,241172.725289,0.936291,69.957858,110.000000,423.464434,22.026441,492021.276596,376.000000,3591.977295,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-17816.740234,-7684.828613,1454039996,1454040748,3871.557647,-20328.582451,27907.594644,27230.702360
92157,1769215618.385546923,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0024,-3339.199143,3616.876425,-3339.198646,353355.751251,266483.798665,1.013226,40.127253,2.000000,7855.470868,20.363033,401595.744681,376.000000,-2957.561523,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-32220.996094,4676.764160,1454075251,1454076003,-4844.440064,-13988.433707,-10753.331004,28212.222519
92158,1769215618.421304464,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0024,-3538.691528,3699.172810,-3538.691460,353303.118547,265435.888882,1.012021,40.638649,2.000000,7718.416273,20.356852,401595.744681,376.000000,-3001.859131,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-32504.328125,4679.561035,1454075252,1454076004,20103.734294,-18664.409972,-27120.584241,16282.737423
92169,1769215618.468275309,37,0,EB:EE:5F:EC:7E:75,8E89BED6,APPLE,757eec5feeeb1eff4c00121960435293f60f12d3264f96a037a021ea02ff3a1288e6470026,-30013.421933,14332.256008,-30013.420213,327042.114881,243812.702447,0.970608,84.055692,101.500000,-9168.499727,18.785827,497340.425532,376.000000,3237.116211,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-80686.515625,-25356.964844,1454250718,1454251470,-2134.935019,-118964.032424,-21034.316537,9455.191562
92175,1769215618.508678675,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d02dc,32947.689976,12467.464710,32947.689213,362152.597000,261301.686163,1.033976,-11.680429,2.500000,41645.593086,23.380947,127659.574468,376.000000,14801.940430,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,61086.878906,40588.648438,1454355612,1454356364,50118.760745,9628.327856,25522.937830,52663.776149
92176,1769215618.540567636,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d02dc,32420.133996,12180.494579,32420.133631,361046.508481,284476.279846,1.035216,-12.271583,2.500000,41489.929667,23.331525,127659.574468,376.000000,14513.454102,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,57927.410156,40504.613281,1454355613,1454356365,50364.194891,13344.814394,49827.947858,26937.893660
92179,1769215618.577144384,37,0,77:73:13:B4:AE:3D,8E89BED6,SAMSUNG,3daeb413737702010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,19958.102788,8531.977831,19958.102391,357917.892266,258561.676188,1.033776,14.826653,2.500000,29490.778292,23.848387,170212.765957,376.000000,19249.324219,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,52093.500000,14295.425781,1454406372,1454407124,-17202.257419,53717.655844,23868.152945,47512.708691
92180,1769215618.611919165,37,0,77:73:13:B4:AE:3D,8E89BED6,SAMSUNG,3daeb413737702010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,20511.307898,8392.458754,20511.307881,357320.546295,259486.067118,1.034233,13.260109,2.500000,29296.204139,23.862773,170212.765957,376.000000,19684.605469,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,52093.500000,14267.131836,1454406373,1454407125,-5572.124689,41302.886459,10449.960047,50751.993883
92185,1769215618.872823000,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e5550218,15286.127029,14242.121957,15286.126702,337187.678925,240931.431737,0.996794,-50.244221,122.500000,23198.371501,24.045891,263297.872340,376.000000,9290.768555,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,31731.429688,18927.687500,1454499566,1454500318,-31841.622737,-9347.380915,76639.295280,32277.477277
92189,1769215618.931216955,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe02002844586d7f3a7bdb,13757.782022,-3252.630618,13757.781505,279039.516387,227182.451642,1.107865,-9.372864,2.500000,4339.864059,22.285529,364864.864865,296.000000,14638.785156,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,2441.844482,6873.145508,1454579825,1454580417,-33811.290925,19297.738065,12781.428968,49660.179147
92198,1769215618.966998577,37,0,68:30:1D:7C:41:D8,8E89BED6,SAMSUNG,d8417c1d306802010403025afd17165afd1320f9028bfe1e2f4130e4aba70000008d63d536,-5376.274069,-571.665175,-5376.273276,388224.776801,293495.955561,0.992682,48.990018,2.500000,12157.466510,24.156714,146276.595745,376.000000,10677.699219,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-21179.728516,-6354.876953,1454733423,1454734175,-42027.260823,11812.470807,22329.307996,27020.461689
92199,1769215618.999634504,37,0,68:30:1D:7C:41:D8,8E89BED6,SAMSUNG,d8417c1d306802010403025afd17165afd1320f9028bfe1e2f4130e4aba70000008d63d536,-4896.320992,-660.296614,-4896.321765,388287.286974,301405.214264,0.990790,50.102271,2.500000,11968.631652,24.171206,146276.595745,376.000000,10303.768555,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-21179.728516,-6345.557617,1454733424,1454734176,-30385.573413,29401.627302,6145.130539,3601.352639
92212,1769215619.250830412,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41995b27562a548df6d8cb869a2bb7c10da20dd5a0dd,-7634.179676,8836.482093,-7634.179968,356042.968189,266498.527888,0.968634,-75.970679,1.000000,6384.579997,20.830934,416666.666667,360.000000,6851.932617,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,14815.546875,5201.108887,1455020988,1455021708,-21306.615764,-25757.787813,23009.300623,-8900.156652
92213,1769215619.283337355,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41995b27562a548df6d8cb869a2bb7c10da20dd5a0dd,-7785.114093,8697.286193,-7785.113765,354556.496234,280978.092845,0.970532,-75.116693,1.000000,6247.815140,21.004322,416666.666667,360.000000,6792.155273,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,13539.032227,5058.140625,1455020989,1455021709,-15217.687989,-4551.021841,-2792.006724,-6976.082756
92220,1769215619.326902390,37,0,44:12:9F:AF:95:41,8E89BED6,SAMSUNG,4195af9f124402010403025afd17165afd1320f902b8d92caa6cfd96a2a7000000d1b0d23e,-1113.584819,5905.286925,-1113.585235,349793.199547,275883.791958,0.996540,-49.108270,2.500000,10324.557140,23.069910,327127.659574,376.000000,10836.845703,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,6244.715820,9692.263672,1455187968,1455188720,-26903.987592,31093.003354,19456.529478,-8931.670099
92238,1769215619.595558882,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90262,7777.306047,3141.396210,7777.306118,279165.531162,216662.441831,1.040295,26.185942,94.500000,18392.485483,24.451189,329787.234043,376.000000,4133.191406,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-73280.851562,-32396.939453,1455592119,1455592871,13496.095870,12067.610835,-6870.957771,23936.019355
92239,1769215619.630803823,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90262,7385.250980,3071.184320,7385.250731,279252.324838,230417.956735,1.038855,26.530022,94.500000,18383.532501,24.431810,329787.234043,376.000000,4066.215088,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-73645.195312,-32014.468750,1455592120,1455592872,19042.176119,11673.444305,-833.534808,11036.070084
92242,1769215619.673449516,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-15952.675067,3854.672267,-15952.675964,346114.406352,253599.671429,0.966858,74.185115,1.000000,6493.528101,22.334503,372222.222222,360.000000,6466.858887,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-23683.761719,-2255.396973,1455617282,1455618002,-16710.473642,8365.554730,-5726.168850,-41607.592667
92243,1769215619.705079079,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-15594.391277,3945.160772,-15594.390328,346125.702951,277427.320130,0.967696,75.013268,1.000000,6338.290693,22.354673,372222.222222,360.000000,5957.230469,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-21781.626953,-2372.475586,1455617283,1455618003,-13849.190032,22071.537344,-33632.388526,-34653.833274
92255,1769215619.963201046,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c00d2,-5417.902486,3877.369661,-5417.902154,339398.899566,245135.791668,0.900771,-80.449124,2.000000,16868.880772,22.162786,329787.234043,376.000000,2017.220947,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-4275.557129,12683.241211,1456000616,1456001368,12685.248982,-41172.089842,-7199.747180,26086.991278
92257,1769215619.997647047,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0174,6255.750857,1679.061529,6255.750693,194792.221119,169670.293785,1.099200,-6.013047,96.500000,6088.604177,24.034445,231382.978723,376.000000,1902.242920,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,0.000000,10147.385742,1456027161,1456027913,8171.906106,-7661.942501,-21092.578348,19563.712983
92260,1769215620.049861670,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,5474.109506,4315.667962,5474.109133,358247.411490,268078.814695,0.947616,-65.004136,2.500000,23828.857878,24.123230,167553.191489,376.000000,-295.959381,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,23306.775391,9194.313477,1456167166,1456167918,16474.857607,-9929.458802,-6754.242146,-5718.195025
92261,1769215620.082486391,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,5302.296484,4260.588982,5302.295588,356713.191963,258497.995942,0.949495,-64.342544,2.500000,23738.611366,24.125137,167553.191489,376.000000,107.525398,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,23306.775391,9163.406250,1456167167,1456167919,14868.108213,-12175.508805,-6331.084683,-1111.159880
92264,1769215620.130378485,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7344.899179,12148.832104,7344.898495,342006.175611,270407.785824,0.955321,-89.903025,4.000000,24478.276163,23.063883,215425.531915,376.000000,4687.904297,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,12580.458984,11192.558594,1456329814,1456330566,51999.720753,-2628.255292,-31663.437257,14750.525475
92265,1769215620.165507078,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7735.047535,12190.716862,7735.047105,340363.878335,277191.344824,0.957122,89.905669,4.000000,24418.846410,23.015315,215425.531915,376.000000,4451.414062,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,12580.458984,11203.150391,1456329815,1456330567,48925.071803,983.065378,7097.565342,-24976.448830
92268,1769215620.204498768,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe02005b24f1eebad162410303edfe,18575.741003,2613.946755,18575.741913,300057.424177,236657.372348,1.002428,35.050563,36.500000,3901.747357,21.931445,351351.351351,296.000000,12783.719727,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-53086.882812,3162.420898,1456400550,1456401142,-8797.247120,41324.139339,16032.289802,28174.399923
92269,1769215620.228117228,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe02005b24f1eebad162410303edfe,19033.972542,2305.799359,19033.973401,300191.358858,263294.048346,1.003981,30.753211,36.500000,3604.413848,22.002625,351351.351351,296.000000,12600.519531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-53086.882812,3188.264160,1456400551,1456401143,-17226.283994,46462.536356,46162.354547,7508.541315
92278,1769215620.471061707,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-39490.128707,-4553.649286,-39490.128244,338437.386908,250821.489398,1.029411,-4.371824,1.000000,-36207.932522,20.774312,375000.000000,360.000000,-13764.208984,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-86235.226562,-35110.753906,1456539638,1456540358,-34987.306282,-65911.000601,-3681.896431,-40144.030682
92279,1769215620.501838684,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-40019.725802,-4239.401344,-40019.723606,336682.833477,260795.330307,1.028445,-2.658132,1.000000,-36381.467310,20.782388,375000.000000,360.000000,-14030.081055,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-86235.226562,-35087.875000,1456539639,1456540359,-25245.365055,-55577.446196,-37282.939024,-23454.601970
92282,1769215620.539513588,37,0,7C:FA:1A:B4:51:B2,8E89BED6,SAMSUNG,b251b41afa7c02010403025afd17165afd1320f9026916370c7f287488a70000001dbece01,16404.540432,4792.865705,16404.539432,315723.823929,236757.107707,1.149540,-3.997010,2.500000,28029.496462,22.831968,242021.276596,376.000000,13984.568359,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,19003.191406,3453.420898,1456627301,1456628053,6320.086985,19399.943842,-9917.139748,39292.360321
92283,1769215620.573510647,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe416ceeb2282295bdcb574e7864e8a886321c9645386f,-17483.799675,9164.074704,-17483.800777,354584.638767,270019.668512,0.990385,-58.695584,1.000000,-11229.421273,21.983829,413888.888889,360.000000,6342.383301,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-5835.760254,-7057.158203,1456647697,1456648417,-18098.384560,809.635476,-40162.868555,-17983.670708
