idx	AdvA	status	method	crc_calc_orig_hex	crc_rx_hex	fix_pos	fix_bit	hp_msb_hex_fixed_or_padded	crc_field_msb_hex_shifted	pad_bits
0	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	130363	687a3a					
1	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
2	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
3	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	ff9482	4bd8db					
4	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	9e4b9c	c7c7a1					
5	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	bed087	372bcd					
6	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	573ecc	11e0c1					
7	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	edd110	be2ec8					
8	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	47787f	531ac6					
9	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
10	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	61cfd9	e4f30b					
11	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	f11432	771cf1					
12	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
13	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	b140e1	b140e1					
14	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2a6d9c	2a6d9c					
15	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	f02d1e	9c2b70					
16	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
17	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
18	49:7C:5C:25:81:75	ORIG_OK	ORIG_OK	0cb774	0cb774					
19	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	520513	41006d					
20	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	071675	577489					
21	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	91fdda	4bd8db					
22	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	5dd250	1dd252					
23	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	556b54	ed584d					
24	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	1bacd1	c7d9a1					
25	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
26	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	6856ad	11e0c1					
27	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	e8d9f2	7ebd5f					
28	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	f61ac1	4a1c41					
29	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
30	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e4f30b	e4f30b					
31	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	0213eb	771cf1					
32	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
33	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
34	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	03dfa7	5707a0					
35	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	2a8d48	2a6d9c					
36	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
37	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	85f766	85f486					
38	D0:6D:78:47:3B:0F	CRC_BAD	UNFIXED	f4438b	52d62e					
39	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	8fa84e	6c7a3e					
40	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	fca7ab	2d9a79					
41	43:AE:D7:0A:47:DF	CRC_BAD	UNFIXED	bb0e96	577489					
42	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	87c236	4bd8db					
43	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c7d1a1	c7d1a1					
44	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	239368	30bfc1					
45	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
46	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	72da5e	e2da5e					
47	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	5cc60b	43a866					
48	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	78fb0b	e22809					
49	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	9e43ca	42917a					
50	7D:C9:C0:BD:85:33	CRC_BAD	UNFIXED	3cf808	771cf1					
51	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	035aed	fae2ed					
52	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	cc53c3	3b9351					
53	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c9c7f2	c9c7f2					
54	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	c1f30c	5707a0					
55	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	ab96d9	2a6d9c					
56	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
57	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	4ec441	85f766					
58	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	565bde	52d62e					
59	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	141da0	6c7a3e					
60	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	bc0423	0ebfcb					
61	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
62	49:7C:5C:25:81:75	CRC_BAD	UNFIXED	c9b897	0cb774					
63	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	562929	577489					
64	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	736513	41006d					
65	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	77ff7d	372bcd					
66	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	01d5ed	11e0c1					
67	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
68	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	be2ee8	b2aae8					
69	52:5C:3A:99:8A:A9	CRC_BAD	UNFIXED	c3f92b	72da5e					
70	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
71	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e4f30b	e4f30b					
72	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
73		CRC_BAD	UNFIXED	178321	fae2ed					
74	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	2f8923	3a1313					
75	F6:72:62:ED:12:3D	CRC_BAD	UNFIXED	b13ea2	2a6d9c					
76	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	deb3a7	6c7a3e					
77	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	52c6fa	2ab8ce					
78	49:7C:5C:25:81:75	CRC_BAD	UNFIXED	0cb774	0cb775					
79	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	72c9a2	577489					
80	FC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	ece4f3	4bd8db					
81	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	3e3ec0	5dd250					
82	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	f769d3	ed584d					
83	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	d32e5f	c7d1a1					
84	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	a138f9	1f57db					
85	E9:5A:FB:9E:86:7C	CRC_BAD	UNFIXED	33d3ae	11e0c1					
86	F4:0A:68:DC:6E:C0	CRC_BAD	UNFIXED	013fc8	7ebd5f					
87	D5:30:D6:9E:D7:F2	ORIG_OK	ORIG_OK	cbf445	cbf445					
88	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	7dc148	be2ee8					
89	52:5C:3A:99:FA:AB	CRC_BAD	UNFIXED	cbbf1a	72da5e					
90	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	bd4519	43a866					
91	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	55b8b6	e4f30b					
92	B6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	110f6e	42917a					
93	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	aa920b	771cf1					
94	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	83f516	fae2ed					
95	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
96	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
97	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	483943	c9c7f2					
98	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	105a19	5707a0					
99	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	b140e1	b140e1					
100	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	2afec8	b82370					
101	45:4E:56:DC:06:AA	CRC_BAD	UNFIXED	757e4e	85f766					
102	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	6a44f7	6c7a3e					
103	7C:AA:1D:44:D7:57	CRC_BAD	UNFIXED	e707ed	2d9a79					
104	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
105	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	6262a6	577489					
106	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	11e0c1	11e0c1					
107	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	7d6e33	72da5e					
108	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
109	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	0cfe11	43a866					
110	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	5f3e7b	771cf1					
111	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
112	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	573578	5707a0					
113	7C:E4:AF:57:9B:5D	CRC_BAD	UNFIXED	e258ec	b82370					
114	45:4E:56:DC:16:AA	ORIG_OK	ORIG_OK	85f766	85f766					
115	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
116	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	d1df8b	52d62e					
117	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
118	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	15eae0	577489					
119	49:81:B9:78:EA:1D	CRC_BAD	UNFIXED	7d65c3	5dd250					
120	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c7d1a1	c7d1a1					
121	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
122	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	11e0c1	11e0c1					
123	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	0e9708	7ebd5f					
124	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
125	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	5c6048	72da5e					
126	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	43a866	03a866					
127	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	d408e3	e4f30b					
128	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	6991c0	42917a					
129	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
130	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	fae4b6	bae2ed					
131	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	2ce8ed	381713					
132	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	29f5b6	3cf38c					
133	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	b82370	b82390					
134	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
135	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
136	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
137	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	47be2c	0ebfcb					
138	49:7C:5C:25:81:75	ORIG_OK	ORIG_OK	0cb774	0cb774					
139	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	7f3b84	577489					
140	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	a06ad4	41006d					
141	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	4bd8db	4bd8db					
142	4A:00:F9:78:EA:1D	CRC_BAD	UNFIXED	ba21e9	5dd250					
143	43:CE:E8:02:99:A5	CRC_BAD	UNFIXED	785d17	372bcd					
144	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	e1409c	11e0c1					
145	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
146	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	7eefa8	cd5976					
147	CB:F7:16:33:13:13	CRC_BAD	UNFIXED	ada498	7f9ed5					
148	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	666810	42917a					
149	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	df28c5	fae2e5					
150	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
151	FF:E8:62:AC:0E:D2	FIXED	INS_TRUST	c9c1a9	c9c7f2	310	1	02a44b70354617ff78ff32004898068c5588f78ba46784934409c244b72e42b33710b6d596809b		
152	EA:32:7A:C5:AD:BF	CRC_BAD	UNFIXED	20f412	5707a0					
153	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	66e02f	2d9a79					
154	E5:80:FD:45:9B:E9	ORIG_OK	ORIG_OK	97e71e	97e71e					
155	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
156	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	ca4ef5	0ebfcb					
157	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	82f97b	4bd8db					
158	F0:E3:99:3D:ED:D2	ORIG_OK	ORIG_OK	ed584d	ed584d					
159	43:CF:E9:02:99:A5	CRC_BAD	UNFIXED	d0d211	372bcd					
160	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	b470fa	7ebd5f					
161	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	e30889	cbf445					
162	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
163	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
164	44:27:8D:7E:64:72	CRC_BAD	UNFIXED	72f6c0	43a866					
165	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	aa1af1	42917a					
166	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	aa63e2	771cf1					
167	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	a02492	381713					
168		CRC_BAD	UNFIXED	346df3	fae2ed					
169	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	44c9b5	5707a0					
170	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2a6d9c	2a6d9c					
171	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
172	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	4ffa8b	6c7a3e					
173	41:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	248867	577489					
174	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	15b6cb	4bd8db					
175	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	0205ed	ed58cd					
176	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c7d1a1	c7d1a1					
177	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
178	E9:5A:FB:9E:47:40	CRC_BAD	UNFIXED	ed77cd	11e0c1					
179	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	7ebd5f	72bd5f					
180	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	020fc4	cf7655					
181	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	04ed73	14e95a					
182	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
183	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	ea971c	42917a					
184	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	b7c44a	771cf1					
185	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	381713	3817b3					
186	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	fae2ed	faf2ed					
187	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	83ac66	85f766					
188	F6:72:64:ED:92:3D	CRC_BAD	UNFIXED	1bc971	2a6d9c					
189	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	05b8f3	2d9a79					
190	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	47c234	577489					
191	49:7C:5C:25:81:75	CRC_BAD	UNFIXED	0cb774	3cb774					
192	C2:FE:C7:D7:F6:60	CRC_BAD	UNFIXED	d95f41	41006d					
193	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	77b87a	4bd8db					
194	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c7d1a1	c7d1a1					
195	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	4e447e	372bcd					
196	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	3557af	11e0c1					
197	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	6c7e36	12b984					
198	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	99b344	c383ee					
199	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	c2bc18	72da5e					
200	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	a627f1	be2ee8					
201	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
202	43:F7:96:33:13:13	CRC_BAD	UNFIXED	51c017	e4f30b					
203	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	cb5f9a	42907a					
204	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	fafdda	32a2ed					
205	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	698f2b	85f766					
206	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c9c7f2	c9c7f2					
207	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	b140e1	b140e1					
208	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
209	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
210	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	d122b0	577489					
211	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	8cd3f9	372bcd					
212	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	c0f0f8	11e0c1					
213	CB:EF:96:33:13:13	CRC_BAD	UNFIXED	769e42	e4f30b					
214	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	b17d6b	42917a					
215	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
216	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	85f766	845766					
217	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	24cc8d	c9c7f2					
218	EA:32:7A:C5:89:BF	CRC_BAD	UNFIXED	9529ed	5707a0					
219	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	39300b	2e3d7e					
220	7C:AB:15:44:D2:57	CRC_BAD	UNFIXED	a19511	2d9a79					
221	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	012de4	6c7a3e					
222	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	3a4161	d2f62e					
223	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	4bd8db	4bd8db					
224	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	b50fdb	372bcd					
225	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	11f9ad	11e0c1					
226	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	1bec17	7ebd5f					
227	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
228	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
229	44:27:8B:7A:65:72	CRC_BAD	UNFIXED	a339be	4ba867					
230	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	067566	52b17a					
231	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	da5e3f	771cf1					
232	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	381713	380d13					
233	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	ddcd94	fae26d					
234	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	f49a62	85f766					
235	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	179ef9	f58316					
236	7C:A2:1D:44:D2:57	CRC_BAD	UNFIXED	c733ce	2d9a79					
237	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2a6d9c	2a6d9c					
238	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
239	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
240	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
241	49:7C:5C:25:81:75	ORIG_OK	ORIG_OK	0cb774	0cb774					
242	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	5e91f9	0b1b46					
243	F0:E3:99:3D:ED:D2	ORIG_OK	ORIG_OK	ed584d	ed584d					
244	CE:AA:AB:D2:DC:09	CRC_BAD	UNFIXED	bf9535	c749a1					
245	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
246	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ef4377	2f4377					
247	E9:5B:FB:9E:46:7C	CRC_BAD	UNFIXED	ea5f60	11e0c1					
248	7A:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	32cda8	7ebd5f					
249	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	8b20f5	cbf445					
250	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	d9ff03	be2ee8					
251	44:67:8B:7A:64:F2	CRC_BAD	UNFIXED	d63c77	43a866					
252	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	f86168	e4f30b					
253	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	e7f61e	381713					
254	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
255	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	328b30	50209a					
256	EA:32:7A:C5:8D:3F	CRC_BAD	UNFIXED	577a95	f5c116					
257	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	ce1a18	b82370					
258	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	f63890	577489					
259	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
260	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	9fdc81	0ebfcb					
261	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	4bd8db	4bd8db					
262	7F:CC:BF:49:D2:DE	CRC_BAD	UNFIXED	390708	ef4377					
263	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	11e0c1	11e0c9					
264	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	7d90df	7ebd5f					
265	75:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	f64615	cbf445					
266	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	a6f048	72da5e					
267	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	fd0e33	be2ee8					
268	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	9cedd8	e4f30b					
269	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
270	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	cf3a16	381713					
271	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
272	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	4bdd8f	fae2ed					
273	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	de8525	85f766					
274	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
275	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	9a8e52	c9c7f2					
276	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	dc1625	2a2d9c					
277	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	b140e1	b140e1					
278	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	8f5905	fe620b					
279	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
280	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	4bd8db	4bd8e3					
281	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	ede93f	5dd250					
282	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
283	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
284	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	8f0c1e	4bf445					
285	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
286	C5:68:6B:99:76:C5	CRC_BAD	UNFIXED	6d9d86	be2ee8					
287	44:27:8B:7A:64:71	CRC_BAD	UNFIXED	6a6165	43b866					
288	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	d9eaad	82f30b					
289	74:67:E3:3C:A2:3E	CRC_BAD	UNFIXED	da0723	381713					
290	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	771cf1	771ced					
291	45:4E:56:DC:16:AA	ORIG_OK	ORIG_OK	85f766	85f766					
292	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
293	43:AE:D7:2A:47:DF	ORIG_OK	ORIG_OK	577489	577489					
294	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	9c803e	b82370					
295	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	2052ca	6c7a3e					
296	D0:6D:79:47:39:4F	CRC_BAD	UNFIXED	ef5a8b	52d62e					
297	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	cf02b9	41006d					
298	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	4bd8db	4bd8db					
299	4A:01:B9:78:EA:12	CRC_BAD	UNFIXED	c77ef5	5dd250					
300	EE:AA:AB:D2:DC:09	CRC_BAD	UNFIXED	1b4ef9	c7d1a1					
301	43:CF:E8:03:99:A5	CRC_BAD	UNFIXED	cc946c	372bcd					
302	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	cf8314	a6bd5b					
303	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	cbc69d	cbf444					
304	42:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	136a48	72da5e					
305	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
306	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e4f30b	e4f30b					
307	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	ff1ddd	771cf1					
