idx	AdvA	status	method	crc_calc_orig_hex	crc_rx_hex	fix_pos	fix_bit	hp_msb_hex_fixed_or_padded	crc_field_msb_hex_shifted	pad_bits
7106	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	5ca5e2	fe18dd					
7107	F4:72:62:ED:92:3D	CRC_BAD	UNFIXED	58a38f	2b5f61					
7108	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ef9b6	7ef9b6					
7109	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	cf199a	cf192a					
7110	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c8bb0b	c8bb0b					
7111	7A:B4:F4:F8:AA:DD	ORIG_OK	ORIG_OK	478880	478880					
7112	EA:32:7E:C5:8D:BF	CRC_BAD	UNFIXED	b86069	5707a0					
7113	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	79564b	79564b					
7114	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	c8b49c	e7b78d					
7115	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	01b2ca	01b2ca					
7116	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	2d27aa	565827					
7117	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	495718	495778					
7118	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	6c81a1	c79fa5					
7119	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	ebf942	0cf830					
7120	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	1bef61	ee9ff4					
7121	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	93a87d	00b5c6					
7122	43:CF:E9:C2:99:A5	CRC_BAD	UNFIXED	80ca6f	372bcd					
7123	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7124	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	72da5e	73da5e					
7125	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	b7b4bb	989047					
7126	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	4547a6	6d652c					
7127	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	1527db	7ef9b6					
7128	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	285844	00ee3f					
7129	7A:B4:F4:F8:AA:DD	ORIG_OK	ORIG_OK	478880	478880					
7130	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	e52fd5	dd2fd5					
7131	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	79564b	79564b					
7132	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	628b5f	e7b78d					
7133	4A:01:B9:78:E8:1D	CRC_BAD	UNFIXED	c16690	01b2ca					
7134	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
7135	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	42e74b	02fe27					
7136	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	8a4b03	919f80					
7137	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0e98c9	0e98c9					
7138	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	30fc83	12b7c6					
7139	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	204255	c9d952					
7140	C5:68:6E:79:6A:C5	CRC_BAD	UNFIXED	8d3cce	be8ad5					
7141	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	02f0cf	6d652c					
7142	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	9b30f6	cf199a					
7143	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	cd2f44	528bab					
7144	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	196569	196569					
7145	7A:B4:F4:F8:AA:DC	CRC_BAD	UNFIXED	ea7245	478880					
7146	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
7147	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	4023de	79564b					
7148	D2:99:7F:25:3A:8F	CRC_BAD	UNFIXED	d4f979	60419c					
7149	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	e0a893	c79fa5					
7150	D9:B5:50:3A:9C:30	CRC_BAD	UNFIXED	d0ef60	0e98c9					
7151	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	fcb9bb	12b7c6					
7152	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
7153	C5:7E:6B:99:6A:C5	CRC_BAD	UNFIXED	c201b9	be8ad5					
7154	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	c1ceb8	769a5a					
7155	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
7156	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6d652c	6d652c					
7157	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	6a3433	203c43					
7158	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2b5f61	2b5f61					
7159	FF:E8:62:AC:0E:92	CRC_BAD	UNFIXED	ff7bf5	cab803					
7160	7D:C9:C2:BD:85:B3	CRC_BAD	UNFIXED	acdfd5	df233b					
7161	EA:32:7A:C5:8D:BE	CRC_BAD	UNFIXED	729f6f	5727a8					
7162	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	79564b	79564b					
7163	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	01b9d6	e7b78d					
7164	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	565827	56582f					
7165	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
7166	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	42fe27	52fe27					
7167	F0:E3:99:3D:ED:D2	ORIG_OK	ORIG_OK	ee9ff4	ee9ff4					
7168	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	185ac6	12b7c6					
7169	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	6a128f	370bcd					
7170	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	896434	be8ad5					
7171	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ef4377	ef4396					
7172	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	c57b67	72da5e					
7173	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	591523	989047					
7174	C6:70:C1:4D:DB:28	CRC_BAD	UNFIXED	f5230a	2d652c					
7175	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	203c43	203c43					
7176	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	dfc5ca	7ef9b6					
7177	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7178	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	df233b	df233b					
7179	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	c26965	f5c116					
7180	CB:FF:96:33:13:53	CRC_BAD	UNFIXED	22aad1	c7b78d					
7181	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	040308	01b2ca					
7182	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	617592	495718					
7183	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c79fa5	c79fa5					
7184	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0e98c9	0e98c9					
7185	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	c7e37a	372bcd					
7186	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	ed752d	be8ad5					
7187	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	bb7983	72da5e					
7188	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	1ac329	989047					
7189	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	2030f5	203c43					
7190	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	5399dc	c5fd62					
7191	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	8d15a7	7ef9b6					
7192	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7193	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	fc26eb	cebed6					
7194	7A:B4:F4:DB:A8:DD	CRC_BAD	UNFIXED	64e903	478880					
7195	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	431314	ed2fd5					
7196	7D:C9:C0:BD:C5:B3	CRC_BAD	UNFIXED	31d752	df233b					
7197	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	a6f064	5503a0					
7198	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	63e0b0	79564b					
7199	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	495718	495707					
7200	CE:AA:AB:D2:1C:09	CRC_BAD	UNFIXED	9de85e	c79fa5					
7201	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42fe27	42fe27					
7202	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	78b629	ee9ff4					
7203	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	daa61e	7ea1de					
7204	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
7205	D5:32:D6:9E:D7:F2	CRC_BAD	UNFIXED	34be17	c962ea					
7206	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7207	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	39ef94	989047					
7208	4E:78:C1:4D:CA:68	CRC_BAD	UNFIXED	066b5d	6d652c					
7209	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	50f847	50f847					
7210	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	203c43	203c43					
7211	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	bdfefa	7ef9b6					
7212	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7213	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	2d3dbe	c8b80b					
7214	7A:B4:F4:F8:AA:DD	ORIG_OK	ORIG_OK	478880	478880					
7215	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	75609f	c597d5					
7216	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	196569	196569					
7217	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	79564b	79564b					
7218	4A:01:B9:7D:32:1D	CRC_BAD	UNFIXED	d106c8	01b2ca					
7219	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	7e71c3	495718					
7220	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	a49c74	c79fa5					
7221	F6:FE:3E:BD:D0:B3	CRC_BAD	UNFIXED	ac0a4e	42fe27					
7222	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
7223	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	cdd676	ef4377					
7224	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	985b27	989057					
7225	C6:70:C1:4D:DA:2C	CRC_BAD	UNFIXED	c5eb2d	7f652c					
7226	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
7227	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	ce501a	2b5f61					
7228	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	7ef9b6	7ef8f6					
7229	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7230	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	196569	196569					
7231	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	8e0ad5	df233b					
7232	E5:80:FD:45:9B:E9	ORIG_OK	ORIG_OK	e986f6	e986f6					
7233	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	0dfee1	79564b					
7234	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	a8de55	94a78d					
7235	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	01b2ca	01b2ca					
7236	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
7237	F0:E3:B9:3D:ED:D2	CRC_BAD	UNFIXED	33717d	ee9ff4					
7238	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	117bd6	12b7c6					
7239	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	42efd9	372bc5					
7240	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	739faf	ef4377					
7241	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7242	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	989047	919047					
7243	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	ece923	72da5e					
7244	C6:70:C1:4D:DB:28	CRC_BAD	UNFIXED	471991	6d652c					
7245	5A:61:85:1B:81:A1	CRC_BAD	UNFIXED	0d8f91	cf199a					
7246	58:27:8B:7A:64:72	CRC_BAD	UNFIXED	042a7a	203c43					
7247	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	b154e4	2b5f61					
7248	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	fdf013	7ef9b6					
7249	7A:B4:F4:F8:AA:DD	ORIG_OK	ORIG_OK	478880	478880					
7250	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	b784f2	c8bb0b					
7251	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
7252	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	2bd479	92ae3f					
7253	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
7254	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	c24de4	79564b					
7255	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	72cd1c	01b2ca					
7256	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
7257	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	9b4ec1	c79fa5					
7258	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42fe27	42fe27					
7259	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	c5b6ec	919f80					
7260	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	16b120	d1fbc5					
7261	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	b90ca9	c962ea					
7262	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7263	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6d652c	6d652c					
7264	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	50f847	50f847					
7265	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	cf199a	cf1f9a					
7266	45:27:8B:7A:64:72	CRC_BAD	UNFIXED	ca771d	203c43					
7267	F6:72:6F:ED:92:3D	CRC_BAD	UNFIXED	0e029f	2b5f61					
7268	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	a1a884	7ef9b6					
7269	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7270	7A:B4:FE:D8:AA:DD	CRC_BAD	UNFIXED	a7acee	478880					
7271	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	be3a0f	e52fd5					
7272	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	b5281a	df233f					
7273	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	4316e5	5707a0					
7274	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	7393b0	5d544f					
7275	D2:99:4B:25:3A:8F	ORIG_OK	ORIG_OK	565827	565827					
7276	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	42fba5	c79fa5					
7277	7C:24:AF:57:91:42	CRC_BAD	UNFIXED	7ab4f6	919f80					
7278	43:CF:E0:02:99:A5	CRC_BAD	UNFIXED	b5c6fe	372bcd					
7279	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	fe0512	989047					
7280	C5:68:6B:9B:6A:C5	CRC_BAD	UNFIXED	790c27	be8ad5					
7281	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
7282	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
7283	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	c4c301	6d652c					
7284	42:69:81:1B:81:21	CRC_BAD	UNFIXED	de7e28	cf1986					
7285	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	203c43	203c43					
7286	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	9d6e64	7ef9b6					
7287	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	71c59c	528bab					
7288	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	6e43db	478880					
7289	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	7fc0b2	550330					
7290	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	79564b	79564b					
7291	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	fe7a0f	01beca					
7292	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	f94cf9	c79fa5					
7293	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	d5a5e3	42fe27					
7294	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	d23f88	919f80					
7295	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	12b7c6	12b7c6					
7296	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	01b5f5	373bcd					
7297	23:CB:6F:B2:2D:F6	CRC_BAD	UNFIXED	bbe336	989047					
7298	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	993111	ef46f5					
7299	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7300	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	7a2900	72da5e					
7301	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	6d652c	6d6524					
7302	54:29:81:1B:81:A1	CRC_BAD	UNFIXED	d433b6	cf1b86					
7303	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	ff7c04	203c43					
7304	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	7ef9b6	7ef938					
7305	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7306	78:92:F4:F8:AA:D9	CRC_BAD	UNFIXED	beea6d	478880					
7307	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	c5a345	a10fdd					
7308	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	52bb0d	cab840					
7309	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	10a788	0766a1					
7310	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e7b78d	e7b78d					
7311	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	29f5ff	50c8c8					
7312	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	70b481	495718					
7313	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c79fa5	c79fa5					
7314	7C:24:AF:57:93:5D	CRC_BAD	UNFIXED	2da838	919f80					
7315	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
7316	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
7317	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ef4377	c84377					
7318	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	03d5c8	be8ad5					
7319	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
7320	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
7321	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	203c43	203c43					
7322	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2b5f61	2b5f61					
7323	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	d19511	72fbb2					
7324	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	396c7d	478880					
7325	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
7326	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	313ee9	5707a0					
7327	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	780beb	79564b					
7328	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	e7b78d	e7b7bd					
7329	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	625e5a	01b2ca					
7330	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	0873db	42fe27					
7331	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	c79fa5	c79711					
7332	43:CF:E8:12:99:A5	CRC_BAD	UNFIXED	48910f	372bcd					
7333	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	129bc8	989047					
7334	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	45654b	c962ea					
7335	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	386f6d	be8ad5					
7336	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	3cc46d	6d652c					
7337	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	203c43	203c43					
7338	F4:0A:68:DD:7E:DA	CRC_BAD	UNFIXED	ba4cb1	7ef9b6					
7339	7A:B4:F4:F8:AA:DD	ORIG_OK	ORIG_OK	478880	478880					
7340	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
7341	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7342	57:A4:BC:C9:0D:C9	CRC_BAD	UNFIXED	78ce9c	79564b					
7343	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	789fd2	e7b78d					
7344	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	e59436	495718					
7345	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	8cf0c2	42fe27					
7346	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	c069d7	c79fa5					
7347	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	194242	919f80					
7348	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	fc409e	5ea1da					
7349	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	75ae29	989c47					
7350	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	0c3856	372bcd					
7351	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7352	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
7353	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	17bbfc	cf199a					
7354	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	203c43	202c43					
7355	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2b5f61	2b5f61					
7356	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	528bab	528bab					
7357	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	df233b	df233b					
7358	CB:F7:96:33:4B:13	CRC_BAD	UNFIXED	ca08e4	e7b78d					
7359	4A:01:B9:78:AA:1D	CRC_BAD	UNFIXED	9c3b07	01b2ca					
7360	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
7361	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	919f80	919f80					
7362	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	e188f8	ee9ff4					
7363	69:8B:6F:B2:2D:F6	ORIG_OK	ORIG_OK	989047	989047					
7364	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	62b434	372bcd					
7365	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	c962ea	c9625e					
7366	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7367		CRC_BAD	UNFIXED	c656ca	6d652c					
7368	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	f2d388	2b5f61					
7369	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ef9b6	7ef9b6					
7370	74:E3:6C:AF:C9:88	CRC_BAD	UNFIXED	b96576	e52fd5					
7371	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	6cd5b5	48bb2b					
7372	7D:C9:C0:BD:85:83	CRC_BAD	UNFIXED	755c39	df233b					
7373	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	dab78f	e7b78d					
7374	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	01b2ca	01b2ca					
7375	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	495718	495718					
7376	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	cbf722	de3219					
7377	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	c799fe	4e2ef9					
7378	7C:24:AF:57:BA:5D	CRC_BAD	UNFIXED	fbd925	919f80					
7379	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	573870	0e98c9					
7380	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	e68d14	989057					
7381	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	372bcd	37c9cd					
7382	D5:30:D6:9E:D7:F2	ORIG_OK	ORIG_OK	c962ea	c962ea					
7383		CRC_BAD	UNFIXED	183604	be8ad5					
7384	52:5C:3A:99:8C:EB	CRC_BAD	UNFIXED	84e47c	72da5e					
7385	42:69:81:1B:81:A1	CRC_BAD	UNFIXED	fdfb32	cf199a					
7386	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	8e7e41	6d652c					
7387	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	cdd1a8	20bc53					
7388	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	61ba71	2b5f61					
7389	7A:B4:F4:FC:AA:DD	CRC_BAD	UNFIXED	46317f	478880					
7390	74:E3:6C:AF:C8:28	ORIG_OK	ORIG_OK	e52fd5	e52fd5					
7391	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c8bb0b	c8bb0b					
7392	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	6eff4d	4c044d					
7393	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	e7b78d	fe3c8d					
7394	4A:01:B9:79:EA:1D	CRC_BAD	UNFIXED	7e6b2f	01b2ca					
7395	D2:99:4B:25:3A:8F	CRC_BAD	UNFIXED	71c3a2	565827					
7396	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	93e72d	d5b11c					
7397	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	dac08b	919f00					
7398	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	e698cd	0e98c9					
7399	69:8B:6F:B2:2D:F6	CRC_BAD	UNFIXED	d3ea11	989047					
7400	43:4F:E8:02:99:A5	CRC_BAD	UNFIXED	1e6a63	372bcd					
7401	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	9a6720	c962e2					
7402	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be8ad5	be8ad5					
7403	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	73b526	72da5e					
7404	42:69:81:1B:81:A1	ORIG_OK	ORIG_OK	cf199a	cf199a					
7405	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	5cec90	85040f					
7406	44:27:8B:7A:63:72	CRC_BAD	UNFIXED	ac140b	203c43					
7407	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	2ef321	7ef9b6					
7408	7A:B4:F4:F8:AA:DD	CRC_BAD	UNFIXED	4791ec	478880					
7409	74:E3:6C:AF:C8:28	CRC_BAD	UNFIXED	ac77e3	e52fd5					
7410	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	19c87f	e7b78d					
7411	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	61e35e	01b2ca					
