n,I,Q,mag,phase
460,-0.0412877947,0.0437617227,0.0601645275,2.3271146
461,-0.0412877947,0.0437617227,0.0601645275,2.3271146
462,-0.0412877947,0.0437617227,0.0601645275,2.3271146
463,-0.0412877947,0.0437617227,0.0601645275,2.3271146
464,-0.0412877947,0.0437617227,0.0601645275,2.3271146
465,-0.0412877947,0.0437617227,0.0601645275,2.3271146
466,-0.0412877947,0.0437617227,0.0601645275,2.3271146
467,-0.0412877947,0.0437617227,0.0601645275,2.3271146
468,-0.0412877947,0.0437617227,0.0601645275,2.3271146
469,-0.0412877947,0.0437617227,0.0601645275,2.3271146
470,-0.0412877947,0.0437617227,0.0601645275,2.3271146
471,-0.0412877947,0.0437617227,0.0601645275,2.3271146
472,-0.0412877947,0.0437617227,0.0601645275,2.3271146
473,-0.0412877947,0.0437617227,0.0601645275,2.3271146
474,-0.0412877947,0.0437617227,0.0601645275,2.3271146
475,-0.0412877947,0.0437617227,0.0601645275,2.3271146
476,-0.0412877947,0.0437617227,0.0601645275,2.3271146
477,-0.0412877947,0.0437617227,0.0601645275,2.3271146
478,-0.0412877947,0.0437617227,0.0601645275,2.3271146
479,-0.0412877947,0.0437617227,0.0601645275,2.3271146
480,-0.0412877947,0.0437617227,0.0601645275,2.3271146
481,-0.0412877947,0.0437617227,0.0601645275,2.3271146
482,-0.0412877947,0.0437617227,0.0601645275,2.3271146
483,-0.0412877947,0.0437617227,0.0601645275,2.3271146
484,-0.0412877947,0.0437617227,0.0601645275,2.3271146
485,-0.0412877947,0.0437617227,0.0601645275,2.3271146
486,-0.0412877947,0.0437617227,0.0601645275,2.3271146
487,-0.0412877947,0.0437617227,0.0601645275,2.3271146
488,-0.0412877947,0.0437617227,0.0601645275,2.3271146
489,-0.0412877947,0.0437617227,0.0601645275,2.3271146
490,-0.0412877947,0.0437617227,0.0601645275,2.3271146
491,-0.0412877947,0.0437617227,0.0601645275,2.3271146
492,-0.0412877947,0.0437617227,0.0601645275,2.3271146
493,-0.0412877947,0.0437617227,0.0601645275,2.3271146
494,-0.0412877947,0.0437617227,0.0601645275,2.3271146
495,-0.0412877947,0.0437617227,0.0601645275,2.3271146
496,-0.0412877947,0.0437617227,0.0601645275,2.3271146
497,-0.0412877947,0.0437617227,0.0601645275,2.3271146
498,-0.0412877947,0.0437617227,0.0601645275,2.3271146
499,-0.0412877947,0.0437617227,0.0601645275,2.3271146
500,-0.0412877947,0.0437617227,0.0601645275,2.3271146
501,-0.0412877947,0.0437617227,0.0601645275,2.3271146
502,-0.0412877947,0.0437617227,0.0601645275,2.3271146
503,-0.0412877947,0.0437617227,0.0601645275,2.3271146
504,-0.0412877947,0.0437617227,0.0601645275,2.3271146
505,-0.0412877947,0.0437617227,0.0601645275,2.3271146
506,-0.0412877947,0.0437617227,0.0601645275,2.3271146
507,-0.0412877947,0.0437617227,0.0601645275,2.3271146
508,-0.0412877947,0.0437617227,0.0601645275,2.3271146
509,-0.0412877947,0.0437617227,0.0601645275,2.3271146
510,-0.0412877947,0.0437617227,0.0601645275,2.3271146
511,-0.0412877947,0.0437617227,0.0601645275,2.3271146
512,-0.0412877947,0.0437617227,0.0601645275,2.3271146
513,-0.0412877947,0.0437617227,0.0601645275,2.3271146
514,-0.0412877947,0.0437617227,0.0601645275,2.3271146
515,-0.0412877947,0.0437617227,0.0601645275,2.3271146
516,-0.0412877947,0.0437617227,0.0601645275,2.3271146
517,-0.0412877947,0.0437617227,0.0601645275,2.3271146
518,-0.0412877947,0.0437617227,0.0601645275,2.3271146
519,-0.0412877947,0.0437617227,0.0601645275,2.3271146
520,-0.0412877947,0.0437617227,0.0601645275,2.3271146
521,-0.0412877947,0.0437617227,0.0601645275,2.3271146
522,-0.0412877947,0.0437617227,0.0601645275,2.3271146
523,-0.0412877947,0.0437617227,0.0601645275,2.3271146
524,-0.0412877947,0.0437617227,0.0601645275,2.3271146
525,-0.0412877947,0.0437617227,0.0601645275,2.3271146
526,-0.0412877947,0.0437617227,0.0601645275,2.3271146
527,-0.0412877947,0.0437617227,0.0601645275,2.3271146
528,-0.0412877947,0.0437617227,0.0601645275,2.3271146
529,-0.0412877947,0.0437617227,0.0601645275,2.3271146
530,-0.0412877947,0.0437617227,0.0601645275,2.3271146
531,-0.0412877947,0.0437617227,0.0601645275,2.3271146
532,-0.0412877947,0.0437617227,0.0601645275,2.3271146
533,-0.0412877947,0.0437617227,0.0601645275,2.3271146
534,-0.0412877947,0.0437617227,0.0601645275,2.3271146
535,-0.0412877947,0.0437617227,0.0601645275,2.3271146
536,-0.0412877947,0.0437617227,0.0601645275,2.3271146
537,-0.0412877947,0.0437617227,0.0601645275,2.3271146
538,-0.0412877947,0.0437617227,0.0601645275,2.3271146
539,-0.0412877947,0.0437617227,0.0601645275,2.3271146
540,-0.0412877947,0.0437617227,0.0601645275,2.3271146
541,-0.0412877947,0.0437617227,0.0601645275,2.3271146
542,-0.0412877947,0.0437617227,0.0601645275,2.3271146
543,-0.0412877947,0.0437617227,0.0601645275,2.3271146
544,-0.0412877947,0.0437617227,0.0601645275,2.3271146
545,-0.0412877947,0.0437617227,0.0601645275,2.3271146
546,-0.0412877947,0.0437617227,0.0601645275,2.3271146
547,-0.0412877947,0.0437617227,0.0601645275,2.3271146
548,-0.0412877947,0.0437617227,0.0601645275,2.3271146
549,-0.0412877947,0.0437617227,0.0601645275,2.3271146
550,-0.0412877947,0.0437617227,0.0601645275,2.3271146
551,-0.0412877947,0.0437617227,0.0601645275,2.3271146
552,-0.0412877947,0.0437617227,0.0601645275,2.3271146
553,-0.0412877947,0.0437617227,0.0601645275,2.3271146
554,-0.0412877947,0.0437617227,0.0601645275,2.3271146
555,-0.0412877947,0.0437617227,0.0601645275,2.3271146
556,-0.0412877947,0.0437617227,0.0601645275,2.3271146
557,-0.0412877947,0.0437617227,0.0601645275,2.3271146
558,-0.0412877947,0.0437617227,0.0601645275,2.3271146
559,-0.0412877947,0.0437617227,0.0601645275,2.3271146
560,-0.0412877947,0.0437617227,0.0601645275,2.3271146
561,-0.0412877947,0.0437617227,0.0601645275,2.3271146
562,-0.0412877947,0.0437617227,0.0601645275,2.3271146
563,-0.0412877947,0.0437617227,0.0601645275,2.3271146
564,-0.0412877947,0.0437617227,0.0601645275,2.3271146
565,-0.0412877947,0.0437617227,0.0601645275,2.3271146
566,-0.0412877947,0.0437617227,0.0601645275,2.3271146
567,-0.0412877947,0.0437617227,0.0601645275,2.3271146
568,-0.0412877947,0.0437617227,0.0601645275,2.3271146
569,-0.0412877947,0.0437617227,0.0601645275,2.3271146
570,-0.0412877947,0.0437617227,0.0601645275,2.3271146
571,-0.0412877947,0.0437617227,0.0601645275,2.3271146
572,-0.0412877947,0.0437617227,0.0601645275,2.3271146
573,-0.0412877947,0.0437617227,0.0601645275,2.3271146
574,-0.0412877947,0.0437617227,0.0601645275,2.3271146
575,-0.0412877947,0.0437617227,0.0601645275,2.3271146
576,-0.0412877947,0.0437617227,0.0601645275,2.3271146
577,-0.0412877947,0.0437617227,0.0601645275,2.3271146
578,-0.0412877947,0.0437617227,0.0601645275,2.3271146
579,-0.0412877947,0.0437617227,0.0601645275,2.3271146
580,-0.0412877947,0.0437617227,0.0601645275,2.3271146
581,-0.0412877947,0.0437617227,0.0601645275,2.3271146
582,-0.0412877947,0.0437617227,0.0601645275,2.3271146
583,-0.0412877947,0.0437617227,0.0601645275,2.3271146
584,-0.0412877947,0.0437617227,0.0601645275,2.3271146
585,-0.0412877947,0.0437617227,0.0601645275,2.3271146
586,-0.0412877947,0.0437617227,0.0601645275,2.3271146
587,-0.0412877947,0.0437617227,0.0601645275,2.3271146
588,-0.0412877947,0.0437617227,0.0601645275,2.3271146
589,-0.0412877947,0.0437617227,0.0601645275,2.3271146
590,-0.0412877947,0.0437617227,0.0601645275,2.3271146
591,-0.0412877947,0.0437617227,0.0601645275,2.3271146
592,-0.0412877947,0.0437617227,0.0601645275,2.3271146
593,-0.0412877947,0.0437617227,0.0601645275,2.3271146
594,-0.0412877947,0.0437617227,0.0601645275,2.3271146
595,-0.0412877947,0.0437617227,0.0601645275,2.3271146
596,-0.0412877947,0.0437617227,0.0601645275,2.3271146
597,-0.0412877947,0.0437617227,0.0601645275,2.3271146
598,-0.0412877947,0.0437617227,0.0601645275,2.3271146
599,-0.0412877947,0.0437617227,0.0601645275,2.3271146
600,-0.0412877947,0.0437617227,0.0601645275,2.3271146
601,-0.0412877947,0.0437617227,0.0601645275,2.3271146
602,-0.0412877947,0.0437617227,0.0601645275,2.3271146
603,-0.0412877947,0.0437617227,0.0601645275,2.3271146
604,-0.0412877947,0.0437617227,0.0601645275,2.3271146
605,-0.0412877947,0.0437617227,0.0601645275,2.3271146
606,-0.0412877947,0.0437617227,0.0601645275,2.3271146
607,-0.0412877947,0.0437617227,0.0601645275,2.3271146
608,-0.0412877947,0.0437617227,0.0601645275,2.3271146
609,-0.0412877947,0.0437617227,0.0601645275,2.3271146
610,-0.0412877947,0.0437617227,0.0601645275,2.3271146
611,-0.0412877947,0.0437617227,0.0601645275,2.3271146
612,-0.0412877947,0.0437617227,0.0601645275,2.3271146
613,-0.0412877947,0.0437617227,0.0601645275,2.3271146
614,-0.0412877947,0.0437617227,0.0601645275,2.3271146
615,-0.0412877947,0.0437617227,0.0601645275,2.3271146
616,-0.0412877947,0.0437617227,0.0601645275,2.3271146
617,-0.0412877947,0.0437617227,0.0601645275,2.3271146
618,-0.0412877947,0.0437617227,0.0601645275,2.3271146
619,-0.0412877947,0.0437617227,0.0601645275,2.3271146
620,-0.0412877947,0.0437617227,0.0601645275,2.3271146
621,-0.0412877947,0.0437617227,0.0601645275,2.3271146
622,-0.0412877947,0.0437617227,0.0601645275,2.3271146
623,-0.0412877947,0.0437617227,0.0601645275,2.3271146
624,-0.0412877947,0.0437617227,0.0601645275,2.3271146
625,-0.0412877947,0.0437617227,0.0601645275,2.3271146
626,-0.0412877947,0.0437617227,0.0601645275,2.3271146
627,-0.0412877947,0.0437617227,0.0601645275,2.3271146
628,-0.0412877947,0.0437617227,0.0601645275,2.3271146
629,-0.0412877947,0.0437617227,0.0601645275,2.3271146
630,-0.0412877947,0.0437617227,0.0601645275,2.3271146
631,-0.0412877947,0.0437617227,0.0601645275,2.3271146
632,-0.0412877947,0.0437617227,0.0601645275,2.3271146
633,-0.0412877947,0.0437617227,0.0601645275,2.3271146
634,-0.0412877947,0.0437617227,0.0601645275,2.3271146
635,-0.0412877947,0.0437617227,0.0601645275,2.3271146
636,-0.0412877947,0.0437617227,0.0601645275,2.3271146
637,-0.0412877947,0.0437617227,0.0601645275,2.3271146
638,-0.0412877947,0.0437617227,0.0601645275,2.3271146
639,-0.0412877947,0.0437617227,0.0601645275,2.3271146
640,-0.0412877947,0.0437617227,0.0601645275,2.3271146
641,-0.0412877947,0.0437617227,0.0601645275,2.3271146
642,-0.0412877947,0.0437617227,0.0601645275,2.3271146
643,-0.0412877947,0.0437617227,0.0601645275,2.3271146
644,-0.0412877947,0.0437617227,0.0601645275,2.3271146
645,-0.0412877947,0.0437617227,0.0601645275,2.3271146
646,-0.0412877947,0.0437617227,0.0601645275,2.3271146
647,-0.0412877947,0.0437617227,0.0601645275,2.3271146
648,-0.0412877947,0.0437617227,0.0601645275,2.3271146
649,-0.0412877947,0.0437617227,0.0601645275,2.3271146
650,-0.0412877947,0.0437617227,0.0601645275,2.3271146
651,-0.0412877947,0.0437617227,0.0601645275,2.3271146
652,-0.0412877947,0.0437617227,0.0601645275,2.3271146
653,-0.0412877947,0.0437617227,0.0601645275,2.3271146
654,-0.0412877947,0.0437617227,0.0601645275,2.3271146
655,-0.0412877947,0.0437617227,0.0601645275,2.3271146
656,-0.0412877947,0.0437617227,0.0601645275,2.3271146
657,-0.0412877947,0.0437617227,0.0601645275,2.3271146
658,-0.0412877947,0.0437617227,0.0601645275,2.3271146
659,-0.0412877947,0.0437617227,0.0601645275,2.3271146
660,-0.0412877947,0.0437617227,0.0601645275,2.3271146
661,-0.0412877947,0.0437617227,0.0601645275,2.3271146
662,-0.0412877947,0.0437617227,0.0601645275,2.3271146
663,-0.0412877947,0.0437617227,0.0601645275,2.3271146
664,-0.0412877947,0.0437617227,0.0601645275,2.3271146
665,-0.0412877947,0.0437617227,0.0601645275,2.3271146
666,-0.0412877947,0.0437617227,0.0601645275,2.3271146
667,-0.0412877947,0.0437617227,0.0601645275,2.3271146
668,-0.0412877947,0.0437617227,0.0601645275,2.3271146
669,-0.0412877947,0.0437617227,0.0601645275,2.3271146
670,-0.0412877947,0.0437617227,0.0601645275,2.3271146
671,-0.0412877947,0.0437617227,0.0601645275,2.3271146
672,-0.0412877947,0.0437617227,0.0601645275,2.3271146
673,-0.0412877947,0.0437617227,0.0601645275,2.3271146
674,-0.0412877947,0.0437617227,0.0601645275,2.3271146
675,-0.0412877947,0.0437617227,0.0601645275,2.3271146
676,-0.0412877947,0.0437617227,0.0601645275,2.3271146
677,-0.0412877947,0.0437617227,0.0601645275,2.3271146
678,-0.0412877947,0.0437617227,0.0601645275,2.3271146
679,-0.0412877947,0.0437617227,0.0601645275,2.3271146
680,-0.0412877947,0.0437617227,0.0601645275,2.3271146
681,-0.0412877947,0.0437617227,0.0601645275,2.3271146
682,-0.0412877947,0.0437617227,0.0601645275,2.3271146
683,-0.0412877947,0.0437617227,0.0601645275,2.3271146
684,-0.0412877947,0.0437617227,0.0601645275,2.3271146
685,-0.0412877947,0.0437617227,0.0601645275,2.3271146
686,-0.0412877947,0.0437617227,0.0601645275,2.3271146
687,-0.0412877947,0.0437617227,0.0601645275,2.3271146
688,-0.0412877947,0.0437617227,0.0601645275,2.3271146
689,-0.0412877947,0.0437617227,0.0601645275,2.3271146
690,-0.0412877947,0.0437617227,0.0601645275,2.3271146
691,-0.0412877947,0.0437617227,0.0601645275,2.3271146
692,-0.0412877947,0.0437617227,0.0601645275,2.3271146
693,-0.0412877947,0.0437617227,0.0601645275,2.3271146
694,-0.0412877947,0.0437617227,0.0601645275,2.3271146
695,-0.0412877947,0.0437617227,0.0601645275,2.3271146
696,-0.0412877947,0.0437617227,0.0601645275,2.3271146
697,-0.0412877947,0.0437617227,0.0601645275,2.3271146
698,-0.0412877947,0.0437617227,0.0601645275,2.3271146
699,-0.0412877947,0.0437617227,0.0601645275,2.3271146
700,-0.0412877947,0.0437617227,0.0601645275,2.3271146
701,-0.0412877947,0.0437617227,0.0601645275,2.3271146
702,-0.0412877947,0.0437617227,0.0601645275,2.3271146
703,-0.0412877947,0.0437617227,0.0601645275,2.3271146
704,-0.0412877947,0.0437617227,0.0601645275,2.3271146
705,-0.0412877947,0.0437617227,0.0601645275,2.3271146
706,-0.0412877947,0.0437617227,0.0601645275,2.3271146
707,-0.0412877947,0.0437617227,0.0601645275,2.3271146
708,-0.0412877947,0.0437617227,0.0601645275,2.3271146
709,-0.0412877947,0.0437617227,0.0601645275,2.3271146
710,-0.0412877947,0.0437617227,0.0601645275,2.3271146
711,-0.0412877947,0.0437617227,0.0601645275,2.3271146
712,-0.0412877947,0.0437617227,0.0601645275,2.3271146
713,-0.0412877947,0.0437617227,0.0601645275,2.3271146
714,-0.0412877947,0.0437617227,0.0601645275,2.3271146
715,-0.0412877947,0.0437617227,0.0601645275,2.3271146
716,-0.0412877947,0.0437617227,0.0601645275,2.3271146
717,-0.0412877947,0.0437617227,0.0601645275,2.3271146
718,-0.0412877947,0.0437617227,0.0601645275,2.3271146
719,-0.0412877947,0.0437617227,0.0601645275,2.3271146
720,-0.0412877947,0.0437617227,0.0601645275,2.3271146
721,-0.0412877947,0.0437617227,0.0601645275,2.3271146
722,-0.0412877947,0.0437617227,0.0601645275,2.3271146
723,-0.0412877947,0.0437617227,0.0601645275,2.3271146
724,-0.0412877947,0.0437617227,0.0601645275,2.3271146
725,-0.0412877947,0.0437617227,0.0601645275,2.3271146
726,-0.0412877947,0.0437617227,0.0601645275,2.3271146
727,-0.0412877947,0.0437617227,0.0601645275,2.3271146
728,-0.0412877947,0.0437617227,0.0601645275,2.3271146
729,-0.0412877947,0.0437617227,0.0601645275,2.3271146
730,-0.0412877947,0.0437617227,0.0601645275,2.3271146
731,-0.0412877947,0.0437617227,0.0601645275,2.3271146
732,-0.0412877947,0.0437617227,0.0601645275,2.3271146
733,-0.0412877947,0.0437617227,0.0601645275,2.3271146
734,-0.0412877947,0.0437617227,0.0601645275,2.3271146
735,-0.0412877947,0.0437617227,0.0601645275,2.3271146
736,-0.0412877947,0.0437617227,0.0601645275,2.3271146
737,-0.0412877947,0.0437617227,0.0601645275,2.3271146
738,-0.0412877947,0.0437617227,0.0601645275,2.3271146
739,-0.0412877947,0.0437617227,0.0601645275,2.3271146
740,-0.0412877947,0.0437617227,0.0601645275,2.3271146
741,-0.0412877947,0.0437617227,0.0601645275,2.3271146
742,-0.0412877947,0.0437617227,0.0601645275,2.3271146
743,-0.0412877947,0.0437617227,0.0601645275,2.3271146
744,-0.0412877947,0.0437617227,0.0601645275,2.3271146
745,-0.0412877947,0.0437617227,0.0601645275,2.3271146
746,-0.0412877947,0.0437617227,0.0601645275,2.3271146
747,-0.0412877947,0.0437617227,0.0601645275,2.3271146
748,-0.0412877947,0.0437617227,0.0601645275,2.3271146
749,-0.0412877947,0.0437617227,0.0601645275,2.3271146
750,-0.0412877947,0.0437617227,0.0601645275,2.3271146
751,-0.0412877947,0.0437617227,0.0601645275,2.3271146
752,-0.0412877947,0.0437617227,0.0601645275,2.3271146
753,-0.0412877947,0.0437617227,0.0601645275,2.3271146
754,-0.0412877947,0.0437617227,0.0601645275,2.3271146
755,-0.0412877947,0.0437617227,0.0601645275,2.3271146
756,-0.0412877947,0.0437617227,0.0601645275,2.3271146
757,-0.0412877947,0.0437617227,0.0601645275,2.3271146
758,-0.0412877947,0.0437617227,0.0601645275,2.3271146
759,-0.0412877947,0.0437617227,0.0601645275,2.3271146
760,-0.0412877947,0.0437617227,0.0601645275,2.3271146
761,-0.0412877947,0.0437617227,0.0601645275,2.3271146
762,-0.0412877947,0.0437617227,0.0601645275,2.3271146
763,-0.0412877947,0.0437617227,0.0601645275,2.3271146
764,-0.0412877947,0.0437617227,0.0601645275,2.3271146
765,-0.0412877947,0.0437617227,0.0601645275,2.3271146
766,-0.0412877947,0.0437617227,0.0601645275,2.3271146
767,-0.0412877947,0.0437617227,0.0601645275,2.3271146
768,-0.0412877947,0.0437617227,0.0601645275,2.3271146
769,-0.0412877947,0.0437617227,0.0601645275,2.3271146
770,-0.0412877947,0.0437617227,0.0601645275,2.3271146
771,-0.0412877947,0.0437617227,0.0601645275,2.3271146
772,-0.0412877947,0.0437617227,0.0601645275,2.3271146
773,-0.0412877947,0.0437617227,0.0601645275,2.3271146
774,-0.0412877947,0.0437617227,0.0601645275,2.3271146
775,-0.0412877947,0.0437617227,0.0601645275,2.3271146
776,-0.0412877947,0.0437617227,0.0601645275,2.3271146
777,-0.0412877947,0.0437617227,0.0601645275,2.3271146
778,-0.0412877947,0.0437617227,0.0601645275,2.3271146
779,-0.0412877947,0.0437617227,0.0601645275,2.3271146
780,-0.0412877947,0.0437617227,0.0601645275,2.3271146
781,-0.0412877947,0.0437617227,0.0601645275,2.3271146
782,-0.0412877947,0.0437617227,0.0601645275,2.3271146
783,-0.0412877947,0.0437617227,0.0601645275,2.3271146
784,-0.0412877947,0.0437617227,0.0601645275,2.3271146
785,-0.0412877947,0.0437617227,0.0601645275,2.3271146
786,-0.0412877947,0.0437617227,0.0601645275,2.3271146
787,-0.0412877947,0.0437617227,0.0601645275,2.3271146
788,-0.0412877947,0.0437617227,0.0601645275,2.3271146
789,-0.0412877947,0.0437617227,0.0601645275,2.3271146
790,-0.0412877947,0.0437617227,0.0601645275,2.3271146
791,-0.0412877947,0.0437617227,0.0601645275,2.3271146
792,-0.0412877947,0.0437617227,0.0601645275,2.3271146
793,-0.0412877947,0.0437617227,0.0601645275,2.3271146
794,-0.0412877947,0.0437617227,0.0601645275,2.3271146
795,-0.0412877947,0.0437617227,0.0601645275,2.3271146
796,-0.0412877947,0.0437617227,0.0601645275,2.3271146
797,-0.0412877947,0.0437617227,0.0601645275,2.3271146
798,-0.0412877947,0.0437617227,0.0601645275,2.3271146
799,-0.0412877947,0.0437617227,0.0601645275,2.3271146
800,-0.0412877947,0.0437617227,0.0601645275,2.3271146
801,-0.0412877947,0.0437617227,0.0601645275,2.3271146
802,-0.0412877947,0.0437617227,0.0601645275,2.3271146
803,-0.0412877947,0.0437617227,0.0601645275,2.3271146
804,-0.0412877947,0.0437617227,0.0601645275,2.3271146
805,-0.0412877947,0.0437617227,0.0601645275,2.3271146
806,-0.0412877947,0.0437617227,0.0601645275,2.3271146
807,-0.0412877947,0.0437617227,0.0601645275,2.3271146
808,-0.0412877947,0.0437617227,0.0601645275,2.3271146
809,-0.0412877947,0.0437617227,0.0601645275,2.3271146
810,-0.0412877947,0.0437617227,0.0601645275,2.3271146
811,-0.0412877947,0.0437617227,0.0601645275,2.3271146
812,-0.0412877947,0.0437617227,0.0601645275,2.3271146
813,-0.0412877947,0.0437617227,0.0601645275,2.3271146
814,-0.0412877947,0.0437617227,0.0601645275,2.3271146
815,-0.0412877947,0.0437617227,0.0601645275,2.3271146
816,-0.0412877947,0.0437617227,0.0601645275,2.3271146
817,-0.0412877947,0.0437617227,0.0601645275,2.3271146
818,-0.0412877947,0.0437617227,0.0601645275,2.3271146
819,-0.0412877947,0.0437617227,0.0601645275,2.3271146
820,-0.0412877947,0.0437617227,0.0601645275,2.3271146
821,-0.0412877947,0.0437617227,0.0601645275,2.3271146
822,-0.0412877947,0.0437617227,0.0601645275,2.3271146
823,-0.0412877947,0.0437617227,0.0601645275,2.3271146
824,-0.0412877947,0.0437617227,0.0601645275,2.3271146
825,-0.0412877947,0.0437617227,0.0601645275,2.3271146
826,-0.0412877947,0.0437617227,0.0601645275,2.3271146
827,-0.0412877947,0.0437617227,0.0601645275,2.3271146
828,-0.0412877947,0.0437617227,0.0601645275,2.3271146
829,-0.0412877947,0.0437617227,0.0601645275,2.3271146
830,-0.0412877947,0.0437617227,0.0601645275,2.3271146
831,-0.0412877947,0.0437617227,0.0601645275,2.3271146
832,-0.0412877947,0.0437617227,0.0601645275,2.3271146
833,-0.0412877947,0.0437617227,0.0601645275,2.3271146
834,-0.0412877947,0.0437617227,0.0601645275,2.3271146
835,-0.0412877947,0.0437617227,0.0601645275,2.3271146
836,-0.0412877947,0.0437617227,0.0601645275,2.3271146
837,-0.0412877947,0.0437617227,0.0601645275,2.3271146
838,-0.0412877947,0.0437617227,0.0601645275,2.3271146
839,-0.0412877947,0.0437617227,0.0601645275,2.3271146
840,-0.0412877947,0.0437617227,0.0601645275,2.3271146
841,-0.0412877947,0.0437617227,0.0601645275,2.3271146
842,-0.0412877947,0.0437617227,0.0601645275,2.3271146
843,-0.0412877947,0.0437617227,0.0601645275,2.3271146
844,-0.0412877947,0.0437617227,0.0601645275,2.3271146
845,-0.0412877947,0.0437617227,0.0601645275,2.3271146
846,-0.0412877947,0.0437617227,0.0601645275,2.3271146
847,-0.0412877947,0.0437617227,0.0601645275,2.3271146
848,-0.0412877947,0.0437617227,0.0601645275,2.3271146
849,-0.0412877947,0.0437617227,0.0601645275,2.3271146
850,-0.0412877947,0.0437617227,0.0601645275,2.3271146
851,-0.0412877947,0.0437617227,0.0601645275,2.3271146
852,-0.0412877947,0.0437617227,0.0601645275,2.3271146
853,-0.0412877947,0.0437617227,0.0601645275,2.3271146
854,-0.0412877947,0.0437617227,0.0601645275,2.3271146
855,-0.0412877947,0.0437617227,0.0601645275,2.3271146
856,-0.0412877947,0.0437617227,0.0601645275,2.3271146
857,-0.0412877947,0.0437617227,0.0601645275,2.3271146
858,-0.0412877947,0.0437617227,0.0601645275,2.3271146
859,-0.0412877947,0.0437617227,0.0601645275,2.3271146
860,-0.0412877947,0.0437617227,0.0601645275,2.3271146
861,-0.0412877947,0.0437617227,0.0601645275,2.3271146
862,-0.0412877947,0.0437617227,0.0601645275,2.3271146
863,-0.0412877947,0.0437617227,0.0601645275,2.3271146
