pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764713838.244633436,37,0,D8:FA:25:68:72:F5,8E89BED6,16346.161966,7531.811486,16346.161603,332976.607640,249731.218660,1.045971,-17.224895,3.000000,12832.127941,22.274930,199468.085106,376.000000,3040.888184,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,50607.312500,7694.353516,2072370,2073122,17656.777656,-21406.876646,30932.479883,24464.253151
1,1764713838.281294584,37,0,D8:FA:25:68:72:F5,8E89BED6,15925.389105,7414.070715,15925.388550,332773.654808,252304.453233,1.046769,-16.319284,3.000000,12750.944867,22.309309,199468.085106,376.000000,3340.496582,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,50607.312500,7729.900879,2072371,2073123,19073.529293,4699.435992,25213.212933,7409.645690
2,1764713838.713914871,37,0,D8:FA:25:68:72:F5,8E89BED6,14828.906673,7455.280512,14828.905662,339389.751391,261662.849881,0.989108,-49.837692,2.500000,11499.527110,22.357233,199468.085106,376.000000,3033.822021,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,25133.603516,14514.051758,6082316,6083068,16760.413348,-9249.167478,26310.156873,14642.648812
3,1764713839.148018837,37,0,D8:FA:25:68:72:F5,8E89BED6,16678.203138,7734.773321,16678.204067,337595.210836,235668.579662,1.009372,37.892181,3.000000,12765.408860,22.273323,199468.085106,376.000000,4894.296875,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,42309.738281,8872.121094,10088016,10088768,15266.194677,-17346.931226,31125.231332,27479.199500
4,1764713839.179956913,37,0,D8:FA:25:68:72:F5,8E89BED6,16272.210216,7673.438158,16272.211405,337477.358118,258215.972721,1.010527,37.326545,3.000000,12679.645219,22.268905,199468.085106,376.000000,5216.522461,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,42309.738281,8941.632812,10088017,10088769,17171.828910,11241.733166,28120.932139,4907.817071
7,1764713839.611537933,37,0,D8:FA:25:68:72:F5,8E89BED6,15790.091875,8431.222390,15790.092044,343177.560196,259308.513226,1.053973,-10.386382,3.000000,12079.822005,22.549053,340425.531915,376.000000,3052.334961,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,36731.695312,8729.001953,14088965,14089717,15765.518282,-21528.547098,30174.772754,26182.891375
8,1764713839.643518686,37,0,D8:FA:25:68:72:F5,8E89BED6,15357.025853,8303.978144,15357.025505,343200.375742,261741.701496,1.055610,-10.422422,3.000000,11996.544342,22.548163,340425.531915,376.000000,3344.381592,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,36731.695312,8746.567383,14088966,14089718,19195.646914,7387.537300,23966.322291,3088.817300
11,1764713840.072280645,37,0,D8:FA:25:68:72:F5,8E89BED6,16357.998917,7879.319126,16357.999208,333261.165017,250165.076993,0.951508,-83.032541,3.000000,12397.905679,22.119544,199468.085106,376.000000,5013.236816,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,33742.050781,9531.291992,18087925,18088677,15387.906322,-17700.056649,31446.838267,25232.385731
12,1764713840.104164362,37,0,D8:FA:25:68:72:F5,8E89BED6,15910.464155,7800.358759,15910.464933,332918.964213,265718.017636,0.949941,-83.514773,3.000000,12311.450196,22.147707,199468.085106,376.000000,5340.822754,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,33742.050781,9581.577148,18087926,18088678,16870.869790,9677.257567,28668.196581,4026.465547
13,1764713840.540403366,37,0,D8:FA:25:68:72:F5,8E89BED6,16749.970529,8938.044247,16749.971376,342324.285534,246722.502031,0.957894,-74.634749,3.000000,12871.077662,22.455958,199468.085106,376.000000,3810.349121,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,49046.562500,13605.298828,22090527,22091279,15020.946201,-13689.446211,34395.800320,21502.987746
14,1764713840.572273493,37,0,D8:FA:25:68:72:F5,8E89BED6,16312.091733,8847.821586,16312.093556,341710.708718,279795.740258,0.956785,-74.404569,3.000000,12784.443552,22.418339,199468.085106,376.000000,4116.048828,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,49046.562500,13673.254883,22090528,22091280,17699.847002,16230.850276,24863.411057,2591.047480
15,1764713841.004026175,37,0,D8:FA:25:68:72:F5,8E89BED6,15689.560679,7824.715345,15689.560824,326337.569843,241721.866007,0.971724,-67.453552,3.000000,11983.387689,22.454348,180851.063830,376.000000,3983.680908,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,66938.468750,20595.585938,26096627,26097379,17475.793049,-21963.252958,29079.433379,24198.816608
16,1764713841.035400391,37,0,D8:FA:25:68:72:F5,8E89BED6,15316.142687,7707.623656,15316.142035,325338.416773,257219.824115,0.971074,-67.033383,3.000000,11899.331181,22.465386,180851.063830,376.000000,4291.586914,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,63948.957031,20553.714844,26096628,26097380,18138.091547,2323.297872,25606.547662,7692.634086
17,1764713841.466311455,37,0,D8:FA:25:68:72:F5,8E89BED6,16324.768016,8476.313002,16324.767184,344400.101807,252660.964229,0.977980,55.376315,3.000000,12290.358286,21.834218,199468.085106,376.000000,4594.434570,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2231.677979,-842.089294,30098089,30098841,15068.739645,-17631.002999,30274.635568,26664.697536
18,1764713841.497848511,37,0,D8:FA:25:68:72:F5,8E89BED6,15965.640827,8352.577960,15965.641152,343791.349377,271731.085196,0.976344,56.061221,3.000000,12204.945400,21.808157,199468.085106,376.000000,4891.451660,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-2231.677979,-650.643860,30098090,30098842,16945.827371,6812.026233,25497.302505,9152.972123
21,1764713841.926704407,37,0,D8:FA:25:68:72:F5,8E89BED6,16824.166952,7642.057858,16824.167017,343394.237426,260326.988908,1.050507,10.098994,3.000000,13138.219211,22.327664,337765.957447,376.000000,3436.506836,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,100752.046875,13223.955078,34101618,34102370,17086.513903,-14507.129424,28021.450540,24822.394066
