timestamp,AdvA,payload,CFO_Hz,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,CFO_from_transitions_Hz,nprod_00,nprod_11,nprod_10,nprod_01,nprod_total,crc_ok,is_tag_ecosystem,pdu_type,pdu_type_name,length,channel,phase,polarity,slip,window_start,window_end,aa_pos,aa_corr,pre_corr,cfo_window
0.0,DC:D9:17:9B:A7:5D,5da79b17d9dc0201060303edfe0d16edfe0200879faea1893c03bc,-13074.0,111480.0,-84788.0,89058.0,-144862.0,,0,0,0,0,0,0,1,0,ADV_IND,27,37,14,-1,0,-1,-1,1579,32,7,unknown
0.0,C9:E8:18:F5:31:DE,de31f518e8c90eff4c0012191090135f54b2065f4037552a0f7417c484542b429953900277,-16271.0,50744.0,-99405.0,49589.0,-128612.0,,0,0,0,0,0,0,1,2,ADV_NONCONN_IND,37,37,4,-1,0,-1,-1,7191,32,8,unknown
0.0,41:6D:19:A5:D8:5C,5cd8a5196d410201061916aafe4026d2a6eb66f3e178e209ea6a6df59c922fcd91a584,13996.0,83653.0,-92724.0,106467.0,-142456.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,4,-1,0,-1,-1,3580,32,8,unknown
0.0,74:6B:B2:68:43:2B,2b4368b26b740201061916aafe40449f184d4a781381816279b500a16fdf3d6bc34445,1723.0,65541.0,-90990.0,90733.0,-97717.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,15,-1,0,-1,-1,1237,32,8,unknown
0.0,F0:F5:30:65:10:4C,4c106530f5f01eff4c00121920e2b350406905eb4d9805d29c71f14808b4dfeab18aa80295,-38676.0,58309.0,-91344.0,50615.0,-139624.0,,0,0,0,0,0,0,1,0,ADV_IND,37,37,9,-1,0,-1,-1,4393,32,8,unknown
0.0,E5:80:FD:45:9B:E9,e99b45fd80e50201060d16edfe02000ce878c3391d87c70303edfe,-3531.0,49026.0,-87316.0,80462.0,-77203.0,,0,0,0,0,0,1,1,0,ADV_IND,27,37,12,-1,0,-1,-1,5466,32,8,unknown
0.0,76:76:E5:17:E8:39,39e817e576760201061916aafe40aee83cc9517a6a6b2f27fb1eb8de68bb81af4579ce,16586.0,98338.0,-90280.0,117356.0,-114457.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,6,-1,0,-1,-1,5046,32,8,unknown
0.0,DE:17:9A:DF:97:B3,b397df9a17de1eff4c00121960d0414e16a800dc25c76bc900a9ee8d786024d8ffcab10050,0.0,62114.0,-81914.0,98295.0,-109113.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,3,-1,0,-1,-1,5823,32,8,unknown
0.0,58:54:3C:DD:34:F6,f634dd3c54580201061916aafe41fdd4aebfaaf09b613cf39133c0fb714a67b426a6ab,6503.0,95457.0,-58612.0,79631.0,-138058.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,6,-1,0,-1,-1,7667,32,8,unknown
0.0,F1:A4:5C:76:DC:E6,e6dc765ca4f11eff4c00121910354ca3c8ac7f369d79ac2dbe388e5457823c2b5d53380486,-26224.0,65800.0,-101625.0,58477.0,-140541.0,,0,0,0,0,0,0,1,0,ADV_IND,37,37,0,-1,0,-1,-1,1088,32,8,unknown
0.0,C2:97:CC:47:79:BF,bf7947cc97c20201060d16edfe02007f9c44bd2dc83a1b0303edfe,-14736.0,59878.0,-96458.0,77177.0,-157504.0,,0,0,0,0,0,1,1,0,ADV_IND,27,37,10,-1,0,-1,-1,4589,32,8,unknown
0.0,6A:67:21:42:FF:2D,2dff4221676a02010403025afd17165afd1300f802335bf228fb221c1da7000008166c4120,-29285.0,79008.0,-97541.0,52014.0,-91933.0,,0,0,0,0,0,0,1,0,ADV_IND,37,37,0,-1,0,-1,-1,1083,32,8,unknown
0.0,5D:95:6D:B7:29:8D,8d29b76d955d0201061916aafe40fa0d1f1a4f06038460b5170ae6e6341a96d32434e7,0.0,53129.0,-77975.0,63593.0,-107982.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,6,-1,0,-1,-1,4196,32,7,unknown
0.0,ED:AB:BD:55:0E:72,720e55bdabed1aff4c00121920d7de5052089b22837bf748a0e8638ef7c602f6b26ef901e0,-16667.0,76794.0,-72420.0,44350.0,-123172.0,,0,0,0,0,0,0,1,0,ADV_IND,37,37,13,-1,0,-1,-1,7886,32,8,unknown
0.0,58:11:E0:75:9F:28,289f75e011580201061916aafe402cb1c9aa013f5cccd460a89a9233078e1046bc798d,-10345.0,79770.0,-117253.0,80708.0,-133708.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,7,-1,0,-1,-1,6677,32,8,unknown
0.0,C4:2D:B2:26:5D:A4,a45d26b22dc41eff4c00121920aa193a4656ba8996254b448da34ce7ddb5dd672405267dd6,-33325.0,52062.0,-96400.0,64866.0,-118664.0,,0,0,0,0,0,0,1,0,ADV_IND,37,37,15,-1,0,-1,-1,2554,32,8,unknown
0.0,7D:49:43:47:B2:79,79b24743497d0201061916aafe40f28b589185ae4151520d3c4b155b6d7a5f3b04f410,-14364.0,81600.0,-109434.0,115027.0,-115670.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,1,-1,0,-1,-1,3125,32,8,unknown
0.0,E2:3F:BF:B7:20:0B,0b20b7bf3fe21eff4c00121960fc463d7f8268be17bad53584b8c402c903928329b38002d7,-3778.0,62358.0,-106844.0,90408.0,-110529.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,13,-1,0,-1,-1,6643,32,8,unknown
0.0,69:C7:63:DC:23:7B,7b23dc63c76902010403025afd17165afd1304f8026b5a1123eca2e033a70000005e784b7b,-21226.0,64729.0,-55633.0,76746.0,-128926.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,9,-1,0,-1,-1,2420,32,8,unknown
0.0,C9:54:B6:B5:71:5C,5c71b5b654c91eff4c00121920fdffe1c5eb3961c2aaadc00a14e32cc92351c4e5d22c02b7,-6549.0,83077.0,-73373.0,81952.0,-129564.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,15,-1,0,-1,-1,4853,31,8,unknown
0.0,72:4D:D0:9D:82:E9,e9829dd04d720201061916aafe40fb818696c5d374fcfc3988e69bbc6a41566ea0b97a,0.0,115293.0,-82724.0,78221.0,-134815.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,9,-1,0,-1,-1,3444,32,7,unknown
