pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end
71,1763953635.167664528,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-36106.596810,-36106.596810,-36106.596810,236609.392558,236609.392558,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-36106.597656,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-111408.648438,-53370.824219,219873661,219874045
72,1763953635.167829514,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-36653.385068,-36653.385068,-36653.385068,236513.112607,236513.112607,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-36653.386719,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-111408.648438,-53970.246094,219873662,219874046
73,1763953635.626414537,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-36109.926569,-36109.926569,-36109.926569,239003.769586,239003.769586,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-36109.925781,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-116212.632812,-53270.554688,223887049,223887433
74,1763953635.626583815,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-37027.381709,-37027.381709,-37027.381709,238770.534601,238770.534601,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-37027.382812,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-116212.632812,-53874.726562,223887050,223887434
76,1763953636.531168461,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-36705.412940,-36705.412940,-36705.412940,238923.828408,238923.828408,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-36705.414062,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-77549.796875,-53873.218750,231907599,231907983
77,1763953638.754982471,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-39262.655862,-39262.655862,-39262.655862,257152.819635,257152.819635,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-39262.656250,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-126748.742188,-55646.605469,251960115,251960499
78,1763953638.755196810,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-40244.632142,-40244.632142,-40244.632142,256868.311481,256868.311481,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-40244.632812,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-127745.835938,-56399.406250,251960116,251960500
79,1763953639.228667736,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-35293.790764,-35293.790764,-35293.790764,239100.253950,239100.253950,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-35293.789062,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-120171.687500,-53341.507812,255972453,255972837
80,1763953639.229068279,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-35971.270005,-35971.270005,-35971.270005,238957.460341,238957.460341,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-35971.269531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-120171.687500,-53946.566406,255972454,255972838
81,1763953639.702735901,37,0,DF:A8:8E:E4:BE:2B,8E89BED6,-35929.045010,-35929.045010,-35929.045010,238710.808112,238710.808112,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.000000,-35929.046875,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-75069.140625,-53591.757812,259974756,259975140
