pkt_idx,pcap_ts,rf_channel,pdu_type,adv_addr,access_address,cfo_quick_hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,cfo_equal_00_hz,cfo_equal_11_hz,cfo_jump_10_hz,cfo_jump_01_hz
0,1764714043.143069506,37,0,E2:72:AE:0A:90:81,8E89BED6,-22325.422990,-34.695973,-22325.422405,330456.695609,269935.880232,1.047524,16.556302,24.000000,-30220.410613,19.330589,470744.680851,376.000000,10240.097656,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-50159.539062,-43279.921875,601312,602064,-15950.060584,-16558.277535,-42244.538641,-48364.213379
1,1764714043.995121717,37,0,E2:72:AE:0A:90:81,8E89BED6,-28634.870439,-1297.256649,-28634.869943,317723.585964,247907.196848,0.976506,-55.983409,16.000000,-29992.860170,20.211410,327127.659574,376.000000,8464.096680,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-46554.312500,-42191.125000,8633422,8634174,-16988.936407,-54586.146880,-30594.130354,-39770.710922
2,1764714044.428301334,37,0,E2:72:AE:0A:90:81,8E89BED6,-23372.950032,1559.764148,-23372.948432,342687.950882,265042.483670,1.054640,-17.824607,23.000000,-30790.485183,18.560381,470744.680851,376.000000,12010.848633,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-87613.351562,-41578.484375,12634805,12635557,-32420.555644,-22382.310960,-16219.044128,-42172.021851
3,1764714044.459807396,37,0,E2:72:AE:0A:90:81,8E89BED6,-22843.128635,1628.612629,-22843.128453,341922.207240,280052.663201,1.052669,-18.383069,23.000000,-30593.812252,18.622422,470744.680851,376.000000,12088.051758,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-87613.351562,-41511.730469,12634806,12635558,-8200.272232,-8358.046303,-71575.166862,-46025.190542
4,1764714044.903004646,37,0,E2:72:AE:0A:90:81,8E89BED6,-28908.857507,1294.089106,-28908.856777,313286.172131,250705.145595,0.952229,-69.656446,16.500000,-30026.468118,21.053586,231382.978723,376.000000,11839.907227,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-105050.929688,-48208.085938,16646535,16647287,-28010.515257,-59130.952365,-7869.883560,-37296.435027
5,1764714044.935765505,37,0,E2:72:AE:0A:90:81,8E89BED6,-28369.073798,1380.707951,-28369.073653,312239.066530,272539.092318,0.954052,-68.952579,16.500000,-29821.355432,21.037325,231382.978723,376.000000,11891.848633,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-103479.750000,-47994.617188,16646536,16647288,-12914.133243,-48398.060871,-39032.431484,-44573.789681
6,1764714045.772691011,37,0,E2:72:AE:0A:90:81,8E89BED6,-23258.840998,880.650992,-23258.839293,331259.880125,259735.626814,1.063588,20.713590,23.500000,-30679.975302,18.912423,372340.425532,376.000000,11322.290039,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-61954.882812,-36078.886719,24669155,24669907,-27743.560903,-21430.507422,-19189.480360,-47276.840136
7,1764714045.804812431,37,0,E2:72:AE:0A:90:81,8E89BED6,-22673.129641,922.318811,-22673.127018,329932.318907,283703.387071,1.061803,20.825199,23.500000,-30484.299662,18.962678,372340.425532,376.000000,11421.828125,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-61954.882812,-35971.347656,24669156,24669908,-6713.287735,-7131.772282,-72268.683121,-48034.819721
8,1764714046.238091469,37,0,E2:72:AE:0A:90:81,8E89BED6,-28938.361814,-1172.517495,-28938.362869,246419.596224,214041.863300,1.055863,-5.638132,16.000000,-29941.850359,19.942575,327127.659574,376.000000,8887.635742,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-14413.566406,-41517.515625,28690569,28691321,-20606.559861,-56125.499028,-21315.175187,-41822.998461
9,1764714046.669991493,37,0,E2:72:AE:0A:90:81,8E89BED6,-29192.853961,1601.003647,-29192.854444,330150.845360,266078.973961,1.027040,33.299774,16.000000,-30489.833167,20.557686,329787.234043,376.000000,11772.306641,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-73265.265625,-40210.000000,32699415,32700167,-33938.124625,-53442.573483,-8146.507586,-34628.925324
10,1764714046.701312542,37,0,E2:72:AE:0A:90:81,8E89BED6,-28653.884486,1700.714088,-28653.883840,328944.533865,258404.366014,1.025191,33.887605,16.000000,-30284.715054,20.504788,329787.234043,376.000000,11840.873047,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-70469.085938,-40145.835938,32699416,32700168,-18057.489470,-43539.852356,-37874.882709,-43518.205524
11,1764714047.131573677,37,0,E2:72:AE:0A:90:81,8E89BED6,-22222.445645,-783.271339,-22222.445460,341721.086978,277899.612610,1.024107,-30.240275,23.500000,-30348.803719,19.444580,470744.680851,376.000000,11772.583984,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-18857.523438,-47128.441406,36702280,36703032,-21554.212550,-18001.233550,-31540.315593,-46918.973882
12,1764714047.560553312,37,0,E2:72:AE:0A:90:81,8E89BED6,-28980.538060,-350.055761,-28980.536999,325705.779025,254894.686590,0.954806,74.565200,16.500000,-30117.194708,20.693222,231382.978723,376.000000,12347.883789,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-83944.710938,-38602.566406,40710231,40710983,-27806.823570,-58166.598271,-13710.728350,-33986.548573
13,1764714047.591758966,37,0,E2:72:AE:0A:90:81,8E89BED6,-28442.657728,-267.899741,-28442.657955,325441.089198,263993.743325,0.955799,75.029343,16.500000,-29911.029985,20.711796,231382.978723,376.000000,12406.041992,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-80742.015625,-38509.417969,40710232,40710984,-11369.735544,-49062.785361,-39333.871879,-46649.834858
14,1764714048.024195910,37,0,E2:72:AE:0A:90:81,8E89BED6,-29648.268529,1076.089481,-29648.267827,326973.151157,261514.624102,0.980563,58.844410,16.500000,-30738.319448,20.139348,327127.659574,376.000000,9928.037109,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0.000000,-121407.132812,-41331.269531,44729396,44730148,-27981.397415,-60721.960083,-8121.790453,-38877.161677
