idx,mac,cluster,t
509,49:25:F4:02:F1:57,2,1760148128.068268
510,F0:9B:FA:B6:46:83,2,1760148128.073085
511,F0:9B:FA:B6:46:83,2,1760148128.073270
512,D7:80:75:4B:C7:23,2,1760148128.073767
513,E8:55:CC:56:2A:8F,2,1760148128.075785
514,E8:55:CC:56:2A:8F,2,1760148128.075933
515,67:1B:76:98:F8:0A,2,1760148128.079315
516,67:1B:76:98:F8:0A,2,1760148128.079478
517,58:1D:3E:9A:9C:CF,2,1760148128.080098
518,6F:BD:31:06:60:8F,2,1760148128.110833
519,49:25:F4:02:F1:57,2,1760148128.122765
520,49:25:F4:02:F1:57,2,1760148128.122939
521,67:1B:76:98:F8:0A,3,1760148128.145056
522,67:1B:76:98:F8:0A,0,1760148128.145255
523,67:1B:76:98:F8:0A,0,1760148128.145292
524,58:1D:3E:9A:9C:CF,3,1760148128.146316
525,58:1D:3E:9A:9C:CF,0,1760148128.146476
526,6F:BD:31:06:60:8F,3,1760148128.151919
527,FB:03:54:DD:28:BC,3,1760148128.168836
528,49:25:F4:02:F1:57,3,1760148128.177805
529,49:25:F4:02:F1:57,3,1760148128.177849
530,49:25:F4:02:F1:57,3,1760148128.178010
531,49:25:F4:02:F1:57,3,1760148128.178050
532,E8:E7:6B:AB:25:1B,3,1760148128.179596
533,E8:E7:6B:AB:25:1B,3,1760148128.179645
534,6F:BD:31:06:60:8F,3,1760148128.181442
535,6F:BD:31:06:60:8F,3,1760148128.181491
536,67:1B:76:98:F8:0A,1,1760148128.200764
537,67:1B:76:98:F8:0A,1,1760148128.200961
538,58:1D:3E:9A:9C:CF,1,1760148128.201583
539,52:5A:5E:12:10:1C,1,1760148128.216477
540,52:5A:5E:12:10:1C,1,1760148128.216644
541,49:25:F4:02:F1:57,1,1760148128.232870
542,49:25:F4:02:F1:57,1,1760148128.232929
543,67:1B:76:98:F8:0A,0,1760148128.256636
544,67:1B:76:98:F8:0A,1,1760148128.256833
545,58:1D:3E:9A:9C:CF,0,1760148128.257289
546,49:25:F4:02:F1:57,0,1760148128.299854
547,49:25:F4:02:F1:57,0,1760148128.300057
548,6F:BD:31:06:60:8F,0,1760148128.304498
549,58:1D:3E:9A:9C:CF,0,1760148128.311975
550,58:1D:3E:9A:9C:CF,1,1760148128.312147
551,67:1B:76:98:F8:0A,0,1760148128.312723
552,67:1B:76:98:F8:0A,1,1760148128.312895
553,52:5A:5E:12:10:1C,0,1760148128.326629
554,52:5A:5E:12:10:1C,1,1760148128.326825
555,52:5A:5E:12:10:1C,1,1760148128.326860
556,6F:BD:31:06:60:8F,0,1760148128.334921
557,49:25:F4:02:F1:57,3,1760148128.355454
558,49:25:F4:02:F1:57,3,1760148128.355531
559,49:25:F4:02:F1:57,3,1760148128.355691
560,49:25:F4:02:F1:57,3,1760148128.355732
561,58:1D:3E:9A:9C:CF,2,1760148128.366880
562,58:1D:3E:9A:9C:CF,3,1760148128.367060
563,67:1B:76:98:F8:0A,2,1760148128.369034
564,67:1B:76:98:F8:0A,3,1760148128.369190
565,6F:BD:31:06:60:8F,3,1760148128.375301
566,49:25:F4:02:F1:57,3,1760148128.410223
567,49:25:F4:02:F1:57,4,1760148128.410428
568,6F:BD:31:06:60:8F,3,1760148128.416293
569,58:1D:3E:9A:9C:CF,4,1760148128.422941
570,58:1D:3E:9A:9C:CF,3,1760148128.423102
571,58:1D:3E:9A:9C:CF,3,1760148128.423138
572,67:1B:76:98:F8:0A,4,1760148128.424688
573,52:5A:5E:12:10:1C,4,1760148128.438565
574,52:5A:5E:12:10:1C,4,1760148128.438617
575,6F:BD:31:06:60:8F,7,1760148128.458319
576,49:25:F4:02:F1:57,7,1760148128.466238
577,49:25:F4:02:F1:57,7,1760148128.466289
578,E9:E0:F5:D9:0D:AC,7,1760148128.470608
579,E9:E0:F5:D9:0D:AC,7,1760148128.470649
580,F7:8F:C1:10:E6:75,7,1760148128.475748
581,58:1D:3E:9A:9C:CF,7,1760148128.478327
582,58:1D:3E:9A:9C:CF,7,1760148128.478490
583,67:1B:76:98:F8:0A,7,1760148128.479471
584,67:1B:76:98:F8:0A,7,1760148128.479657
585,F0:9B:FA:B6:46:83,7,1760148128.484214
586,F0:9B:FA:B6:46:83,7,1760148128.484258
587,D7:80:75:4B:C7:23,7,1760148128.484866
588,D7:80:75:4B:C7:23,7,1760148128.484903
589,D7:80:75:4B:C7:23,7,1760148128.485045
590,D7:80:75:4B:C7:23,7,1760148128.485084
591,6F:BD:31:06:60:8F,7,1760148128.487789
592,52:5A:5E:12:10:1C,3,1760148128.504210
593,52:5A:5E:12:10:1C,3,1760148128.504289
594,49:25:F4:02:F1:57,3,1760148128.521137
595,49:25:F4:02:F1:57,3,1760148128.521308
596,67:1B:76:98:F8:0A,3,1760148128.534299
597,67:1B:76:98:F8:0A,4,1760148128.534460
598,49:25:F4:02:F1:57,2,1760148128.577236
599,49:25:F4:02:F1:57,2,1760148128.577320
600,49:25:F4:02:F1:57,2,1760148128.577476
601,49:25:F4:02:F1:57,2,1760148128.577515
602,FB:03:54:DD:28:BC,2,1760148128.580557
603,61:32:E8:60:D5:55,2,1760148128.586418
604,E8:E7:6B:AB:25:1B,2,1760148128.589986
605,FC:BE:F5:F1:0A:67,6,1760148128.618800
606,49:25:F4:02:F1:57,5,1760148128.630842
607,49:25:F4:02:F1:57,5,1760148128.630898
608,49:25:F4:02:F1:57,5,1760148128.631061
609,49:25:F4:02:F1:57,5,1760148128.631100
610,6F:BD:31:06:60:8F,6,1760148128.637585
611,58:1D:3E:9A:9C:CF,3,1760148128.655425
612,58:1D:3E:9A:9C:CF,3,1760148128.655606
613,67:1B:76:98:F8:0A,3,1760148128.656163
614,67:1B:76:98:F8:0A,3,1760148128.656320
615,52:5A:5E:12:10:1C,3,1760148128.669817
616,52:5A:5E:12:10:1C,3,1760148128.669869
617,52:5A:5E:12:10:1C,3,1760148128.670026
618,6F:BD:31:06:60:8F,3,1760148128.677408
619,EE:A8:E4:DF:CD:E9,3,1760148128.682580
620,49:25:F4:02:F1:57,3,1760148128.684999
621,49:25:F4:02:F1:57,3,1760148128.685042
622,49:25:F4:02:F1:57,3,1760148128.685194
623,49:25:F4:02:F1:57,3,1760148128.685232
624,61:32:E8:60:D5:55,3,1760148128.705676
625,58:1D:3E:9A:9C:CF,2,1760148128.710256
626,67:1B:76:98:F8:0A,2,1760148128.710790
627,CA:18:06:4A:A6:34,2,1760148128.716642
628,52:5A:5E:12:10:1C,4,1760148128.724274
629,49:25:F4:02:F1:57,4,1760148128.739467
630,49:25:F4:02:F1:57,4,1760148128.739519
631,49:25:F4:02:F1:57,2,1760148128.739675
632,49:25:F4:02:F1:57,2,1760148128.739715
633,52:5A:5E:12:10:1C,6,1760148128.778748
634,52:5A:5E:12:10:1C,6,1760148128.778823
635,52:5A:5E:12:10:1C,6,1760148128.778979
636,49:25:F4:02:F1:57,6,1760148128.792584
637,49:25:F4:02:F1:57,6,1760148128.792627
638,52:5A:5E:12:10:1C,3,1760148128.833278
639,52:5A:5E:12:10:1C,3,1760148128.833360
640,49:25:F4:02:F1:57,0,1760148128.857705
641,49:25:F4:02:F1:57,0,1760148128.857784
642,49:25:F4:02:F1:57,0,1760148128.857967
643,49:25:F4:02:F1:57,0,1760148128.858021
644,E8:DC:4C:47:ED:06,0,1760148128.872193
645,E8:DC:4C:47:ED:06,1,1760148128.872337
646,67:1B:76:98:F8:0A,0,1760148128.873716
647,E9:E0:F5:D9:0D:AC,0,1760148128.875800
648,F7:8F:C1:10:E6:75,0,1760148128.880294
649,F7:8F:C1:10:E6:75,1,1760148128.880441
650,52:5A:5E:12:10:1C,0,1760148128.887668
651,52:5A:5E:12:10:1C,0,1760148128.887712
652,F0:9B:FA:B6:46:83,0,1760148128.888722
653,F0:9B:FA:B6:46:83,0,1760148128.888760
654,F0:9B:FA:B6:46:83,1,1760148128.888901
655,F0:9B:FA:B6:46:83,1,1760148128.888944
656,D7:80:75:4B:C7:23,0,1760148128.889247
657,D7:80:75:4B:C7:23,0,1760148128.889283
658,D7:80:75:4B:C7:23,1,1760148128.889421
659,D7:80:75:4B:C7:23,1,1760148128.889455
660,E8:55:CC:56:2A:8F,0,1760148128.891479
661,E8:55:CC:56:2A:8F,1,1760148128.891620
662,E8:55:CC:56:2A:8F,1,1760148128.891661
663,6F:BD:31:06:60:8F,2,1760148128.909959
664,49:25:F4:02:F1:57,2,1760148128.912568
665,49:25:F4:02:F1:57,2,1760148128.912610
666,58:1D:3E:9A:9C:CF,2,1760148128.926158
667,58:1D:3E:9A:9C:CF,2,1760148128.926328
668,67:1B:76:98:F8:0A,2,1760148128.929265
669,6F:BD:31:06:60:8F,2,1760148128.940084
670,52:5A:5E:12:10:1C,2,1760148128.943344
671,52:5A:5E:12:10:1C,2,1760148128.943392
672,49:25:F4:02:F1:57,3,1760148128.967139
673,49:25:F4:02:F1:57,3,1760148128.967210
674,6F:BD:31:06:60:8F,3,1760148128.980250
675,58:1D:3E:9A:9C:CF,3,1760148128.980567
676,FB:03:54:DD:28:BC,3,1760148128.983768
677,67:1B:76:98:F8:0A,3,1760148128.984160
678,67:1B:76:98:F8:0A,3,1760148128.984316
679,E8:E7:6B:AB:25:1B,3,1760148128.992700
680,E8:E7:6B:AB:25:1B,3,1760148128.992877
681,52:5A:5E:12:10:1C,2,1760148129.008635
682,49:25:F4:02:F1:57,2,1760148129.020127
683,49:25:F4:02:F1:57,2,1760148129.020179
684,FC:BE:F5:F1:0A:67,2,1760148129.021318
685,67:1B:76:98:F8:0A,2,1760148129.037723
686,6F:BD:31:06:60:8F,2,1760148129.059759
687,52:5A:5E:12:10:1C,2,1760148129.063181
688,52:5A:5E:12:10:1C,2,1760148129.063327
689,49:25:F4:02:F1:57,2,1760148129.074783
690,49:25:F4:02:F1:57,2,1760148129.074867
691,49:25:F4:02:F1:57,2,1760148129.075058
692,49:25:F4:02:F1:57,2,1760148129.075095
693,EE:A8:E4:DF:CD:E9,2,1760148129.087613
694,6F:BD:31:06:60:8F,2,1760148129.090699
695,67:1B:76:98:F8:0A,2,1760148129.093222
696,67:1B:76:98:F8:0A,2,1760148129.093376
697,CA:18:06:4A:A6:34,3,1760148129.120231
698,CA:18:06:4A:A6:34,3,1760148129.120300
699,49:25:F4:02:F1:57,2,1760148129.128775
700,49:25:F4:02:F1:57,2,1760148129.128815
701,6F:BD:31:06:60:8F,0,1760148129.129441
702,58:1D:3E:9A:9C:CF,2,1760148129.144061
703,67:1B:76:98:F8:0A,2,1760148129.147264
704,6F:BD:31:06:60:8F,1,1760148129.169187
705,49:25:F4:02:F1:57,1,1760148129.183492
706,58:1D:3E:9A:9C:CF,3,1760148129.209096
707,58:1D:3E:9A:9C:CF,3,1760148129.209163
708,6F:BD:31:06:60:8F,3,1760148129.209905
709,67:1B:76:98:F8:0A,3,1760148129.212555
710,67:1B:76:98:F8:0A,3,1760148129.212598
711,67:1B:76:98:F8:0A,3,1760148129.212750
712,49:25:F4:02:F1:57,3,1760148129.237211
713,49:25:F4:02:F1:57,3,1760148129.237367
714,6F:BD:31:06:60:8F,3,1760148129.239403
715,58:1D:3E:9A:9C:CF,0,1760148129.262975
716,67:1B:76:98:F8:0A,0,1760148129.265616
717,67:1B:76:98:F8:0A,0,1760148129.265769
718,E8:DC:4C:47:ED:06,0,1760148129.273967
719,E9:E0:F5:D9:0D:AC,0,1760148129.277692
720,E9:E0:F5:D9:0D:AC,0,1760148129.277729
721,6F:BD:31:06:60:8F,0,1760148129.279724
722,F7:8F:C1:10:E6:75,0,1760148129.283072
723,49:25:F4:02:F1:57,0,1760148129.290414
724,D7:80:75:4B:C7:23,0,1760148129.290833
725,D7:80:75:4B:C7:23,0,1760148129.290908
726,E8:55:CC:56:2A:8F,0,1760148129.293536
727,E8:55:CC:56:2A:8F,0,1760148129.293572
728,E8:55:CC:56:2A:8F,0,1760148129.293710
729,E8:55:CC:56:2A:8F,0,1760148129.293741
730,58:1D:3E:9A:9C:CF,0,1760148129.317214
731,58:1D:3E:9A:9C:CF,0,1760148129.317321
732,6F:BD:31:06:60:8F,0,1760148129.320128
733,67:1B:76:98:F8:0A,0,1760148129.320610
734,67:1B:76:98:F8:0A,0,1760148129.320786
735,49:25:F4:02:F1:57,0,1760148129.346742
736,49:25:F4:02:F1:57,0,1760148129.346815
737,6F:BD:31:06:60:8F,0,1760148129.361703
738,67:1B:76:98:F8:0A,0,1760148129.375571
739,FB:03:54:DD:28:BC,2,1760148129.386849
740,E8:E7:6B:AB:25:1B,2,1760148129.396869
741,49:25:F4:02:F1:57,0,1760148129.413026
742,49:25:F4:02:F1:57,0,1760148129.413106
743,49:25:F4:02:F1:57,0,1760148129.467717
744,49:25:F4:02:F1:57,0,1760148129.467919
745,58:1D:3E:9A:9C:CF,0,1760148129.483785
746,EE:A8:E4:DF:CD:E9,4,1760148129.492588
747,49:25:F4:02:F1:57,2,1760148129.522245
748,49:25:F4:02:F1:57,2,1760148129.522320
749,49:25:F4:02:F1:57,0,1760148129.578205
750,49:25:F4:02:F1:57,0,1760148129.578288
751,6F:BD:31:06:60:8F,0,1760148129.581603
752,49:25:F4:02:F1:57,2,1760148129.631886
753,49:25:F4:02:F1:57,2,1760148129.631967
754,49:25:F4:02:F1:57,2,1760148129.632120
755,49:25:F4:02:F1:57,2,1760148129.632157
756,58:1D:3E:9A:9C:CF,2,1760148129.645882
757,E8:DC:4C:47:ED:06,2,1760148129.680159
758,E8:DC:4C:47:ED:06,2,1760148129.680348
759,E9:E0:F5:D9:0D:AC,2,1760148129.685198
760,E9:E0:F5:D9:0D:AC,2,1760148129.685237
761,49:25:F4:02:F1:57,2,1760148129.687301
762,49:25:F4:02:F1:57,2,1760148129.687341
763,F7:8F:C1:10:E6:75,2,1760148129.690491
764,F7:8F:C1:10:E6:75,2,1760148129.690537
765,F0:9B:FA:B6:46:83,2,1760148129.697554
766,D7:80:75:4B:C7:23,2,1760148129.697646
767,D7:80:75:4B:C7:23,2,1760148129.697680
768,E8:55:CC:56:2A:8F,2,1760148129.700740
769,58:1D:3E:9A:9C:CF,2,1760148129.701549
770,67:1B:76:98:F8:0A,2,1760148129.703421
771,67:1B:76:98:F8:0A,2,1760148129.703577
772,52:5A:5E:12:10:1C,0,1760148129.729551
773,49:25:F4:02:F1:57,3,1760148129.742579
774,49:25:F4:02:F1:57,3,1760148129.742631
775,58:1D:3E:9A:9C:CF,4,1760148129.767122
776,67:1B:76:98:F8:0A,4,1760148129.769457
777,67:1B:76:98:F8:0A,4,1760148129.769611
778,52:5A:5E:12:10:1C,4,1760148129.783511
779,FB:03:54:DD:28:BC,4,1760148129.791977
780,49:25:F4:02:F1:57,4,1760148129.797005
781,49:25:F4:02:F1:57,4,1760148129.797045
782,E8:E7:6B:AB:25:1B,4,1760148129.802622
783,58:1D:3E:9A:9C:CF,0,1760148129.821826
784,67:1B:76:98:F8:0A,5,1760148129.824645
785,FC:BE:F5:F1:0A:67,5,1760148129.831355
786,49:25:F4:02:F1:57,5,1760148129.852599
787,49:25:F4:02:F1:57,5,1760148129.852652
788,58:1D:3E:9A:9C:CF,1,1760148129.875834
789,58:1D:3E:9A:9C:CF,1,1760148129.876019
790,67:1B:76:98:F8:0A,1,1760148129.879111
791,EE:A8:E4:DF:CD:E9,1,1760148129.897306
792,EE:A8:E4:DF:CD:E9,1,1760148129.897484
793,49:25:F4:02:F1:57,3,1760148129.918291
794,49:25:F4:02:F1:57,4,1760148129.971546
795,49:25:F4:02:F1:57,4,1760148129.971743
796,58:1D:3E:9A:9C:CF,3,1760148129.983829
797,67:1B:76:98:F8:0A,4,1760148129.986542
798,52:5A:5E:12:10:1C,3,1760148129.999536
799,49:25:F4:02:F1:57,5,1760148130.025253
800,49:25:F4:02:F1:57,5,1760148130.025329
801,49:25:F4:02:F1:57,5,1760148130.025486
802,49:25:F4:02:F1:57,5,1760148130.025522
803,58:1D:3E:9A:9C:CF,5,1760148130.036677
804,52:5A:5E:12:10:1C,5,1760148130.052940
805,49:25:F4:02:F1:57,2,1760148130.080606
806,49:25:F4:02:F1:57,2,1760148130.080692
807,E8:DC:4C:47:ED:06,2,1760148130.083787
808,E9:E0:F5:D9:0D:AC,2,1760148130.089595
809,E9:E0:F5:D9:0D:AC,2,1760148130.089632
810,58:1D:3E:9A:9C:CF,2,1760148130.091972
811,F7:8F:C1:10:E6:75,2,1760148130.093982
812,F0:9B:FA:B6:46:83,2,1760148130.100770
813,D7:80:75:4B:C7:23,2,1760148130.101442
814,D7:80:75:4B:C7:23,2,1760148130.101578
815,E8:55:CC:56:2A:8F,2,1760148130.103988
816,E8:55:CC:56:2A:8F,2,1760148130.104033
817,E8:55:CC:56:2A:8F,2,1760148130.104170
818,49:25:F4:02:F1:57,2,1760148130.135582
819,58:1D:3E:9A:9C:CF,0,1760148130.146699
820,67:1B:76:98:F8:0A,2,1760148130.151291
821,52:5A:5E:12:10:1C,0,1760148130.176927
822,49:25:F4:02:F1:57,0,1760148130.191680
823,49:25:F4:02:F1:57,0,1760148130.191730
824,FB:03:54:DD:28:BC,0,1760148130.196631
825,E8:E7:6B:AB:25:1B,0,1760148130.207005
826,52:5A:5E:12:10:1C,0,1760148130.228507
827,FC:BE:F5:F1:0A:67,4,1760148130.235145
828,49:25:F4:02:F1:57,1,1760148130.246922
829,49:25:F4:02:F1:57,1,1760148130.246970
830,58:1D:3E:9A:9C:CF,1,1760148130.258037
831,58:1D:3E:9A:9C:CF,0,1760148130.258197
832,6F:BD:31:06:60:8F,0,1760148130.258651
833,67:1B:76:98:F8:0A,0,1760148130.272493
834,52:5A:5E:12:10:1C,3,1760148130.283386
835,49:25:F4:02:F1:57,3,1760148130.301970
836,49:25:F4:02:F1:57,3,1760148130.302013
837,EE:A8:E4:DF:CD:E9,3,1760148130.303140
838,58:1D:3E:9A:9C:CF,1,1760148130.324986
839,58:1D:3E:9A:9C:CF,0,1760148130.325192
840,67:1B:76:98:F8:0A,1,1760148130.326691
841,67:1B:76:98:F8:0A,0,1760148130.326849
842,CA:18:06:4A:A6:34,1,1760148130.338297
843,52:5A:5E:12:10:1C,1,1760148130.339171
844,6F:BD:31:06:60:8F,1,1760148130.340811
845,49:25:F4:02:F1:57,1,1760148130.356572
846,49:25:F4:02:F1:57,1,1760148130.356641
847,58:1D:3E:9A:9C:CF,3,1760148130.380575
848,6F:BD:31:06:60:8F,3,1760148130.381090
849,67:1B:76:98:F8:0A,3,1760148130.382271
850,67:1B:76:98:F8:0A,0,1760148130.382426
851,49:25:F4:02:F1:57,3,1760148130.410948
852,49:25:F4:02:F1:57,3,1760148130.411123
853,49:25:F4:02:F1:57,3,1760148130.411162
854,58:1D:3E:9A:9C:CF,0,1760148130.435921
855,58:1D:3E:9A:9C:CF,0,1760148130.436113
856,67:1B:76:98:F8:0A,0,1760148130.437218
857,67:1B:76:98:F8:0A,0,1760148130.437372
858,49:25:F4:02:F1:57,4,1760148130.477426
859,49:25:F4:02:F1:57,4,1760148130.477619
860,E8:DC:4C:47:ED:06,4,1760148130.492537
861,E9:E0:F5:D9:0D:AC,4,1760148130.498740
862,E9:E0:F5:D9:0D:AC,4,1760148130.498779
863,F7:8F:C1:10:E6:75,4,1760148130.502252
864,F7:8F:C1:10:E6:75,4,1760148130.502405
865,52:5A:5E:12:10:1C,4,1760148130.503090
866,52:5A:5E:12:10:1C,4,1760148130.503242
867,D7:80:75:4B:C7:23,4,1760148130.510082
868,D7:80:75:4B:C7:23,4,1760148130.510119
869,E8:55:CC:56:2A:8F,4,1760148130.512810
870,E8:55:CC:56:2A:8F,4,1760148130.512964
871,49:25:F4:02:F1:57,0,1760148130.532057
872,49:25:F4:02:F1:57,0,1760148130.532126
873,49:25:F4:02:F1:57,2,1760148130.589679
874,49:25:F4:02:F1:57,2,1760148130.589760
875,49:25:F4:02:F1:57,2,1760148130.589908
876,49:25:F4:02:F1:57,2,1760148130.589951
877,FB:03:54:DD:28:BC,3,1760148130.607245
878,FB:03:54:DD:28:BC,3,1760148130.607294
879,E8:E7:6B:AB:25:1B,3,1760148130.617768
880,E8:E7:6B:AB:25:1B,2,1760148130.617945
881,49:25:F4:02:F1:57,1,1760148130.644148
882,49:25:F4:02:F1:57,1,1760148130.698990
883,EE:A8:E4:DF:CD:E9,1,1760148130.712525
884,EE:A8:E4:DF:CD:E9,3,1760148130.712708
885,58:1D:3E:9A:9C:CF,1,1760148130.713008
886,67:1B:76:98:F8:0A,3,1760148130.713644
887,6F:BD:31:06:60:8F,1,1760148130.715475
888,49:25:F4:02:F1:57,1,1760148130.753851
889,49:25:F4:02:F1:57,1,1760148130.753934
890,5A:A9:D4:90:87:C1,1,1760148130.766262
891,67:1B:76:98:F8:0A,1,1760148130.768300
892,58:1D:3E:9A:9C:CF,1,1760148130.768877
893,49:25:F4:02:F1:57,3,1760148130.806809
894,49:25:F4:02:F1:57,3,1760148130.806999
895,67:1B:76:98:F8:0A,0,1760148130.833592
896,6F:BD:31:06:60:8F,0,1760148130.837177
897,49:25:F4:02:F1:57,0,1760148130.861258
898,49:25:F4:02:F1:57,0,1760148130.861311
899,67:1B:76:98:F8:0A,3,1760148130.886719
900,E8:DC:4C:47:ED:06,3,1760148130.900175
901,E8:DC:4C:47:ED:06,3,1760148130.900215
902,E8:DC:4C:47:ED:06,3,1760148130.900363
903,6F:BD:31:06:60:8F,3,1760148130.904870
904,E9:E0:F5:D9:0D:AC,3,1760148130.906690
905,E9:E0:F5:D9:0D:AC,3,1760148130.906729
906,F7:8F:C1:10:E6:75,3,1760148130.910194
907,F0:9B:FA:B6:46:83,3,1760148130.917044
908,F0:9B:FA:B6:46:83,3,1760148130.917102
909,E8:55:CC:56:2A:8F,3,1760148130.919286
910,E8:55:CC:56:2A:8F,3,1760148130.919327
911,67:1B:76:98:F8:0A,1,1760148130.940864
912,49:25:F4:02:F1:57,1,1760148130.970263
913,49:25:F4:02:F1:57,1,1760148130.970313
914,FB:03:54:DD:28:BC,1,1760148131.010518
915,FB:03:54:DD:28:BC,4,1760148131.010720
916,E8:E7:6B:AB:25:1B,1,1760148131.033015
917,49:25:F4:02:F1:57,1,1760148131.035022
918,49:25:F4:02:F1:57,1,1760148131.035070
919,49:25:F4:02:F1:57,2,1760148131.091117
920,52:5A:5E:12:10:1C,2,1760148131.115992
921,EE:A8:E4:DF:CD:E9,2,1760148131.117125
922,EE:A8:E4:DF:CD:E9,2,1760148131.117301
923,49:25:F4:02:F1:57,2,1760148131.146945
924,49:25:F4:02:F1:57,2,1760148131.147043
925,49:25:F4:02:F1:57,2,1760148131.204020
926,49:25:F4:02:F1:57,0,1760148131.259434
927,49:25:F4:02:F1:57,0,1760148131.259518
928,49:25:F4:02:F1:57,0,1760148131.259684
929,E8:DC:4C:47:ED:06,1,1760148131.309734
930,E8:DC:4C:47:ED:06,1,1760148131.309925
931,49:25:F4:02:F1:57,4,1760148131.313617
932,49:25:F4:02:F1:57,4,1760148131.313659
933,E9:E0:F5:D9:0D:AC,1,1760148131.315273
934,E9:E0:F5:D9:0D:AC,1,1760148131.315341
935,F7:8F:C1:10:E6:75,1,1760148131.319662
936,F7:8F:C1:10:E6:75,1,1760148131.319837
937,D7:80:75:4B:C7:23,1,1760148131.326556
938,D7:80:75:4B:C7:23,1,1760148131.326630
939,E8:55:CC:56:2A:8F,1,1760148131.328408
940,49:25:F4:02:F1:57,1,1760148131.368052
941,49:25:F4:02:F1:57,1,1760148131.368129
942,49:25:F4:02:F1:57,2,1760148131.368286
943,49:25:F4:02:F1:57,2,1760148131.368330
944,FB:03:54:DD:28:BC,3,1760148131.421144
945,49:25:F4:02:F1:57,3,1760148131.423391
946,49:25:F4:02:F1:57,3,1760148131.423433
947,E8:E7:6B:AB:25:1B,1,1760148131.444491
948,E8:E7:6B:AB:25:1B,1,1760148131.444704
949,52:5A:5E:12:10:1C,1,1760148131.460369
950,52:5A:5E:12:10:1C,1,1760148131.460527
951,49:25:F4:02:F1:57,1,1760148131.477779
952,EE:A8:E4:DF:CD:E9,4,1760148131.525965
953,EE:A8:E4:DF:CD:E9,4,1760148131.526046
954,49:25:F4:02:F1:57,1,1760148131.542728
955,49:25:F4:02:F1:57,1,1760148131.542802
956,49:25:F4:02:F1:57,1,1760148131.543025
957,49:25:F4:02:F1:57,1,1760148131.543070
958,49:25:F4:02:F1:57,1,1760148131.597909
959,49:25:F4:02:F1:57,1,1760148131.597992
960,52:5A:5E:12:10:1C,2,1760148131.621290
961,49:25:F4:02:F1:57,2,1760148131.651297
962,49:25:F4:02:F1:57,2,1760148131.651493
963,49:25:F4:02:F1:57,1,1760148131.706237
964,49:25:F4:02:F1:57,1,1760148131.706320
965,49:25:F4:02:F1:57,1,1760148131.706476
966,49:25:F4:02:F1:57,1,1760148131.706519
967,E8:DC:4C:47:ED:06,1,1760148131.714683
968,E9:E0:F5:D9:0D:AC,1,1760148131.719234
969,E9:E0:F5:D9:0D:AC,1,1760148131.719275
970,F7:8F:C1:10:E6:75,1,1760148131.724205
971,F0:9B:FA:B6:46:83,1,1760148131.730282
972,F0:9B:FA:B6:46:83,1,1760148131.730320
973,F0:9B:FA:B6:46:83,1,1760148131.730467
974,D7:80:75:4B:C7:23,1,1760148131.731618
975,D7:80:75:4B:C7:23,1,1760148131.731656
976,D7:80:75:4B:C7:23,1,1760148131.731798
977,D7:80:75:4B:C7:23,1,1760148131.731831
978,E8:55:CC:56:2A:8F,1,1760148131.732632
979,49:25:F4:02:F1:57,2,1760148131.761674
980,49:25:F4:02:F1:57,2,1760148131.761750
981,49:25:F4:02:F1:57,2,1760148131.761907
982,49:25:F4:02:F1:57,2,1760148131.761997
983,58:1D:3E:9A:9C:CF,0,1760148131.775814
984,44:E7:49:C8:0F:F0,0,1760148131.776240
985,49:25:F4:02:F1:57,0,1760148131.815165
986,FB:03:54:DD:28:BC,0,1760148131.825046
987,E8:E7:6B:AB:25:1B,0,1760148131.848168
988,E8:E7:6B:AB:25:1B,1,1760148131.848382
989,FC:BE:F5:F1:0A:67,1,1760148131.864045
990,49:25:F4:02:F1:57,1,1760148131.871041
991,49:25:F4:02:F1:57,5,1760148131.925694
992,EE:A8:E4:DF:CD:E9,5,1760148131.931054
993,52:5A:5E:12:10:1C,3,1760148131.959495
994,49:25:F4:02:F1:57,3,1760148131.979250
995,49:25:F4:02:F1:57,2,1760148132.032504
996,49:25:F4:02:F1:57,2,1760148132.032697
997,52:5A:5E:12:10:1C,2,1760148132.066561
998,52:5A:5E:12:10:1C,2,1760148132.066679
999,49:25:F4:02:F1:57,1,1760148132.099169
1000,E8:DC:4C:47:ED:06,0,1760148132.119160
1001,52:5A:5E:12:10:1C,1,1760148132.120474
1002,E9:E0:F5:D9:0D:AC,0,1760148132.123655
1003,E9:E0:F5:D9:0D:AC,0,1760148132.123693
1004,F7:8F:C1:10:E6:75,0,1760148132.128581
1005,F7:8F:C1:10:E6:75,2,1760148132.128730
1006,F0:9B:FA:B6:46:83,0,1760148132.134070
1007,F0:9B:FA:B6:46:83,0,1760148132.134109
1008,D7:80:75:4B:C7:23,0,1760148132.135643
1009,E8:55:CC:56:2A:8F,0,1760148132.135793
1010,49:25:F4:02:F1:57,0,1760148132.152701
1011,49:25:F4:02:F1:57,0,1760148132.152777
1012,49:25:F4:02:F1:57,2,1760148132.207554
1013,49:25:F4:02:F1:57,2,1760148132.207639
1014,49:25:F4:02:F1:57,3,1760148132.207808
1015,67:1B:76:98:F8:0A,2,1760148132.217308
1016,58:1D:3E:9A:9C:CF,2,1760148132.220813
1017,FB:03:54:DD:28:BC,2,1760148132.230357
1018,E8:E7:6B:AB:25:1B,0,1760148132.253273
1019,E8:E7:6B:AB:25:1B,0,1760148132.253354
1020,E8:E7:6B:AB:25:1B,0,1760148132.253528
