src_file,confusion,gt_pos,pred_pos,tp,fp,fn,tn,precision,recall,f1,hours,ttd_s,tx_tok,rot_tok,tx_s,rot_s,core_density,core_density_max,core_density_seen_max,core_density_valid_max,n_dur_ok,n_unique_ok,n_dens_ok,n_decision_ok,WINDOW_S,DENSITY_MIN,PERIODIC_MODE,PERIODIC_BLOCK_S,PERIODIC_STEP_S,PERIODIC_MIN_PERSISTENCE_S
controlled/HtoW/scenarios_Home_to_work__adv0_apple0_google0_samsung0_tile0__20260130_081034/background_only.csv,TN,False,False,0,0,0,1,0.0,0.0,0.0,1.8596313177877002,7200.0,,,,,0.0,0.0,1.1946390810580103,0.0,8,15,1,0,120,1.15,True,2400.0,2400.0,2400.0
