src_file,confusion,gt_pos,pred_pos,tp,fp,fn,tn,precision,recall,f1,hours,ttd_s,tx_tok,rot_tok,tx_s,rot_s,core_density,core_density_max,core_density_seen_max,core_density_valid_max,n_dur_ok,n_unique_ok,n_dens_ok,n_decision_ok,WINDOW_S,DENSITY_MIN,PERIODIC_MODE,PERIODIC_BLOCK_S,PERIODIC_STEP_S,PERIODIC_MIN_PERSISTENCE_S
controlled/WtoH/scenarios_Work_to_home__adv0_apple0_google0_samsung0_tile0__20260130_042543/background_only.csv,TN,False,False,0,0,0,1,0.0,0.0,0.0,1.7450529344214334,4800.0,,,,,0.0,0.0,1.2948990220218854,0.0,3,11,1,0,120,1.15,True,2400.0,2400.0,2400.0
