timestamp,AdvA,payload,CFO_Hz,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,CFO_from_transitions_Hz,nprod_00,nprod_11,nprod_10,nprod_01,nprod_total,crc_ok,is_tag_ecosystem,pdu_type,pdu_type_name,length,channel,phase,polarity,slip,window_start,window_end,aa_pos,aa_corr,pre_corr,cfo_window,_group
0.0,c5:42:bb:cc:7a:5d,5d7accbb42c51eff4c001219205d0ff5e34cc655b578b203d216c170501cf522bd06670143,-29984.0,62642.0,-57915.0,60473.0,-97064.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,13,-1,0,-1,-1,4931,32,8,unknown,
0.0,c2:97:cc:47:79:bf,bf7947cc97c20201060d16edfe020003075f6c65b688c10303edfe,-42034.0,54075.0,-85710.0,51608.0,-124986.0,,0,0,0,0,0,1,1,0,ADV_IND,27,37,2,-1,0,-1,-1,6124,32,8,unknown,
0.0,c7:af:60:4b:85:66,66854b60afc71eff4c00121910d46c28dc0d9d8f5f5bb9d5717becc53107c1c659d1a50121,-1530.0,74973.0,-115658.0,76290.0,-142490.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,13,-1,0,-1,-1,6472,32,8,unknown,
0.0,56:4d:08:5b:0f:a5,a50f5b084d560201061916aafe41905804e52552b666bf0f6b7195d4c5ca89e69699ea,-17416.0,79635.0,-85623.0,82074.0,-134834.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,13,-1,0,-1,-1,6526,30,8,unknown,
1.687000000005355,dc:d9:17:9b:a7:45,45a79b17d9dc0201060303edfe0d16edfe020013c3a68d180ffc28,-24006.0,84357.0,-89765.0,82222.0,-108392.0,,0,0,0,0,0,1,1,0,ADV_IND,27,37,15,-1,0,-1,-1,1346,32,8,unknown,
1.687000000005355,c7:af:60:4b:85:66,66854b60afc71eff4c00121910d46c28dc0d9d8f5f5bb9d5717becc53107c1c659d1a50121,-46272.0,85164.0,-113777.0,101655.0,-151638.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,0,-1,0,-1,-1,4350,32,7,unknown,
1.687000000005355,f6:b8:9f:83:bd:03,03bd839fb8f61eff4c001219001469e8ebed498934d8385640dc99f047ef2650847c540300,-33403.0,93698.0,-106747.0,83371.0,-104759.0,,0,0,0,0,0,1,1,2,ADV_NONCONN_IND,37,37,7,-1,0,-1,-1,4201,32,8,unknown,
1.687000000005355,f4:f5:3c:6c:66:25,25666c3cf5f41eff4c00121910c4ae7bedf14240cd85e38faa329cbbc7be0f299a6ed70378,-9936.0,77487.0,-122390.0,88799.0,-155668.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,0,-1,0,-1,-1,5429,32,8,unknown,
1.687000000005355,da:6c:b3:9d:56:a2,a2569db36cda1eff4c001219607adf4a384dd02e08d868435d93a27cd8cae1f6d77941039c,2915.0,73508.0,-90979.0,91215.0,-122452.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,7,-1,0,-1,-1,4393,32,7,unknown,
3.338000000003376,da:b5:7c:16:17:65,6517167cb5da1eff4c001219200101732920050f6f0afcdbb4a1c0fec22f1adfd25b990220,-43271.0,50167.0,-71615.0,73160.0,-115591.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,11,-1,0,-1,-1,4882,31,8,unknown,
3.338000000003376,f4:f5:3c:6c:66:25,25666c3cf5f41eff4c00121910c4ae7bedf14240cd85e38faa329cbbc7be0f299a6ed70378,-37558.0,93976.0,-107973.0,87999.0,-144563.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,2,-1,0,-1,-1,4551,32,8,unknown,
3.338000000003376,e5:80:fd:45:9b:e9,e99b45fd80e50201060d16edfe02003b04333df9a861380303edfe,-18349.0,64287.0,-77197.0,51429.0,-83831.0,,0,0,0,0,0,1,1,0,ADV_IND,27,37,9,-1,0,-1,-1,7242,32,8,unknown,
3.338000000003376,e6:be:13:f4:64:f3,f364f413bee61eff4c00121960f1ddfdbe31f85265440bc58a10a8fed11b5065ef754001bf,0.0,84820.0,-78708.0,120998.0,-148788.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,2,-1,0,-1,-1,1252,32,8,unknown,
3.338000000003376,6a:5a:3e:80:13:89,8913803e5a6a0201061916aafe41f2ea0aa38c46e1674ab7703cb65f3d55c007d535b7,-1837.0,122392.0,-119797.0,115510.0,-142054.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,7,-1,0,-1,-1,3691,32,7,unknown,
3.338000000003376,dd:27:67:8d:21:8f,8f218d6727dd1eff4c001219207fa46f70985c3c501638898e8f9471bd96fbec70927c0030,-36837.0,91280.0,-59475.0,89994.0,-122031.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,6,-1,0,-1,-1,2553,32,8,unknown,
5.089000000007218,7b:72:59:f5:a9:0b,0ba9f559727b0201061916aafe40e094d2e827a9c8d79a7b07623d7bad748afd77df20,-695.0,84527.0,-94951.0,85376.0,-97835.0,,0,0,0,0,0,1,1,0,ADV_IND,35,37,5,-1,0,-1,-1,2304,32,8,unknown,
5.089000000007218,4f:31:7f:f6:a9:77,77a9f67f314f02010403025afd17165afd1306fa0251f422fe9850fe0ca7000000e2d9a06c,-16433.0,55244.0,-74690.0,57409.0,-107863.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,8,-1,0,-1,-1,4565,29,8,unknown,
5.089000000007218,da:6c:b3:9d:56:a2,a2569db36cda1eff4c001219607adf4a384dd02e08d868435d93a27cd8cae1f6d77941039c,-6577.0,60480.0,-80527.0,89363.0,-116841.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,14,-1,0,-1,-1,5709,32,8,unknown,
5.089000000007218,dc:d9:17:9b:a7:45,45a79b17d9dc0201060303edfe0d16edfe020013c3a68d180ffc28,-6785.0,118426.0,-105632.0,78140.0,-150457.0,,0,0,0,0,0,1,1,0,ADV_IND,27,37,13,-1,0,-1,-1,6709,29,7,unknown,
7.010000000009313,50:c4:8d:a6:c0:38,38c0a68dc45002010403025afd17165afd1306fa020a61100392332350a70000005004459f,-17473.0,74037.0,-77702.0,73362.0,-96718.0,,0,0,0,0,0,1,1,0,ADV_IND,37,37,10,-1,0,-1,-1,3467,32,8,unknown,
